epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
79,66.4900,65.9600,66.2600,65.7900,66.5400,63.3500
80,66.4200,65.9600,66.4400,66.1500,66.7800,63.4900
81,66.4200,66.1100,66.8200,66.4800,67.0000,63.6700
82,66.5400,66.2800,66.7100,66.5900,67.0300,63.8500
83,66.6900,66.3600,66.6200,66.2900,66.8200,63.6200
84,66.6600,66.1400,66.6900,66.3700,67.0700,63.8100
85,66.7700,66.3100,66.5900,66.6700,67.0500,63.9500
86,66.8500,66.3400,66.7900,66.3700,67.0100,63.7800
87,66.7900,66.4200,66.7900,66.6200,67.0100,63.7500
88,66.7800,66.3400,66.6400,66.5100,66.8800,63.7600
89,66.6500,66.1900,66.9900,66.5500,67.1500,63.8000
90,66.8000,66.1400,66.8200,66.4200,66.9500,63.8300
91,66.6200,66.2100,66.6700,66.3700,67.1300,63.7200
92,66.8500,66.4000,66.8800,66.4800,67.0100,63.7300
93,66.6900,66.4000,66.9500,66.4200,66.9200,63.5700
94,66.9500,66.3500,67.0000,66.3900,66.9100,63.8600
95,67.0000,66.3000,66.6700,66.4900,67.2100,63.7300
96,66.8600,66.3700,66.8500,66.3900,67.1000,63.8200
97,66.8300,66.3100,66.7900,66.4800,67.1700,63.7600
98,66.8500,66.3700,66.8100,66.4500,66.9500,63.7000
99,66.8400,66.2300,66.6100,66.3400,67.1100,63.5700
100,66.5800,66.4200,66.7000,66.5100,67.0200,63.7300
