epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
37,58.9600,58.6400,59.1300,59.6000,58.4400,41.0300
38,60.0400,60.2800,60.0100,59.4400,58.4900,40.3900
39,59.6500,60.3300,59.8600,59.2300,59.4700,43.2600
40,60.4100,59.6600,59.6800,59.5200,57.9200,43.4900
41,59.4300,60.5700,58.6700,59.5600,58.6000,42.0700
42,59.6300,59.0300,59.4800,59.1800,58.5100,37.8500
43,60.6700,59.7200,59.5300,60.1400,59.4700,42.5500
44,58.9800,60.6600,60.2000,59.5600,59.1900,42.6000
45,58.7300,59.5700,57.7200,59.3300,58.1600,43.8100
46,61.0300,59.7900,59.9500,60.1200,59.8300,39.5300
47,59.7200,58.5200,59.4200,59.5600,60.2300,39.2100
48,59.6800,60.4800,60.2600,59.5600,59.7400,41.6200
49,60.5900,59.6800,59.4900,60.2100,59.7600,42.2600
50,58.8800,59.0100,57.9800,58.1600,58.0500,38.5500
51,59.6000,59.3300,60.2500,58.2800,58.9200,33.3400
52,60.5300,58.7000,59.8800,59.1900,59.4300,37.6100
53,60.1000,59.9600,60.9700,61.3400,59.8700,37.3400
54,59.6300,59.7100,59.5700,60.3500,58.8100,44.5200
55,60.0800,59.8200,59.9200,59.9400,59.6600,44.4200
56,61.0600,60.0300,59.4000,60.3700,59.1400,43.2300
57,60.4600,59.9800,60.5300,61.0900,59.4900,42.6200
58,61.1700,60.9100,60.3100,59.0800,58.8500,43.4800
59,60.5400,59.7500,60.9800,59.2000,58.6300,43.1200
60,60.6500,60.6900,60.0500,59.5300,59.3300,43.4800
61,65.4100,65.2800,65.6700,65.6800,65.6300,49.8700
62,65.9900,65.4200,66.0400,65.5900,66.0200,50.5700
63,65.8700,65.4300,65.7800,65.8600,65.9000,50.4000
64,66.1200,65.6900,66.0000,66.2200,65.9800,50.8700
65,66.1700,65.5600,66.1100,66.2000,65.8900,50.8400
66,66.1900,65.6800,66.1300,66.2900,66.0400,51.0800
67,66.6500,65.9300,66.2600,66.1700,66.1500,51.2200
68,66.1300,65.8800,65.8900,65.9800,65.7800,51.0500
69,66.2900,65.9100,65.9900,66.2800,65.7400,51.5000
70,66.4400,66.1000,66.2600,66.4500,66.2900,51.1300
71,66.1600,65.8200,65.9700,66.2100,66.2900,51.4000
72,66.3000,65.9900,66.1000,66.1600,66.4500,50.9900
73,66.3100,65.9200,66.3200,66.3400,66.4500,51.5900
74,66.2200,66.1900,65.9500,66.1100,66.1800,51.2900
75,65.9100,65.8900,65.9200,66.3000,66.0700,51.4100
76,66.6500,66.0600,66.0400,66.3000,66.4000,51.5400
77,66.5400,66.0100,66.0900,66.6500,66.2700,51.2800
78,66.1300,66.1500,65.7200,66.3200,66.1600,51.3200
79,66.0200,65.9100,66.0100,66.3100,66.2600,51.7800
80,66.1500,65.9900,65.7500,66.6300,66.2300,51.8400
81,66.5900,66.2500,66.1800,66.9900,66.4900,52.3300
82,66.7500,66.3000,66.3000,66.8500,66.3600,52.2000
83,66.6300,66.1700,66.2200,66.6600,66.5400,52.1300
84,66.6200,66.1600,66.1900,66.7300,66.3000,52.1600
85,66.7700,66.2500,66.2700,66.8300,66.3900,52.2000
86,66.8500,66.2700,66.3100,66.7200,66.5200,52.2600
87,66.7600,66.1300,66.2800,66.6800,66.4800,52.1800
88,66.7100,66.3800,66.5200,66.7700,66.4400,52.2800
89,66.6900,66.1100,66.3400,66.7000,66.4000,52.2500
90,66.6700,66.3300,66.4800,66.8900,66.4000,52.3300
91,66.5400,66.1000,66.4500,66.6900,66.5200,52.2900
92,66.7000,66.1500,66.4100,66.8200,66.4700,52.4800
93,66.7500,66.3800,66.3900,66.7300,66.3700,52.2000
94,66.7100,66.3300,66.4200,66.7900,66.3300,52.1600
95,66.8400,66.2900,66.6300,66.8600,66.4300,52.3000
96,66.6100,66.3200,66.3200,66.8200,66.3200,52.2600
97,66.7600,66.3500,66.5700,66.7400,66.5300,52.2400
98,66.8200,66.2300,66.5800,66.7700,66.4800,52.2600
99,66.6200,66.0900,66.3900,66.8200,66.4900,52.2000
100,66.6700,66.0800,66.5600,66.8300,66.4600,52.2800
