n,par_fps,par_lat,pipe_fps,pipe_lat
1,22.3463,44.7171,22.3463,44.7171
2,44.6174,44.7171,46.6924,31.3780
3,66.7454,44.7638,92.9208,17.7754
4,88.5751,44.8302,131.5987,18.4069
5,110.2627,44.9560,139.3792,23.2047
6,131.8061,45.0771,137.3903,23.3775
7,153.3728,45.1702,142.0131,26.5835
8,174.5890,45.3466,149.2816,27.7060
