n,par_fps,par_lat,pipe_fps,pipe_lat
1,12.4111,80.5407,12.4111,80.5407
2,24.8264,80.4530,23.6301,69.6800
3,37.0806,80.6841,36.8059,54.3297
4,49.4103,80.6373,53.5118,39.6565
5,61.6628,80.7034,78.9467,29.0369
6,73.8241,80.8147,95.9072,32.1643
7,86.0130,80.9308,119.4357,29.3884
8,98.0917,81.0927,115.7858,34.3474
