epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,33.1900,38.4700,20.9200,34.0200,48.2200,46.3000,29.1000
2,47.6900,45.4400,29.4700,41.6400,54.5400,53.2100,42.5800
3,49.9200,50.0500,40.1100,53.5500,55.2200,52.5600,49.2900
4,52.8900,51.7200,43.3000,52.2400,58.4600,59.3100,50.6900
5,54.6800,55.7300,44.9600,54.4700,60.6800,60.0400,51.3800
6,56.5000,57.9800,49.4600,58.7000,62.3700,60.5900,57.5100
7,56.2900,60.2400,50.9200,60.9800,60.7900,64.2000,58.1700
8,56.5400,60.1200,53.0300,59.0200,63.1900,61.9600,58.6600
9,61.1100,61.3500,53.3300,63.9000,63.5100,63.0200,59.3600
10,61.7100,59.6100,54.9700,62.4500,64.3900,63.8300,62.2600
11,60.7600,61.2300,55.6900,57.9800,66.0500,65.4600,64.1200
12,61.2900,63.0000,56.3100,61.3700,65.6100,65.6500,62.2200
13,58.4900,62.9200,55.1100,61.5100,65.5500,66.0300,61.1200
14,62.8600,61.6700,56.6300,61.8500,66.1300,66.5100,64.5300
15,58.4100,63.7000,57.2800,62.6200,66.8300,65.4400,64.7300
16,64.6500,62.2700,57.7400,63.4200,67.0000,67.2400,63.5000
17,62.8400,61.9600,56.8400,64.3000,65.3800,65.6400,64.6500
18,64.8300,63.7900,59.2100,63.7900,67.1300,65.7000,64.3000
19,59.9000,62.1900,58.7900,59.3300,65.3200,68.0700,62.6800
20,64.4300,62.7400,59.2800,65.0000,68.0000,67.7400,62.5500
21,63.5800,64.3300,59.4700,64.5700,68.2300,67.9600,65.3500
22,63.2500,64.2800,60.4600,61.5200,67.6800,68.3200,64.6100
23,63.9400,61.8000,61.4100,63.5300,68.1600,66.9900,65.6100
24,63.9900,61.1100,59.3900,63.7300,67.3000,68.1900,65.8900
25,65.5000,65.2200,61.4400,64.8300,66.7000,68.7200,66.7200
26,65.0700,64.1100,60.6200,63.1600,67.5800,68.1400,67.3000
27,65.1100,65.5700,61.7100,64.5100,67.5600,69.0500,66.9500
28,64.7300,64.0300,60.7400,63.3800,68.4900,67.2300,67.2400
29,62.0000,64.4500,60.7900,62.8600,66.9600,67.8400,66.4900
30,62.6000,65.3300,61.8600,63.8700,67.9700,68.6200,67.5000
31,64.4400,61.6700,61.9400,64.1100,66.7200,66.5500,67.5400
32,65.2400,64.6100,61.6800,63.6600,68.4300,68.0500,66.8600
33,65.0000,63.9300,61.4900,64.1800,68.3700,68.0400,66.4600
34,65.6000,64.4200,62.6500,64.5700,67.4300,69.0400,67.3600
35,65.6700,63.3900,62.2300,65.0800,67.8300,69.2300,67.7800
36,66.3000,66.1800,60.2500,64.9600,69.4000,67.9900,66.6500
37,65.0000,62.8000,60.5900,65.2100,69.3700,68.9500,67.1200
38,62.2000,65.1700,61.3500,63.6500,69.2700,67.8800,66.9100
39,65.1700,64.7100,60.7000,64.3000,67.3200,69.0500,67.2200
40,63.9800,65.4200,61.8800,63.7500,67.8700,67.9600,68.5000
41,64.9200,66.3900,62.5600,66.1400,69.0200,67.6600,67.8200
42,65.8400,65.4600,63.4300,65.3600,68.8400,69.1300,67.3800
43,64.5000,64.4800,63.1400,65.7000,66.6800,68.4600,68.2100
