n,par_fps,par_lat,pipe_fps,pipe_lat
1,187.0778,5.3121,187.0778,5.3121
2,369.8433,5.3245,230.6019,7.1843
3,541.3986,5.4089,258.6308,8.9569
4,716.2609,5.3980,271.6199,10.4583
5,883.9647,5.4144,292.1542,12.4681
6,1050.8365,5.4241,303.3552,13.8882
7,1213.5273,5.4687,295.5662,15.1743
8,1365.4292,5.5287,304.0258,16.5071
