epoch,magnitude_l1,magnitude_l2,fpgm,taylor,random
1,47.9700,46.8300,48.8000,48.2300,42.6300
2,47.7800,46.8900,48.3200,49.2400,44.9500
3,48.7600,48.6600,49.3800,49.6600,46.0700
4,48.1600,47.8000,49.3800,49.7500,45.7500
5,49.3800,49.7000,48.3500,50.5300,47.8900
6,48.4000,47.9900,49.4200,49.9600,48.4500
7,48.5000,48.1800,50.4600,48.9900,47.0800
8,46.4800,47.4300,47.5100,50.0600,46.0700
9,49.6100,49.0000,51.4100,49.9600,49.4400
10,47.7200,47.6800,48.8600,50.3000,47.7000
11,48.3400,49.4100,49.8300,50.9600,49.6100
12,50.0600,49.6500,50.5500,49.5400,48.0100
13,49.4800,50.0000,49.7200,49.7000,47.7500
14,49.9600,50.5400,51.2800,51.0800,49.2100
15,49.1200,49.4500,49.2500,50.3600,48.4700
16,49.8300,50.4100,49.9900,51.6400,49.7900
17,49.4400,49.7500,51.4500,51.1100,48.5800
18,49.6400,50.6900,49.8400,50.9800,50.2900
19,50.2600,50.6300,50.2300,50.3300,49.2400
20,49.9600,49.5500,49.9300,48.9500,48.9800
21,50.2400,49.7800,50.9100,50.0000,49.7600
22,50.2700,51.0700,49.1700,50.2200,49.1400
23,49.3600,49.7700,50.7700,49.2300,48.8600
24,50.5600,49.8900,50.9300,51.2900,50.3100
25,50.4800,50.6600,51.2400,51.4300,48.3600
26,49.1800,48.9400,49.7900,50.9900,48.9100
27,52.0100,51.0600,51.7000,49.9100,50.2800
28,50.5800,49.5500,50.6300,52.4900,48.8900
29,51.0100,49.7800,51.0300,51.5600,49.3100
30,51.1600,50.6700,50.8900,50.6700,49.8300
31,50.7900,51.4200,52.2500,50.6200,49.5000
32,51.6200,50.7700,50.9200,49.9200,49.9800
33,48.9600,50.0000,51.2900,52.6200,51.2200
34,51.0200,51.2200,51.7800,51.3800,50.8900
35,51.4500,51.0300,51.5200,52.1200,50.7100
36,51.3400,51.1200,51.9400,51.9200,51.1400
37,51.4300,51.2900,51.4900,50.8900,50.8400
38,50.5600,50.4600,51.5400,49.5000,50.6200
39,51.8700,51.5800,51.8500,52.8200,51.4600
40,52.2500,51.6600,51.1200,53.0400,50.9600
41,51.4900,51.5400,51.8800,52.0200,50.6200
42,50.2800,51.7400,51.9600,50.7600,50.4400
43,51.0400,50.8000,52.4900,52.1600,51.4400
44,51.4600,50.5000,52.2500,50.9200,51.2300
45,52.0200,52.0300,52.1000,52.7600,50.9900
46,50.2100,50.8500,51.2100,53.0600,52.2800
47,51.1000,50.7000,52.4700,52.3600,51.0700
48,52.8000,51.6100,52.6400,52.8100,50.8100
49,51.0200,50.5500,51.8800,52.1700,52.1800
50,52.4200,51.4000,53.3100,52.6600,51.7500
51,51.7200,52.5100,51.2700,52.5300,50.4800
52,53.1700,52.3800,52.1700,51.1700,50.4900
53,52.3200,51.5600,52.4800,51.3700,52.0000
54,50.8600,49.7000,50.1300,53.2000,51.9900
55,51.6300,51.2800,51.8900,52.3400,51.7700
56,51.7200,51.8200,52.2200,50.4000,51.4200
57,51.2800,51.1000,51.5400,52.0400,52.2300
58,51.9600,51.5600,51.9800,54.1700,52.2100
59,52.1500,50.5100,52.0400,51.1000,50.8100
60,52.8700,52.4100,51.7900,52.7400,52.0600
61,57.3700,56.9500,57.0200,57.0400,56.6800
62,56.8500,57.1200,57.2500,57.2100,56.9500
63,57.0600,57.0400,57.6800,57.4900,57.0000
64,56.9500,57.2100,57.3400,57.5600,57.2600
65,57.1000,57.0900,57.9300,57.7400,57.0600
66,57.5900,57.4400,57.6200,57.4900,56.9100
67,57.3400,57.5900,57.3600,57.1000,57.3400
68,57.1200,57.1700,57.4900,57.6700,56.8500
69,57.0800,57.6900,57.9500,57.6400,57.1900
70,57.3700,57.3700,57.7300,57.5400,57.2300
71,57.0200,57.5800,57.6100,57.2400,57.1000
72,56.6800,57.6700,57.3800,57.5700,57.2400
73,57.1100,57.7300,57.8300,57.3600,57.1800
74,57.0500,57.5800,57.7000,57.1900,57.0100
75,57.2200,57.2400,57.6200,57.2500,57.1600
76,57.2900,57.6000,57.7100,57.2000,57.0400
77,57.2600,57.5900,57.4600,57.5300,57.1100
78,57.0000,57.0200,57.3700,57.4800,57.0800
79,56.8100,57.4200,57.3300,57.2200,57.0100
80,57.0100,57.4500,57.4600,57.3500,57.3000
81,57.4800,57.7400,58.0400,58.0300,57.8800
82,57.7700,57.6400,57.8900,58.1900,57.9900
83,57.5600,57.8000,58.0400,58.1800,57.7100
84,57.3300,57.7300,58.1200,58.1400,57.6300
85,57.6200,57.8800,58.0500,58.0600,57.8800
86,57.4800,57.4800,58.0300,58.0300,58.0600
87,57.6800,57.9000,58.0400,58.1300,57.8500
88,57.4100,57.9100,58.0400,58.1400,57.9100
89,57.6400,57.8500,58.1300,58.2800,57.8900
90,57.6700,57.8200,58.0500,58.0500,57.7100
91,57.5200,57.7400,58.1700,57.9900,58.0000
92,57.6900,57.8000,58.1100,58.0800,57.6900
93,57.5600,57.7900,57.9900,58.0800,57.6800
94,57.7000,57.8200,58.1100,58.1300,57.7100
95,57.5400,57.6100,57.9900,58.1400,57.7000
96,57.4700,57.7500,57.8900,57.8900,57.9000
97,57.5300,57.9700,58.0700,57.9300,57.8600
98,57.5400,57.8100,57.9900,57.9200,57.9400
99,57.5600,57.8300,57.9400,58.2000,57.7600
100,57.6000,57.7800,57.8800,58.0100,57.7200
