epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
38,58.5100,58.5300,60.1400,60.6600,58.2000,59.1800
39,59.9600,59.5600,61.0600,59.7800,60.0800,58.3400
40,58.5300,59.2000,58.3500,61.2000,58.9300,58.0800
41,60.4900,59.6300,60.5500,60.0100,59.9500,58.6200
42,59.3900,60.1100,60.9300,60.6000,59.7100,58.2100
43,58.6300,59.3800,59.8200,60.6100,59.4700,58.9200
44,59.0400,59.2000,59.8600,59.0000,59.2900,58.9900
45,59.9700,59.5400,59.3200,59.7200,60.7200,57.5500
46,60.0000,60.7300,61.0000,59.3300,60.7600,58.5300
47,60.3200,58.6500,59.9200,59.7000,60.2000,58.4900
48,59.5400,60.2100,60.2400,60.8800,58.5300,59.8200
49,59.7600,59.7100,59.3000,59.1900,58.3400,59.0300
50,59.6500,60.3600,59.8700,60.7000,59.4900,59.0400
51,60.4500,60.0500,60.9300,59.4100,59.5700,57.4400
52,60.2800,60.3300,60.3600,59.9200,59.6900,59.2100
53,60.4200,60.5800,58.3500,60.9400,59.0900,58.8900
54,59.0700,59.1700,60.3900,60.0600,58.8700,58.3200
55,59.5700,59.3800,60.3200,57.0900,60.3700,59.2800
56,59.8100,61.3100,61.1500,61.3400,60.5100,59.5000
57,60.6200,60.3400,60.1300,60.4500,60.2900,60.1000
58,61.4400,60.1100,61.2600,60.4300,60.4200,59.0700
59,60.8500,60.2800,60.9700,61.0200,59.4000,59.8400
60,60.6200,60.7900,61.1600,59.8400,58.9800,59.1700
61,65.5900,65.6200,65.7000,65.3200,65.2700,64.5100
62,65.8900,65.6500,66.0600,65.4500,65.5400,64.7300
63,65.6300,65.4800,65.9100,65.4200,65.5600,65.1000
64,65.8400,65.8900,66.0600,65.5100,66.1100,65.4000
65,66.0700,65.7000,66.3400,65.6200,65.9200,65.6700
66,66.0700,66.0500,66.1900,66.0000,66.0800,65.5400
67,66.0700,65.8700,66.2100,65.7000,66.0300,65.5700
68,66.0600,66.2500,66.4500,65.9100,66.0200,65.3500
69,66.2500,66.3700,66.1400,66.0900,65.9500,65.6300
70,66.6300,66.5300,66.5300,65.6500,66.2000,65.3200
71,65.8900,66.0500,66.2500,65.7400,65.9700,65.5400
72,66.0300,66.3400,66.4000,65.8800,65.8000,65.8700
73,66.1400,66.2200,66.4800,65.9300,66.1200,65.9800
74,66.4200,66.0400,66.5200,66.0300,66.3000,65.9600
75,66.0600,66.3400,66.3400,65.8900,66.0400,65.6600
76,66.4100,66.3600,66.4300,66.1500,66.0600,65.7000
77,66.5500,66.3700,66.2900,66.2400,65.8500,65.8200
78,66.2500,66.3000,66.5000,66.2400,66.0900,65.9500
79,66.3500,66.4600,65.9700,66.1100,66.1300,65.8700
80,66.2100,66.4900,66.4100,66.1000,66.3500,65.5400
81,66.6800,66.5900,66.6400,66.4500,66.3700,65.8700
82,66.4800,66.5500,66.6500,66.5400,66.4300,66.0300
83,66.3200,66.3800,66.6600,66.3500,66.2300,65.9700
84,66.5100,66.5000,66.8700,66.1400,66.3000,66.1700
85,66.5000,66.6700,66.7800,66.3100,66.1900,66.3500
86,66.5100,66.7300,66.6100,66.1900,66.3300,66.3200
87,66.4100,66.8100,66.9100,66.2100,66.5100,66.3000
88,66.4400,66.9600,66.8200,66.4300,66.5200,66.2600
89,66.5400,66.7400,67.0000,66.4100,66.4100,66.4000
90,66.4400,66.6500,66.8500,66.3200,66.4400,66.4500
91,66.3900,66.6500,66.8200,66.3600,66.4000,66.2100
92,66.8100,66.7800,66.7400,66.5400,66.4200,66.4200
93,66.5800,66.6000,66.8200,66.3700,66.6700,66.2400
94,66.5900,66.7700,66.9600,66.4100,66.4800,66.1900
95,66.6200,66.9000,66.9600,66.4400,66.5500,66.1700
96,66.6900,66.8600,66.8800,66.5100,66.5700,66.2800
97,66.7000,66.6800,66.9400,66.3300,66.5300,66.2600
98,66.6600,66.7900,66.7600,66.5500,66.4800,66.4100
99,66.4200,66.6900,66.8000,66.3100,66.5200,66.2300
100,66.3400,66.7900,66.9700,66.4000,66.3700,66.1800
