epoch,magnitude_l1,magnitude_l2,fpgm,taylor,random
1,1.9500,1.1500,1.0000,1.0000,1.0000
2,3.2300,2.1900,1.0000,1.0000,1.0000
3,5.3700,3.0000,1.4400,1.0000,1.0000
4,8.3100,3.4000,2.5900,1.0000,1.0000
5,10.7700,4.0000,3.2200,1.0000,1.0000
6,12.3700,4.7100,5.1800,1.1000,1.0000
7,14.5100,5.4500,6.2400,1.6200,1.0000
8,16.0900,7.8700,8.0500,3.6600,1.0000
9,18.2100,8.9100,9.2900,6.5500,1.0000
10,17.8700,11.7000,10.5800,8.8400,1.0000
11,19.6000,12.6800,11.3000,10.6000,1.0000
12,19.4400,13.9000,12.3800,10.6800,1.0000
13,20.0500,14.7300,13.6100,13.6400,1.0000
14,24.0100,16.4300,15.0300,13.3500,1.0000
15,22.1600,16.1600,15.3400,15.5500,1.0000
16,21.5300,16.2500,17.1300,17.7200,1.0000
17,25.7200,17.5700,17.8500,17.3700,1.0000
18,23.8600,17.6100,17.0200,23.0100,1.0000
19,26.9500,20.2000,18.7400,23.2000,1.0000
20,26.4800,19.2900,19.2200,25.1800,1.0000
21,27.5500,20.3800,20.1200,23.7400,1.0000
22,26.3100,20.8400,21.2400,26.1200,1.0000
23,25.2300,20.5800,20.7200,27.6600,1.0000
24,27.7800,20.3300,20.8900,27.1400,1.0000
25,29.4000,22.7600,22.6400,30.0600,1.0000
26,26.8600,22.3000,20.9700,29.9900,1.0000
27,29.8200,22.2200,21.3900,31.5200,1.0000
28,29.7700,22.0700,21.3500,30.7800,1.0000
29,31.3500,22.8000,24.0100,30.8900,1.0000
30,31.7400,22.5600,22.9100,33.8000,1.0000
31,31.5900,23.0800,24.4700,33.2400,1.0000
32,31.2200,24.9400,22.4000,32.3800,1.0000
33,31.8600,24.9100,24.0800,33.7900,1.0000
34,32.0900,22.3100,23.2900,33.7400,1.0000
35,31.8100,24.6800,24.1900,35.0800,1.0000
36,33.3600,23.6600,21.8800,33.0900,1.0000
37,32.2800,25.1200,25.5500,35.7100,1.0000
38,32.5400,23.8700,24.0800,38.0200,1.0000
39,33.1400,24.9200,25.8600,36.1800,1.0000
40,32.6300,26.0200,25.4500,36.3700,1.0000
41,32.4900,25.0000,23.7300,38.1500,1.0000
42,32.2000,26.2800,26.9300,36.8500,1.0000
43,31.4900,25.1200,26.6400,36.9000,1.0000
44,32.5500,25.2700,25.3000,37.3400,1.0000
45,34.1200,25.7100,25.7100,37.9300,1.0000
46,31.6000,26.8600,28.0700,38.1500,1.0000
47,33.3000,26.3300,26.0400,37.7400,1.0000
48,34.1500,26.6900,27.9800,38.3400,1.0000
49,33.4700,26.5900,27.4000,39.6900,1.0000
50,32.7600,26.5900,27.7800,38.7100,1.0000
51,32.4400,26.3700,27.1900,40.0700,1.0000
52,32.6300,26.0100,28.8200,40.0800,1.0000
53,32.4800,27.3400,26.9200,39.5500,1.0000
54,33.3000,26.5300,27.0400,40.1300,1.0000
55,35.4100,27.7000,28.6200,41.5500,1.0000
56,34.4200,27.2500,28.2500,38.9200,1.0000
57,34.2200,28.1000,29.1600,40.7800,1.0000
58,34.6000,28.1300,28.7200,39.2400,1.0000
59,35.0900,28.2800,28.6600,40.5500,1.0000
60,36.6900,27.5600,27.7400,40.1500,1.0000
61,39.1800,30.7600,33.2100,46.4300,1.0000
62,39.8400,31.3400,33.4800,46.4500,1.0000
63,39.3800,31.4800,33.2500,46.2200,1.0000
64,39.7400,31.4500,33.5000,46.4500,1.0000
65,39.2300,31.5800,32.8100,47.1800,1.0000
66,39.9400,31.6400,33.3600,46.7100,1.0000
67,39.5800,31.7700,34.0100,47.5300,1.0000
68,40.4300,31.8000,33.6800,46.9000,1.0000
69,40.0400,31.6000,34.0700,46.8100,1.0000
70,39.8600,31.8700,34.0900,47.6200,1.0000
71,40.3000,31.7700,34.4400,47.3100,1.0000
72,39.9800,31.9200,34.3100,47.5400,1.0000
73,40.5300,31.7700,34.6000,47.6600,1.0000
74,40.3100,32.0500,34.2100,47.3500,1.0000
75,39.9500,32.3500,34.2900,47.8500,1.0000
76,40.1300,32.0900,34.8200,47.0900,1.0000
77,39.5900,31.9900,34.4900,47.4000,1.0000
78,40.6400,32.5600,34.3300,47.9500,1.0000
79,40.5700,32.1900,34.2200,47.9100,1.0000
80,40.1300,32.1800,34.8200,47.4400,1.0000
81,41.2600,32.8200,35.4800,48.2600,1.0000
82,41.2200,32.9400,35.6900,48.3500,1.0000
83,41.2700,33.1000,35.6200,48.3600,1.0000
84,41.2700,33.0900,35.7500,48.5200,1.0000
85,41.3000,32.9900,35.7100,48.4700,1.0000
86,41.2400,32.9800,35.7800,48.5000,1.0000
87,41.1000,33.1000,35.6000,48.4700,1.0000
88,41.1400,32.9400,35.4700,48.3800,1.0000
89,41.3300,32.9500,35.6300,48.6400,1.0000
90,41.1800,32.9400,35.5800,48.5400,1.0000
91,41.4300,32.7200,35.7100,48.6900,1.0000
92,41.3300,32.9700,35.5200,48.7000,1.0000
93,41.4400,33.0100,35.7900,48.6800,1.0000
94,41.4000,32.9700,35.5300,48.6300,1.0000
95,41.3000,32.9200,35.6600,48.7700,1.0000
96,41.2900,33.0400,35.7400,48.8500,1.0000
97,41.4400,32.9500,35.8800,48.6800,1.0000
98,41.5400,32.8200,35.7400,48.6400,1.0000
99,41.3000,33.0900,35.3600,48.5800,1.0000
100,41.5600,33.0900,35.8100,48.6200,1.0000
