n,par_fps,par_lat,pipe_fps,pipe_lat
1,21.6948,46.0686,21.6948,46.0686
2,43.3865,45.9884,46.2821,32.6790
3,64.7701,46.1026,81.3933,20.5897
4,86.2588,46.0720,110.9213,21.1948
5,107.3705,46.1923,116.2946,22.7203
6,128.2506,46.2955,133.2509,25.8257
7,149.5542,46.3433,147.2847,29.1925
8,170.0930,46.5551,126.9645,34.9962
