epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,58.1400,56.9500,57.7200,57.7700,57.7900,48.0800
2,58.6300,58.3700,59.4400,58.9300,57.6800,50.7400
3,59.1800,60.2400,59.0700,58.2400,59.3900,53.8000
4,58.6100,59.1500,58.6900,58.8800,58.0100,52.5600
5,58.0700,58.7100,58.3100,59.1700,58.2300,53.5800
6,58.9900,59.1200,59.7700,59.2000,58.1400,51.7100
7,58.8300,59.7200,57.6500,58.6900,58.5800,53.3700
8,59.5100,60.1500,60.3100,60.6000,58.7900,55.6300
9,59.3900,59.7400,60.0200,59.6000,59.1500,54.0300
10,57.7300,57.6100,59.5500,57.3600,58.6900,53.9300
11,59.2100,60.2000,59.8200,58.7600,59.4200,53.9500
12,58.8600,58.9400,59.7700,59.4300,59.4800,55.8600
13,59.3800,58.5300,58.9300,57.9500,60.1200,54.3900
14,59.2000,59.6700,59.7000,59.3800,59.5500,54.6700
15,59.9700,59.2400,59.6900,59.6800,59.9900,56.0200
16,60.2400,59.3000,59.5400,59.3900,60.0700,55.7800
17,58.6600,58.3700,59.2300,59.2000,59.9600,54.2100
18,59.1000,58.8800,58.1800,58.3800,59.3800,56.2200
19,59.6600,58.9600,59.2900,60.5500,58.6700,56.4800
20,59.4900,58.2100,59.6600,59.2600,59.8900,56.9300
21,59.6100,58.9300,59.3600,59.5100,59.0400,56.9800
22,57.9700,59.7400,58.6000,58.5300,59.0100,56.1100
23,59.2300,58.7800,59.0100,59.6800,60.1600,55.1300
24,60.0300,58.3500,58.6400,59.0900,59.1000,55.6200
25,60.7100,60.5800,60.8300,59.8000,59.8300,57.3100
26,59.4000,59.5200,59.2500,60.4900,60.2700,55.3800
27,60.0400,60.3300,59.0800,60.1900,59.7600,54.4600
28,57.7900,58.8100,60.1100,59.8800,60.3900,56.6600
29,60.2800,60.2500,60.1300,60.3700,57.4200,57.1200
30,59.7000,59.1200,58.6700,59.6600,59.9000,55.9300
31,59.7300,59.8400,59.6000,60.0000,59.7300,54.9500
32,59.3500,59.4000,60.1700,58.5700,59.9500,55.8000
33,59.9500,60.6100,60.7700,60.1100,58.5600,57.0600
34,59.9000,60.3100,60.4600,60.8200,60.7800,56.2900
35,59.0400,58.8200,58.5300,58.7100,60.3500,53.1800
36,59.5900,59.3300,59.7100,58.9000,60.5300,57.2100
37,60.7400,59.0100,60.1500,59.2500,59.8400,55.3900
38,59.6300,56.6400,59.7800,59.9000,59.5100,56.6100
39,59.0500,60.1600,60.0200,59.4100,59.3100,56.8100
40,59.8200,59.7200,60.3700,59.3900,59.8200,56.0300
41,60.7400,60.3400,60.3900,60.0200,59.7900,57.5600
42,59.2900,59.3400,60.5300,59.3200,60.7400,57.1100
43,60.1600,59.7300,61.1800,58.9000,60.7700,57.8400
44,59.3700,59.9900,59.8500,59.6500,59.4100,56.8800
45,59.9600,60.4000,58.9500,59.5700,59.5400,55.3300
46,59.1900,59.9400,60.7600,60.8600,60.5700,57.0300
47,59.6300,58.1400,59.1700,59.5500,60.2800,55.7700
48,59.8900,59.8800,59.8600,60.5200,57.5800,57.0400
49,60.4100,59.2800,60.9100,59.7300,59.3400,57.9700
50,59.9200,59.6000,59.8300,59.0600,59.8700,55.0300
51,59.5200,60.0500,60.7000,59.2700,60.1400,57.5100
52,59.2200,59.1000,59.8500,59.5800,59.6400,56.8000
53,60.3100,61.0700,60.4200,60.3500,60.2700,58.4300
54,59.0000,60.2600,59.6800,59.2500,60.4000,57.5400
55,60.6300,59.6000,59.1500,59.3600,59.1300,57.5000
56,60.8700,60.2500,59.9800,59.8900,59.6700,57.2900
57,61.3000,61.1100,61.0200,60.7100,60.0200,56.6000
58,61.0400,60.5000,60.5000,59.8800,60.2700,57.9900
59,60.4200,58.9200,60.3700,60.1500,60.1900,57.5400
60,60.7700,60.0800,61.2000,61.0400,59.4900,57.3600
61,65.2700,65.3800,65.5400,65.5500,65.2900,62.9900
62,65.5800,65.6600,65.7500,65.9800,66.1000,63.1400
63,65.7300,65.9000,65.7000,66.2300,66.1800,63.6600
64,65.7000,66.0400,65.7100,66.1400,66.0600,64.0300
65,65.7100,65.8700,65.9100,66.3400,66.4100,63.8300
66,66.0900,65.8300,66.1700,66.2900,66.6100,63.8100
67,66.0500,65.8900,66.1200,66.0100,66.3200,64.0700
68,65.9000,65.9000,66.0700,66.2900,66.6200,64.0200
69,66.1700,66.1000,66.0200,66.1200,66.6100,64.0600
70,66.3900,65.7100,66.5200,66.5100,66.0100,64.0100
71,65.9700,66.0300,66.0000,66.5700,66.0100,64.0600
72,66.2500,65.9300,66.0300,66.3500,66.0600,64.0600
73,66.2200,66.1300,66.4000,66.2000,66.5600,64.2700
74,66.1300,66.0000,66.2700,66.1900,66.1000,64.0300
75,66.2200,65.8100,66.2700,65.9400,66.4300,64.1100
76,66.1700,66.0700,66.4000,66.3300,65.9700,64.2800
77,66.2900,65.9100,66.3700,66.4400,66.2700,64.3600
78,65.9800,65.7600,66.5500,66.4500,66.1700,64.1500
79,66.0900,66.0000,66.2200,66.1000,66.0600,63.9900
80,66.1800,65.9000,66.0900,66.4200,66.5500,64.1400
81,66.5200,65.9900,66.5700,66.4600,66.5800,64.5300
82,66.5500,66.1400,66.5800,66.5500,66.7100,64.4700
83,66.5400,66.0900,66.5600,66.6000,66.4200,64.2500
84,66.5400,66.0000,66.4500,66.4800,66.7700,64.4700
85,66.7400,66.3000,66.7000,66.6200,66.6400,64.7400
86,66.6900,66.2600,66.6500,66.6600,66.6400,64.5600
87,66.5400,66.3300,66.5100,66.3600,66.7500,64.5600
88,66.5800,66.2600,66.6400,66.4500,66.6800,64.5200
89,66.5700,66.2400,66.6700,66.5800,66.5900,64.7200
90,66.6700,66.2900,66.7200,66.6700,66.5800,64.5500
91,66.4800,66.3000,66.6700,66.6400,66.6600,64.4000
92,66.6200,66.3700,66.7500,66.5200,66.8100,64.7300
93,66.5200,66.5000,66.6600,66.6500,66.5600,64.6700
94,66.5300,66.4700,66.7900,66.6200,66.5600,64.6100
95,66.5800,66.3500,66.7000,66.6400,66.8000,64.5500
96,66.6900,66.2000,66.6300,66.6400,66.7800,64.4400
97,66.6400,66.3200,66.5100,66.6000,66.5600,64.7000
98,66.6300,66.4200,66.7200,66.6300,66.7800,64.5200
99,66.7200,66.2100,66.5900,66.5800,66.6500,64.3800
100,66.5500,66.3300,66.6700,66.3600,66.6000,64.6300
