x,y
102.2439,74.660
102.1543,74.660
102.1820,74.660
102.1483,74.660
85.6704,74.660
102.2447,74.660
102.2206,74.660
102.1366,74.660
102.1611,74.660
85.5116,74.660
102.2615,74.660
102.3398,74.660
85.8645,74.660
102.3000,74.660
50.9460,74.660
102.5263,74.660
102.4898,74.660
68.6141,74.660
102.8883,74.660
85.9992,74.660
102.8466,74.660
32.0549,74.660
95.9427,76.040
95.8097,76.040
95.8839,76.040
95.7957,76.040
79.3377,76.040
95.9295,76.040
95.8574,76.040
95.8454,76.040
95.8834,76.040
79.1966,76.040
96.0869,76.040
95.9714,76.040
79.5262,76.040
96.0160,76.040
44.5844,76.040
96.1964,76.040
96.1977,76.040
62.1727,76.040
96.6525,76.040
79.8153,76.040
96.4670,76.040
86.1571,75.420
86.1086,75.420
86.0293,75.420
85.9856,75.420
70.0367,75.420
86.1957,75.420
86.1099,75.420
86.0602,75.420
86.0946,75.420
69.8374,75.420
86.2174,75.420
86.2774,75.420
70.1389,75.420
86.2613,75.420
37.4319,75.420
86.4644,75.420
86.4415,75.420
53.4751,75.420
86.4695,75.420
70.1016,75.420
86.7799,75.420
34.0961,75.420
76.5200,75.800
76.4823,75.800
76.4443,75.800
76.4110,75.800
59.7935,75.800
76.4914,75.800
76.4850,75.800
76.4543,75.800
76.4841,75.800
59.6686,75.800
76.6912,75.800
76.6860,75.800
59.9625,75.800
76.7429,75.800
25.8782,75.800
77.0637,75.800
76.9835,75.800
43.9334,75.800
76.9779,75.800
60.0133,75.800
77.0987,75.800
25.6568,75.800
58.8027,75.520
58.7537,75.520
58.6845,75.520
58.7024,75.520
41.7118,75.520
58.8266,75.520
58.8402,75.520
58.7842,75.520
58.8171,75.520
41.5488,75.520
59.0086,75.520
59.0344,75.520
41.6924,75.520
59.1217,75.520
59.0746,75.520
59.0725,75.520
26.8732,75.520
59.0746,75.520
41.6486,75.520
59.1535,75.520
25.6348,75.520
42.3306,75.060
42.2310,75.060
42.2725,75.060
42.2327,75.060
25.1672,75.060
42.4127,75.060
42.4744,75.060
42.4270,75.060
42.5697,75.060
25.1602,75.060
42.4276,75.060
42.4349,75.060
25.1475,75.060
42.6086,75.060
42.4710,75.060
42.4689,75.060
16.4769,75.060
42.5249,75.060
25.1053,75.060
42.5276,75.060
22.0986,75.060
22.5214,74.940
22.5981,74.940
22.5395,74.940
22.5215,74.940
22.6021,74.940
22.6213,74.940
22.5771,74.940
22.5243,74.940
11.4689,74.940
22.5965,74.940
22.5664,74.940
13.4889,74.940
22.6017,74.940
13.6734,74.940
22.5296,74.940
22.5722,74.940
15.6856,74.940
22.6404,74.940
16.2105,74.940
22.5183,74.940
20.4574,74.940
6.9559,71.320
7.0427,71.320
7.1473,71.320
7.1776,71.320
8.6212,71.320
8.6309,71.320
8.6531,71.320
8.8884,71.320
8.8139,71.320
10.1307,71.320
10.1100,71.320
10.1927,71.320
10.1236,71.320
10.3316,71.320
12.0598,71.320
12.1007,71.320
12.1928,71.320
13.5723,71.320
13.8665,71.320
14.9226,71.320
16.9776,71.320
55.9042,74.480
55.8360,74.480
55.7903,74.480
55.7933,74.480
40.8295,74.480
55.8817,74.480
55.8818,74.480
55.8444,74.480
55.9178,74.480
40.6055,74.480
56.0120,74.480
55.9850,74.480
40.7135,74.480
56.0677,74.480
22.0232,74.480
56.0752,74.480
56.0364,74.480
27.7562,74.480
56.0609,74.480
40.6907,74.480
56.1028,74.480
29.5167,74.480
6.5734,70.580
6.7127,70.580
6.6961,70.580
6.7887,70.580
7.8696,70.580
7.8518,70.580
7.9229,70.580
8.0928,70.580
8.0900,70.580
9.8561,70.580
9.7812,70.580
9.8086,70.580
9.8340,70.580
10.1169,70.580
10.9785,70.580
11.0390,70.580
11.1221,70.580
12.6000,70.580
12.7824,70.580
14.2244,70.580
16.9114,70.580
