epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,14.4400,15.1800,1.5200,13.3200,24.4400,24.9600,19.6100
2,30.9900,22.3700,13.7000,14.0600,36.8300,28.7200,35.0500
3,35.5000,29.6700,21.9400,21.8200,43.2900,38.9900,41.5400
4,39.6700,32.4900,27.9500,28.6800,38.4700,43.4800,45.9000
5,44.7700,37.1100,27.6400,37.3800,48.0300,45.9800,45.2300
6,46.5300,39.0500,29.5600,37.1300,45.6300,48.8300,49.6300
7,44.6500,44.7600,39.9600,39.4700,53.2000,53.1000,53.3300
8,48.1500,46.5700,42.0600,42.6700,53.2000,50.4200,53.5900
9,48.7800,46.7500,43.0600,42.8600,53.1300,52.6600,56.3600
10,51.7700,50.6300,42.4900,47.1200,56.1700,52.5300,54.3300
11,50.5000,50.6400,42.4200,45.8300,55.1300,55.1700,56.3500
12,52.8900,50.0500,45.6800,46.8600,55.3100,54.9000,56.8700
13,52.7500,51.9300,48.4700,48.7900,57.5100,55.9900,57.6800
14,53.2500,49.3400,46.1900,49.0700,57.0600,58.0700,57.3400
15,55.5100,52.4600,50.3700,50.4600,59.1200,58.3400,59.0900
16,53.9300,53.0000,47.8900,49.6900,57.2400,56.7200,58.9300
17,57.6800,52.1000,52.5100,49.7000,59.6200,56.9800,60.0200
18,56.6400,54.2300,50.3900,50.3100,58.3100,59.6600,60.7600
19,56.5800,55.7800,50.0700,52.6800,61.9000,55.8800,60.6100
20,56.1700,52.8700,48.7700,48.4600,61.2900,60.6300,60.5900
21,55.1000,53.6300,51.5300,51.8800,60.7400,59.6000,62.0700
22,58.7800,55.2200,53.1800,54.3300,61.8000,60.8000,60.6700
23,58.2000,53.4900,52.5400,54.4100,62.7200,60.2500,61.9300
24,54.4500,55.2200,54.8400,54.3000,60.7000,59.9100,61.1200
25,57.5100,58.0200,54.1300,56.1400,60.7500,62.2000,60.4800
26,57.9500,57.4600,52.7100,55.1400,61.3500,61.7600,62.2700
27,58.4500,56.9200,55.3000,54.3400,63.2200,62.1400,62.6900
28,58.4800,58.1900,53.4200,57.2900,63.1600,61.4100,59.9900
29,60.8100,57.4500,52.0100,55.3400,63.7500,61.7200,62.7600
30,59.8000,58.1800,56.2300,58.1000,62.2500,63.2200,61.6900
31,58.9400,58.0300,54.7100,57.5900,63.0500,62.4700,61.4600
32,60.1400,58.2700,55.9600,57.5400,62.5300,63.1900,63.3600
33,58.8600,57.1100,55.5000,57.5000,62.6600,62.6800,63.3200
34,61.5300,55.0600,57.1200,57.1100,60.8400,61.0800,65.2100
35,59.5700,57.9900,54.9900,56.5400,63.2800,61.9300,63.8700
36,59.5000,58.6100,56.5900,57.6700,59.5200,61.6400,63.5500
37,58.3500,58.7100,54.7500,58.5100,63.7800,61.6200,64.1300
38,58.9600,58.4500,53.7800,56.3800,63.8200,62.2800,64.7800
39,59.3100,56.5400,57.2300,54.8100,63.5400,61.4300,65.5000
40,60.5400,59.4300,57.8300,57.1600,61.9400,63.6800,63.4200
41,60.4800,58.3700,54.1700,56.8800,64.0700,62.1100,63.8400
42,61.1200,58.5100,58.7300,60.0100,63.9900,62.6400,64.8700
43,58.1500,56.8000,54.8100,55.1900,62.3400,64.0600,65.8700
44,61.0200,58.1800,55.7200,56.0000,64.1900,63.4000,62.9200
45,60.0000,59.9800,57.3700,58.6800,62.8500,63.7200,65.4300
46,60.6400,59.1500,57.2900,58.8700,64.5400,60.8500,64.5200
47,60.0900,58.8500,56.8200,56.9700,65.1000,63.3000,64.2100
48,61.1800,59.8300,55.8100,58.0300,62.8600,63.1000,64.2100
49,61.5900,58.6000,59.0500,58.6200,62.6600,63.2500,64.5200
50,61.0500,59.1300,56.5000,56.2800,64.4500,64.2300,64.7000
51,61.7500,59.0100,59.3700,57.8600,63.9100,63.4800,64.8900
52,60.7300,58.5600,51.1600,57.2300,65.7400,63.4200,64.8900
53,60.1900,60.0900,59.9600,58.5100,64.2700,61.6400,65.7600
54,60.1400,56.6400,58.9200,58.5000,64.4400,63.1800,64.9100
55,60.3800,59.0200,59.3900,58.4400,64.6000,63.9900,63.8800
56,57.2900,59.3600,58.8100,57.0200,64.6300,62.5700,65.2000
57,58.6400,60.3500,57.8800,58.1700,61.0900,62.9900,64.5900
58,60.7700,60.1400,58.6500,60.1500,63.1400,63.2400,65.2000
59,62.1100,60.5500,55.5500,58.5800,63.5100,64.4900,63.8800
60,60.1900,57.7000,57.8100,58.5200,64.8800,63.5300,63.7000
61,66.7600,65.6300,64.8100,64.7400,70.7100,70.6000,71.4200
62,67.0200,65.6800,65.1200,65.1200,71.2400,70.7900,71.5800
63,67.3600,66.2200,65.3200,65.1800,71.3900,71.0100,72.0200
64,67.3300,66.0100,65.1900,65.3500,71.3400,71.2100,72.0100
65,67.5500,65.8300,64.9200,65.4100,71.2500,71.2200,72.0200
66,67.2200,66.0100,65.0700,65.3700,71.2500,71.3000,71.9800
67,67.1600,65.8600,65.3300,65.3500,71.7000,71.2700,72.1500
68,67.2100,65.6900,64.9700,65.5300,71.4000,71.1800,72.2400
69,67.3000,65.5900,65.3700,65.4500,71.7100,71.2400,72.3500
70,67.2100,66.1800,65.1600,65.2600,71.4200,71.2900,72.0700
71,67.5500,65.6000,65.0800,65.5900,71.5300,71.0700,72.3300
72,67.0500,65.8200,65.1000,65.5700,71.3800,71.1800,72.1300
73,67.3400,65.8200,64.8500,65.3200,71.6200,70.9900,72.0800
74,67.1600,65.8500,65.1500,65.5700,71.5400,71.0600,72.2200
75,67.2400,65.6500,65.2500,65.2100,71.4500,71.1100,72.2900
76,67.0400,65.7600,64.8400,65.5000,71.4500,70.5200,72.0800
77,67.1400,66.0000,64.9500,65.6900,71.1900,70.8700,72.0300
78,67.1500,65.8800,65.0300,65.6100,71.5200,71.1000,72.1900
79,67.1300,65.9400,65.2500,65.4500,71.4000,71.0000,71.7300
80,67.0900,65.5300,65.3200,65.6400,71.2200,70.8800,72.0900
81,67.5100,66.1600,65.4500,65.5400,71.5200,70.8000,72.0200
82,67.2900,66.0800,65.5100,65.8700,71.4100,71.1300,71.9400
83,67.4300,65.9400,65.4000,65.9300,71.4300,70.9400,72.0500
84,67.4400,65.9200,65.5700,65.7900,71.6200,71.0900,72.1400
85,67.4200,66.1500,65.7900,65.9300,71.3300,71.1500,72.3300
86,67.4100,65.9500,65.4700,65.8500,71.6200,70.8000,72.2100
87,67.5200,66.2000,65.5300,65.9900,71.6000,70.9400,72.3900
88,67.6300,65.9300,65.5900,65.9500,71.5900,71.1200,72.2300
89,67.2800,66.0200,65.7600,65.9400,71.5400,70.9500,72.2400
90,67.2600,66.0000,65.4900,65.7800,71.4300,71.0300,72.3600
91,67.1500,66.0700,65.4600,65.7000,71.3900,70.8800,72.2600
92,67.0800,66.0500,65.5100,66.0200,71.5300,70.9100,72.1500
93,67.4900,66.1000,65.5100,65.7600,71.5200,70.9500,72.3400
94,67.2500,66.1300,65.5100,65.9800,71.5000,71.0300,72.2900
