x,y
106.2651,80.280
106.1740,80.280
105.9799,80.280
105.9854,80.280
94.4793,80.280
106.1518,80.280
106.0996,80.280
105.9592,80.280
106.0044,80.280
94.3089,80.280
106.0665,80.280
106.1420,80.280
94.6596,80.280
106.0553,80.280
65.2799,80.280
106.2389,80.280
106.1821,80.280
77.2207,80.280
106.4963,80.280
94.6942,80.280
106.4445,80.280
98.3247,78.780
97.9358,78.780
97.9127,78.780
97.8980,78.780
86.9274,78.780
98.0441,78.780
97.9816,78.780
97.9146,78.780
98.0136,78.780
86.7388,78.780
98.0908,78.780
98.0969,78.780
87.1014,78.780
98.0099,78.780
59.7471,78.780
98.1308,78.780
98.1192,78.780
76.7974,78.780
98.3806,78.780
87.1489,78.780
98.4697,78.780
80.8818,78.720
80.8847,78.720
80.7279,78.720
80.6955,78.720
70.0928,78.720
80.8198,78.720
80.7471,78.720
80.7223,78.720
80.7122,78.720
69.8006,78.720
80.9606,78.720
80.8684,78.720
70.0379,78.720
80.8559,78.720
39.7462,78.720
81.0578,78.720
81.0649,78.720
54.3593,78.720
81.0485,78.720
70.0816,78.720
81.3101,78.720
70.8135,78.320
70.6454,78.320
70.6482,78.320
70.6092,78.320
60.1028,78.320
70.7647,78.320
70.8845,78.320
70.6703,78.320
70.7771,78.320
59.9478,78.320
70.8739,78.320
70.8335,78.320
60.1574,78.320
70.8906,78.320
29.4326,78.320
70.9377,78.320
70.9478,78.320
44.7090,78.320
70.9250,78.320
60.1603,78.320
71.0269,78.320
34.3679,78.320
58.4971,78.340
58.3831,78.340
58.2892,78.340
58.3233,78.340
46.2389,78.340
58.4166,78.340
58.4253,78.340
58.3576,78.340
58.4054,78.340
46.0142,78.340
58.5769,78.340
58.5957,78.340
46.3120,78.340
58.5828,78.340
58.6739,78.340
58.5706,78.340
28.6180,78.340
58.6962,78.340
46.0754,78.340
58.5979,78.340
29.4938,78.340
45.1062,77.760
45.0592,77.760
45.0006,77.760
45.0018,77.760
31.6852,77.760
45.1982,77.760
45.2046,77.760
45.0812,77.760
45.1705,77.760
31.4906,77.760
45.1562,77.760
45.1897,77.760
31.5875,77.760
45.3101,77.760
18.6881,77.760
45.1194,77.760
45.1228,77.760
23.0953,77.760
45.1826,77.760
31.4684,77.760
45.1092,77.760
27.9229,77.760
31.1897,77.680
31.1734,77.680
31.1359,77.680
31.1442,77.680
18.4895,77.680
31.1537,77.680
31.2034,77.680
31.1847,77.680
31.1977,77.680
31.1981,77.680
31.1598,77.680
19.8791,77.680
31.1878,77.680
19.8099,77.680
31.1801,77.680
31.1310,77.680
20.7787,77.680
31.0335,77.680
26.1198,77.680
31.1330,77.680
32.5402,77.680
19.0776,75.380
19.0103,75.380
18.9793,75.380
18.9565,75.380
19.0480,75.380
19.0235,75.380
18.9668,75.380
18.9807,75.380
12.8802,75.380
18.9975,75.380
19.0166,75.380
16.3854,75.380
18.9605,75.380
17.0093,75.380
19.0316,75.380
18.9543,75.380
17.3458,75.380
21.7071,75.380
21.6210,75.380
25.9735,75.380
27.8763,75.380
8.5680,71.340
8.6391,71.340
8.6717,71.340
8.7515,71.340
10.0308,71.340
9.9980,71.340
10.0199,71.340
10.1934,71.340
10.1931,71.340
12.6579,71.340
12.7115,71.340
12.8191,71.340
12.7733,71.340
13.1041,71.340
15.6406,71.340
15.7560,71.340
15.7429,71.340
19.7015,71.340
19.6279,71.340
20.1850,71.340
21.5522,71.340
44.7796,77.800
44.7171,77.800
44.7622,77.800
44.7299,77.800
30.9897,77.800
44.8230,77.800
44.8420,77.800
44.7922,77.800
44.8540,77.800
30.8234,77.800
44.8897,77.800
44.8874,77.800
30.8565,77.800
44.9952,77.800
45.0039,77.800
44.8773,77.800
22.6513,77.800
44.8566,77.800
30.7678,77.800
44.9850,77.800
31.8350,77.800
7.4054,70.040
8.8966,70.040
9.0008,70.040
9.0212,70.040
9.0915,70.040
11.3946,70.040
11.3859,70.040
11.4481,70.040
11.6392,70.040
11.6807,70.040
14.6361,70.040
14.6868,70.040
14.8858,70.040
14.7299,70.040
14.8688,70.040
18.0835,70.040
17.9935,70.040
17.9523,70.040
18.9150,70.040
18.7894,70.040
21.0849,70.040
24.3532,70.040
