epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,60.1800,64.1000,65.8600,68.0700,69.5100,69.7400,68.1500
2,64.1400,65.8200,67.3400,66.8300,71.0900,68.8000,69.8900
3,68.1400,68.3500,69.6600,69.4200,70.4100,70.5200,69.6600
4,65.7700,66.2000,69.2700,70.0900,70.6100,71.4000,70.6000
5,66.2500,65.7600,67.7400,70.2400,70.0100,71.2400,69.6500
6,67.5200,67.7100,71.0400,69.2100,70.7200,70.6000,70.6000
7,68.3300,68.4200,69.5700,68.8200,71.0300,70.7300,70.6500
8,67.7900,68.4600,69.3900,70.5600,71.9100,71.8200,69.8000
9,68.8700,68.2600,70.0800,70.5000,72.0000,71.0700,70.5900
10,68.1000,67.7100,70.5300,70.3300,71.4900,71.7500,70.9400
11,68.2000,68.3700,70.7300,70.4600,72.0900,71.7000,70.5100
12,69.2100,68.5400,71.2000,69.7200,71.6900,71.1200,71.7800
13,69.0000,69.8600,70.0500,70.7100,71.5500,71.0700,71.6400
14,68.8900,69.6300,71.2200,70.5700,72.5300,72.0300,70.8100
15,70.3200,69.5000,71.3600,71.8700,71.5500,71.0800,71.9100
16,69.1700,68.8500,70.9300,71.1900,71.7300,71.0400,71.4700
17,69.2500,69.3300,70.2100,71.1700,71.0400,72.5400,72.5300
18,68.6300,69.9200,70.2500,70.2600,71.3100,71.6900,71.6500
19,69.1100,69.6000,71.5300,71.2000,71.4700,71.0200,71.3500
20,69.9300,70.3800,70.1900,71.7900,71.6300,71.9800,71.5200
21,68.9500,69.2000,71.1600,70.2700,71.8600,70.8800,71.6900
22,68.6200,69.7600,70.7300,71.3700,71.9200,71.3800,71.4800
23,69.2700,68.4600,69.0700,70.3500,71.0400,71.4900,71.5300
24,69.3600,69.0200,70.7400,69.7300,71.6400,72.2900,70.1300
25,69.3100,68.4600,70.3600,70.0300,71.2500,71.7400,71.2100
26,69.9100,70.4200,69.8100,71.0100,72.2700,72.1500,71.9200
27,68.6700,69.1700,71.5500,70.9300,71.0200,72.9000,72.0400
28,69.3200,70.0400,71.8000,70.3400,71.1500,70.9500,71.0300
29,70.0600,69.0600,70.8800,70.5000,71.6800,71.4600,70.9400
30,69.5200,69.1700,69.2500,69.7400,71.0500,69.3200,72.1800
31,69.4000,68.6100,69.6900,70.5400,72.0600,71.3900,70.2400
32,70.2800,70.4000,70.2900,70.7000,72.5400,71.7400,71.1400
33,68.0800,69.3500,71.2100,71.7000,71.1700,70.8700,70.9500
34,68.2800,70.0900,68.7800,70.9700,69.9500,71.2200,71.8100
35,69.5000,69.7000,70.0900,70.4600,70.7400,71.6800,70.7000
36,69.1000,68.4600,70.3900,71.5300,70.0700,71.0300,71.2400
37,68.8400,69.4200,69.9900,71.1800,70.7800,70.5200,70.6000
38,69.0800,69.4900,71.2600,70.2600,70.6300,71.4500,71.1100
39,68.1500,68.9900,70.2100,70.0200,71.3700,71.5700,71.4100
40,69.5200,70.2500,70.8300,71.2300,72.6600,70.4900,71.4900
41,69.6500,69.4400,70.4500,70.8200,70.5900,71.3000,71.2200
42,69.3800,70.0100,70.7400,69.8200,71.0800,70.4300,71.1300
43,68.4400,69.8600,70.3700,69.7700,71.2000,70.9700,71.3700
44,68.9300,69.4300,71.2700,70.1500,70.0500,71.2500,71.8000
45,68.7000,69.0600,70.4900,70.6500,71.2400,71.1800,71.8400
46,69.5000,69.0400,71.2200,70.2200,71.8100,70.2000,71.7400
47,68.5000,69.8000,69.4000,69.7700,71.2800,71.1200,71.5500
48,68.6600,69.8200,70.6900,69.6700,71.4200,70.7600,71.7200
49,68.0900,69.8200,70.9200,70.9400,72.4400,71.2800,71.9400
50,68.4900,70.1700,70.4200,69.4500,70.7700,71.5100,70.9200
51,67.7100,69.8700,70.8600,70.0400,70.6200,70.5700,71.4000
52,69.3900,69.5400,69.6200,71.1300,71.3800,71.2100,71.2700
53,69.5000,69.0500,69.5400,69.2400,71.8200,71.2400,71.3900
54,69.1500,68.7700,70.5700,70.9400,71.3200,70.7400,70.3800
55,69.2400,68.7900,70.4500,70.4900,71.4700,70.6100,70.6500
56,68.3800,69.7000,70.7900,70.6300,71.8900,71.3600,71.2800
57,69.6000,69.1200,70.5300,70.4700,71.3000,71.0500,70.6700
58,67.8800,68.6000,70.2100,70.6700,70.2500,71.8800,70.4200
59,68.2300,68.7700,70.9400,69.5800,69.9000,71.4100,71.3300
60,68.8200,69.0900,70.9300,69.6500,71.7500,70.3700,70.7800
61,73.3900,73.8000,74.8600,74.5000,75.3000,75.1800,75.1800
62,73.6800,74.1000,75.3600,75.0500,75.6200,75.7700,75.4800
63,73.6800,74.1800,75.4600,75.2300,75.9800,75.9800,75.4600
64,73.6900,74.4500,75.6700,75.1100,75.9300,76.0700,75.8600
65,73.7100,74.5200,75.5700,75.5900,75.8400,76.0400,75.8500
66,74.0800,74.3000,75.5900,75.3500,76.2600,76.0700,75.9600
