epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,66.7100,66.6900,65.5300,64.8900,63.7800,59.9900
2,65.9900,66.8800,65.5100,66.0400,64.1200,61.7200
3,66.9800,65.7500,65.4600,67.1400,65.8300,62.7400
4,66.7300,65.7000,65.6600,65.7700,65.3800,64.3500
5,65.4400,66.2400,65.9000,66.4700,63.2400,64.8700
6,66.9800,66.1100,65.6000,65.4300,65.2100,64.3000
7,66.3900,66.2400,65.9900,66.8600,66.3600,64.7800
8,65.4300,66.7700,64.8700,65.7700,65.9400,65.8200
9,66.9700,66.3100,65.8800,66.5300,66.5400,65.0500
10,65.1900,67.7800,65.9800,67.1200,64.8200,63.8900
11,67.4200,66.9100,66.3200,65.8200,66.3000,64.2300
12,67.8900,68.5900,66.0200,65.6500,65.9100,65.5600
13,66.6700,67.6500,65.6200,67.5100,66.3900,65.9500
14,68.6600,67.7100,67.7100,67.1600,66.1100,65.5600
15,67.7800,67.5100,67.4700,67.2500,67.5300,65.1300
16,67.0100,67.8100,66.0500,66.2200,66.6700,65.8600
17,67.0100,66.0800,65.9900,66.6500,66.7100,64.8200
18,65.6800,64.8400,64.0500,66.4200,66.6900,66.5200
19,66.4800,67.6900,63.9400,66.1400,65.2800,66.0800
20,67.2100,66.7100,65.5300,65.1200,66.3200,65.4700
21,66.9100,66.9000,66.0600,66.9900,66.8100,66.1800
22,67.2900,66.6200,66.4900,67.6800,67.5200,66.8200
23,67.4400,65.8100,65.9300,66.2800,66.4200,64.7200
24,66.5700,64.8800,66.3500,63.6700,66.6600,65.5400
25,67.4000,67.1500,66.5800,66.1800,66.1500,66.5600
26,66.6800,66.3100,66.4800,65.0200,65.7600,65.8000
27,66.9500,67.5900,66.5300,67.2800,65.7100,66.3100
28,66.9500,67.8200,66.4400,66.6800,67.0700,65.7500
29,67.7100,67.1100,65.3300,66.4600,67.3300,66.2900
30,65.8400,67.0800,66.3300,66.2600,65.5700,65.5100
31,64.8600,65.7200,64.1600,64.3600,67.1400,65.2000
32,67.9500,67.8700,67.3500,68.0800,66.7300,65.9900
33,67.6700,67.1900,67.3600,66.4700,65.5700,66.1500
34,67.2400,65.8200,66.8600,67.2300,66.1500,65.5600
35,65.1800,65.9900,67.5800,67.0700,66.1300,66.5500
36,67.6900,67.2300,66.5300,66.2100,66.7700,66.1700
37,67.4300,67.4600,66.8300,67.6300,65.7100,65.9300
38,67.8800,66.3900,66.7400,67.0800,67.2700,66.4300
39,67.5100,67.6700,65.9500,65.8500,65.8600,65.7100
40,67.9000,67.5600,66.3700,66.1100,65.8900,65.6600
41,66.2800,64.8900,66.3200,65.6500,67.2000,65.3200
42,67.3400,67.2700,65.2100,66.3400,65.4700,67.3100
43,66.4000,67.3900,66.4500,66.1200,67.1500,67.8300
44,66.2800,67.5500,65.6200,67.3900,66.6200,66.6400
45,66.3600,66.6900,64.8100,67.7500,68.0800,65.2400
46,68.6300,66.8700,64.1100,66.3400,67.1900,65.2500
47,68.4800,67.8600,66.8200,65.9700,66.2200,66.3500
48,66.8200,66.4300,65.4000,67.3900,64.2600,65.0700
49,66.6800,67.4600,65.8900,67.0200,66.2400,67.2600
50,66.2400,68.8200,67.1700,67.2700,64.9500,66.3300
51,67.4000,68.0500,67.9500,67.0600,65.7100,66.7300
52,65.3900,66.1500,66.4800,66.1400,66.9700,65.8900
53,66.9400,66.7900,65.9700,65.9000,65.6800,65.6400
54,66.5600,67.4400,65.6400,66.1300,65.2100,66.5800
55,67.1200,66.1900,66.9600,66.4900,66.4000,65.9900
56,67.4400,67.4600,65.3200,67.4000,66.3100,66.9300
57,66.7700,67.4200,65.4200,67.6800,65.8400,65.6800
58,65.1400,67.4100,66.5100,67.2100,66.4700,66.8900
59,66.9000,66.6600,66.9800,65.3600,68.2900,67.2600
60,65.3600,67.6500,65.8800,67.6900,66.9800,66.5100
61,72.1400,72.6900,72.3000,71.9100,72.5900,71.6300
62,72.6600,72.8100,72.6400,72.4300,72.8300,71.8400
63,73.0800,72.9300,72.9000,72.5500,73.2000,71.8600
64,73.1200,73.1800,73.0800,72.7500,73.1100,72.1800
65,73.0700,73.0900,73.3300,72.8200,73.1600,72.2600
66,73.0900,73.2400,73.2600,72.8400,73.0500,72.4400
67,73.3100,73.3900,73.3200,72.9700,72.8900,72.3400
68,73.4500,73.4500,73.2600,72.9400,73.1500,72.4700
69,73.4600,73.4000,73.3900,73.1400,73.2000,72.7100
70,73.4200,73.5500,73.5800,73.1400,73.4300,72.3500
71,73.6800,73.3300,73.4700,73.2000,73.3500,72.4200
72,73.5100,73.4600,73.5600,73.0900,73.4600,72.5600
73,73.6100,73.6300,73.4500,73.2900,73.3900,72.6300
74,73.6100,73.6400,73.6500,73.3200,73.6000,72.7000
75,73.4800,73.6600,73.5800,73.2500,73.4600,72.5900
76,73.6400,73.6400,73.6500,73.2900,73.7300,72.5500
77,73.7200,73.5400,73.6300,73.2000,73.6300,72.7100
78,73.7200,73.7200,73.6400,73.2500,73.4700,72.5700
79,73.7400,73.7400,73.5500,73.2200,73.6200,72.6100
80,73.6600,73.7700,73.5700,73.1800,73.3600,72.5600
81,73.7600,73.8600,73.7300,73.3100,73.4500,72.7200
82,73.7500,73.7200,73.5500,73.4700,73.5800,72.7000
83,73.8700,73.8300,73.3400,73.4800,73.7500,72.7400
84,73.8900,73.6800,73.6100,73.5900,73.4000,72.8600
85,73.7900,73.8000,73.5700,73.4600,73.7600,72.8100
86,73.7800,73.7400,73.6600,73.4600,73.5800,72.8000
87,73.7300,73.7300,73.6600,73.5800,73.5300,72.9900
88,73.7900,73.7100,73.8900,73.5500,73.6300,72.8600
89,73.8000,73.6000,73.5700,73.4600,73.5500,72.8000
90,73.9900,73.6400,73.6000,73.3900,73.3700,72.6000
91,73.8800,73.8400,73.6000,73.4600,73.5000,72.8100
92,73.9300,73.8400,73.6800,73.5300,73.5400,72.7200
93,73.9400,73.8800,73.7700,73.3600,73.6700,72.6000
94,73.6200,73.7400,73.7800,73.5300,73.6900,72.7800
95,73.8600,73.7400,73.6900,73.5500,73.4400,73.0100
96,73.8100,73.7600,73.8100,73.5700,73.6900,72.7500
97,73.8800,73.5600,73.6600,73.4500,73.5600,72.8400
98,73.7200,73.9500,73.6800,73.6400,73.5100,72.8700
99,73.7800,73.6500,73.6500,73.5700,73.5200,72.8100
100,73.6400,73.8600,73.7300,73.6600,73.8100,72.9500
