epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
35,59.1800,59.8000,59.2700,58.7500,59.8600,55.8500
36,59.5700,59.1000,59.4800,60.0400,59.9900,55.0900
37,58.7000,59.3700,59.6800,59.4400,60.1600,55.0700
38,57.4800,57.8500,59.3400,60.3500,59.9900,56.0400
39,60.2600,58.6100,59.2300,59.8700,59.8400,55.2000
40,59.3200,59.2300,59.3900,59.2700,60.2100,53.7700
41,60.1700,60.1500,60.2600,59.6700,60.4500,55.4000
42,60.4800,60.8200,60.6800,60.1200,59.3100,55.6100
43,60.7800,59.7800,60.3200,60.4000,60.0800,54.3700
44,59.4200,59.6200,58.6100,59.2700,59.2400,54.6000
45,58.2500,58.8500,59.1100,59.0400,59.7800,55.0700
46,59.7200,60.4200,60.2200,60.1300,59.6900,56.0400
47,60.2400,59.3900,60.0100,58.9900,60.2900,54.8300
48,61.1000,61.3600,59.8800,60.7100,60.1300,56.6100
49,60.1300,60.2700,60.5700,59.6600,60.1100,55.7600
50,59.6300,59.8000,59.6600,61.1600,59.9800,55.2700
51,60.7200,60.2700,59.8900,60.6600,60.0200,54.8200
52,59.7500,59.8200,59.7900,60.5100,59.6000,53.6500
53,59.8100,60.0400,60.1800,59.7400,59.8200,51.5300
54,59.6700,59.8700,59.8200,60.2000,60.1800,55.2300
55,59.1700,59.7400,60.0500,59.0200,59.9300,56.1200
56,60.9300,60.2500,60.7600,60.7500,60.1200,55.1200
57,59.1300,60.0100,61.2500,60.7100,59.0800,56.3900
58,60.7700,59.7100,60.5300,60.2900,58.9200,51.3200
59,60.6800,59.5000,60.2300,59.2900,58.3700,53.2200
60,60.6300,60.6900,61.2800,60.8900,58.7200,55.5400
61,65.4200,65.5900,65.4900,65.2100,65.8600,61.3500
62,65.8000,65.9300,66.2000,65.6200,65.8800,61.5900
63,66.2300,65.9500,65.8500,65.6100,66.4300,61.9600
64,66.1000,66.1300,65.9600,65.8000,66.1800,61.8000
65,65.9400,65.9900,66.1500,65.6100,66.2300,61.8900
66,66.2700,65.9800,65.9300,65.9500,66.1400,62.0900
67,66.3100,66.1800,65.7700,66.0100,66.6600,61.9500
68,66.3000,65.9300,65.9700,66.2900,66.5100,61.6600
69,66.2700,66.1400,66.0800,66.3800,66.5600,62.2800
70,66.3800,66.0700,66.0600,66.3100,66.5600,62.1900
71,66.0200,66.0700,66.3100,66.1000,66.3000,61.8000
72,66.2900,66.0900,66.0000,66.1700,66.5000,61.9000
73,66.1500,66.1100,65.8900,66.2400,66.6200,62.2600
74,66.2800,66.1500,66.2900,66.2300,66.6500,62.2900
75,66.3000,66.2900,66.1000,66.2400,66.3900,62.0700
76,66.2700,66.6200,66.2300,66.2800,66.3900,62.1100
77,66.4300,66.2300,66.4200,66.2500,66.6500,62.1800
78,66.3100,66.3300,66.1300,66.1400,66.4500,61.7300
79,66.1600,66.3900,66.2700,66.4300,66.3300,61.9300
80,66.0100,66.2000,66.0000,66.0500,66.6200,61.9800
81,66.3400,66.2900,66.3700,66.4100,66.8300,62.3500
82,66.1900,66.3800,66.4500,66.8300,66.9800,62.4000
83,66.1800,66.4100,66.2700,66.4300,66.8500,62.2300
84,66.3100,66.3600,66.2800,66.4400,66.8900,62.3300
85,66.3300,66.5700,66.3100,66.6900,66.9200,62.5200
86,66.3800,66.5400,66.4600,66.6300,67.0700,62.5100
87,66.4400,66.7100,66.3000,66.6100,66.8300,62.4100
88,66.3700,66.5600,66.2900,66.5100,67.1000,62.6000
89,66.5300,66.5900,66.2700,66.3900,67.0800,62.6200
90,66.3700,66.5400,66.3700,66.6600,66.9700,62.6500
91,66.4000,66.4900,66.2400,66.3000,67.0700,62.5200
92,66.4300,66.5700,66.4700,66.5400,66.8200,62.7400
93,66.4300,66.4700,66.2700,66.5700,67.0900,62.4900
94,66.5700,66.6400,66.3600,66.4200,66.9700,62.3600
95,66.6800,66.5500,66.4300,66.5200,66.9200,62.3800
96,66.5700,66.4900,66.3500,66.5500,67.1400,62.3000
97,66.4600,66.5300,66.2600,66.6800,67.1100,62.3400
98,66.3600,66.5800,66.3500,66.5500,67.2200,62.4000
99,66.4100,66.2700,66.2100,66.6900,67.0200,62.5500
100,66.5400,66.5000,66.4000,66.5800,66.9300,62.6800
