n,par_fps,par_lat,pipe_fps,pipe_lat
1,30.6782,32.5737,30.6782,32.5737
2,61.1210,32.6210,57.8858,23.5358
3,91.5556,32.5749,97.6951,20.4701
4,121.2300,32.6598,115.2105,23.7103
5,150.8612,32.7428,129.2602,27.1955
6,180.2568,32.8049,142.6110,27.7554
7,209.8548,32.8923,138.4479,32.6969
8,238.4485,33.0671,141.1197,36.1635
