n,par_fps,par_lat,pipe_fps,pipe_lat
1,8.8404,113.0853,8.8404,113.0853
2,17.6813,113.0070,18.2820,99.2065
3,26.4821,113.0890,26.1638,84.7127
4,35.2640,113.1223,36.9213,68.2568
5,44.0328,113.1612,45.2662,52.2542
6,52.7648,113.2509,57.9541,43.7288
7,61.5208,113.3409,67.8806,40.6210
8,70.1520,113.5731,73.6116,44.9257
