epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,62.9000,70.3600,70.6200,70.2800,73.0400,73.1900,70.5000
2,63.7700,72.1900,71.4000,71.8600,73.8400,73.2000,72.1000
3,64.5400,73.4100,72.1000,72.9600,74.0700,72.8900,71.6800
4,65.2100,74.8500,74.3400,73.3700,73.4500,73.1300,72.6500
5,65.8800,73.6200,72.9300,73.6300,74.1300,74.3300,72.2700
6,67.2700,75.2200,72.0000,73.5100,74.8100,74.6500,73.0600
7,66.4200,73.7700,73.7400,73.7000,74.3100,74.9100,72.4500
8,66.6800,73.3700,73.9200,74.1800,75.5700,74.8500,72.8100
9,67.8600,73.8700,74.6300,74.5500,75.1100,74.3700,74.7600
10,68.3200,74.5500,75.5100,74.9500,74.9300,74.4800,74.3300
11,66.9000,74.9100,74.4000,74.3500,75.1700,74.6900,73.9200
12,67.5300,75.3600,75.2400,74.2100,74.6600,74.4400,75.3000
13,68.0900,74.4500,75.1500,74.6100,74.8800,74.9800,74.2500
14,68.4200,75.5100,74.3200,74.6800,75.6700,74.7500,73.9200
15,68.8800,75.3800,74.0100,75.9400,75.7500,74.8600,74.3300
16,69.0400,74.7200,75.0000,74.5200,75.9800,74.8100,75.0400
17,67.6700,74.6700,75.3700,74.5500,74.8400,75.5500,74.9700
18,67.7800,75.5300,74.7100,74.7400,76.2100,74.2300,74.9300
19,69.0700,74.7500,75.5200,75.3700,76.9600,75.3500,74.3400
20,67.5200,75.4700,74.7500,74.5300,75.7500,75.3100,74.8300
21,68.7600,74.1200,74.8800,75.0800,75.1600,74.7900,74.9200
22,67.7100,75.2400,74.3100,74.5200,75.5200,75.3000,74.0200
23,68.7500,74.5200,74.0400,75.0300,74.9800,74.3600,73.9500
24,69.4100,75.3800,74.8300,75.3200,76.2400,74.8100,75.3300
25,68.8600,75.2400,74.6700,74.8200,75.1300,75.4300,73.9400
26,68.8100,75.4300,74.5100,74.5800,75.0100,74.9300,74.7400
27,69.7400,75.1400,74.4800,75.1700,74.9400,75.1400,75.0400
28,70.0000,74.6600,74.8400,75.6700,75.1800,75.1300,74.5300
29,68.8300,74.3100,75.0900,74.4500,73.8900,75.2700,75.6500
30,69.4800,74.4100,74.8100,74.8200,76.1600,74.7100,74.1600
31,67.8800,75.2600,74.5800,74.8000,76.3500,75.5100,74.6400
32,67.9600,74.9100,75.0400,74.7700,74.5200,74.1000,74.9100
33,69.3000,74.5700,74.5400,74.2900,74.8800,74.6600,74.4200
34,69.2000,74.5900,75.7400,75.3500,76.4300,74.3100,75.2500
35,68.9900,74.5200,75.1400,75.2900,76.0800,76.1500,74.6100
36,69.1200,75.7200,75.1400,75.2900,76.1200,75.7000,74.8100
37,69.0100,74.8200,75.6400,75.3600,74.9900,74.3800,75.1700
