epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
88,73.8700,74.1100,73.5900,73.5100,73.4200,73.3800
89,73.7200,73.8700,73.5700,73.3900,73.4200,73.2100
90,73.8300,73.8300,73.3900,73.4300,73.3500,73.0300
91,73.7500,73.8100,73.2900,73.3600,73.4900,73.0700
92,73.7500,73.9200,73.5400,73.4700,73.3800,73.4000
93,73.7700,73.8900,73.4600,73.5200,73.4300,73.1500
94,73.8600,73.9200,73.3500,73.4200,73.5300,73.0900
95,73.8800,73.9800,73.5000,73.3800,73.5500,73.3400
96,73.8700,73.8200,73.4600,73.4300,73.4100,73.1500
97,73.6200,73.8400,73.5300,73.3400,73.3500,73.2700
98,73.7500,73.7700,73.4400,73.3500,73.6300,73.3000
99,73.7800,73.5800,73.5300,73.2900,73.4000,73.2100
100,73.9100,73.8700,73.5500,73.5000,73.5200,73.2200
