epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,67.0200,67.0700,66.4100,65.4300,64.6800,64.0800
2,67.2500,67.1900,67.3000,67.3000,65.9700,65.7600
3,67.0000,66.9000,68.1200,66.2000,65.1100,65.4300
4,67.0100,66.5400,67.7800,66.3600,66.3900,64.9400
5,66.0500,66.0000,68.4600,66.3300,65.8800,65.5000
6,67.0500,65.9800,66.6300,67.5500,65.9400,64.8200
7,67.8100,68.0100,68.2200,66.1600,65.3500,65.4600
8,67.0900,66.4200,67.4200,66.8200,67.3700,65.6600
9,66.9700,67.3100,67.2000,67.1400,66.3200,65.2600
10,67.2100,65.7200,65.9400,66.3400,66.4300,65.3400
11,67.6600,66.8800,65.9300,67.3000,66.6100,66.4800
12,67.2600,67.9100,67.2900,67.0100,67.5200,66.9900
13,67.6100,67.7700,67.1700,66.2100,67.1600,67.3000
14,68.2500,68.5800,66.3200,68.0200,65.9200,66.4200
15,66.9100,67.5400,67.3300,67.4800,67.5700,65.7000
16,66.4700,67.7900,66.3400,67.6700,67.8100,67.1400
17,67.5300,66.8000,66.9800,65.9300,66.8000,64.9200
18,67.1000,66.0200,67.0400,67.3500,67.0000,66.6100
19,66.0400,66.6600,65.8800,65.8700,66.8700,66.6200
20,65.7800,66.8000,65.8300,67.3500,66.7300,66.7200
21,67.6000,67.5800,66.6300,67.4300,64.9700,66.3100
22,67.1500,67.7100,67.0400,66.3100,66.2400,66.2100
23,65.9400,65.4400,65.5300,64.8500,66.5900,65.9600
24,64.5800,66.0600,66.2600,67.1300,67.4100,65.8500
25,66.5600,67.4000,67.7400,67.0800,65.8300,66.1200
26,67.0500,67.7100,66.4200,66.9400,67.0200,66.1500
27,67.5900,67.9300,67.0800,67.7700,67.6200,65.7800
28,67.8400,66.3900,66.5400,65.9100,67.6200,66.0400
29,67.2300,66.9100,67.3300,67.4500,67.2600,67.1900
30,67.3600,66.3200,67.3400,65.4800,66.8800,66.7200
31,67.4700,66.1700,66.0400,64.9000,66.7400,66.0700
32,66.6500,68.3900,67.2400,67.7700,66.4000,66.7500
33,66.6300,66.4700,66.9600,66.7600,66.4100,67.1800
34,67.5200,67.7600,66.6500,67.6700,67.1300,66.1900
35,67.4100,66.7500,68.2800,67.6200,67.1000,66.4100
36,67.2000,67.7200,67.5600,67.1100,65.8800,67.2400
37,67.2500,68.3300,68.1500,67.9900,67.0900,66.7400
38,67.2400,68.3500,67.6200,66.9200,65.8800,66.7900
39,66.1900,66.7300,67.0200,67.5900,67.0400,66.7800
40,66.1700,66.9900,66.8500,67.0700,67.7500,67.0800
41,67.2000,66.8400,67.6400,66.9000,67.3600,66.3000
42,67.0600,66.6900,66.9500,65.5700,67.4800,66.1800
43,66.6000,66.3100,66.4600,66.3100,67.0800,67.3900
44,67.4800,66.9700,68.4900,66.5900,65.7800,67.1100
45,65.8400,67.3900,67.9800,65.8600,65.5400,66.2000
46,68.3100,67.6200,67.1000,67.4200,67.7100,67.0300
47,66.7000,66.5200,67.7700,67.4100,67.1200,67.8300
48,67.2000,66.3200,66.4300,66.4100,66.8900,65.6800
49,66.4300,67.2500,66.0500,67.1000,67.2000,66.2100
50,66.6000,67.0600,65.0500,67.7200,67.8200,66.4900
51,67.2100,67.4600,66.3200,67.7100,66.5200,67.5300
52,66.3100,67.1500,66.4800,65.6800,66.2900,65.9000
53,66.2000,67.8200,66.8300,67.3400,67.9600,65.5700
54,67.8100,67.3700,67.3500,67.2500,66.6500,67.2600
55,66.3200,68.0500,66.2700,66.6600,66.8000,66.6300
56,67.1100,66.8700,67.5000,66.9400,66.7300,66.7100
57,68.4000,68.4900,67.4000,67.1300,67.5500,66.0200
58,65.1500,66.2600,68.2900,67.0900,65.4000,66.9200
59,66.4700,66.2600,67.9600,66.1900,66.5500,65.7900
60,68.8300,66.6200,66.9800,66.9500,66.9900,66.4700
61,72.5500,72.2300,71.6300,72.4800,71.4100,72.0800
62,72.8500,72.8400,72.2100,72.9200,71.9700,72.5400
63,73.0700,73.0500,72.4600,72.9100,72.2300,72.3900
64,73.0500,73.1100,72.7300,73.0700,72.5300,72.7300
65,73.3000,73.4100,72.8900,73.0900,72.9500,72.7900
66,73.3200,73.5100,72.9400,73.2700,72.8200,72.6800
67,73.3500,73.5500,72.9700,73.0400,72.9100,72.8600
68,73.6900,73.5300,73.1900,73.1200,72.6700,72.9100
69,73.5600,73.6300,73.2400,73.2800,72.5600,72.8300
70,73.5600,73.3700,73.0000,73.2700,72.7900,73.0600
71,73.6700,73.4000,73.2300,73.0500,72.9500,73.3800
72,73.5200,73.7000,73.1200,73.0400,73.1100,73.1400
73,73.7500,73.6400,73.3200,73.4200,73.1500,72.9700
74,73.7700,73.5700,73.3700,73.2000,73.0700,73.2400
75,73.6400,73.6200,73.3600,73.1600,73.0600,73.2100
76,73.6300,73.6600,73.1500,73.4200,73.0600,73.3300
77,73.8100,73.6800,73.5000,73.1700,73.2300,73.3300
78,73.8700,73.9400,73.4300,73.3800,73.3200,73.3500
79,73.7900,73.8600,73.1300,73.2700,73.3100,73.0800
80,73.7800,73.7300,73.5200,73.3800,73.3700,73.1400
81,73.7800,73.7500,73.4600,73.3400,73.4200,73.2100
82,73.7700,73.6400,73.4000,73.3700,73.3900,73.2300
83,73.6900,73.8600,73.2300,73.3600,73.3900,73.0800
84,73.6600,73.9600,73.2600,73.2200,73.4000,73.0800
85,73.8300,73.7400,73.5200,73.4600,73.4800,73.2600
86,73.7400,73.8300,73.3300,73.5000,73.3800,73.1600
87,73.8500,73.8500,73.2900,73.2700,73.4800,73.2500
