epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,78.8500,78.7000,79.6100,78.6600,79.1400,78.8800,76.8000
2,77.3800,77.6100,78.1900,77.3500,77.9900,78.0200,76.2100
3,77.6500,77.2000,77.5900,77.5900,77.7800,78.2700,76.1600
4,77.0500,77.0600,77.9300,77.4900,77.3100,77.7900,76.3500
5,77.4800,77.3600,76.5400,77.7200,77.5900,77.5100,77.3500
6,78.2400,77.7300,77.5100,77.1400,78.0700,77.0500,76.5000
7,77.5700,76.5000,75.6900,77.0700,76.7500,77.1800,76.0800
8,76.4200,76.6500,76.1800,76.0400,77.4600,77.0500,76.4200
9,76.8900,77.3000,77.0800,77.3400,76.9100,77.2800,77.1600
10,77.0200,77.6500,76.9000,77.4400,75.8400,77.1700,76.1300
11,76.1600,76.2200,77.2700,76.2900,76.3500,76.5700,76.7400
12,76.7200,76.5800,75.9000,75.4400,76.3500,77.0300,76.2600
13,76.9200,76.4700,76.4700,76.3800,76.3900,76.2000,74.5200
14,76.7300,75.6100,76.0600,76.9500,76.4200,76.4600,75.4600
15,76.0200,76.3300,76.1900,77.4300,76.0200,76.1200,76.2800
16,75.9700,75.8700,76.2200,76.4800,76.7500,75.8400,76.1500
17,74.9200,76.3900,75.5200,75.6500,76.3200,76.0400,75.9300
18,76.0500,74.7900,75.3300,77.1100,76.6100,75.3600,76.2400
19,75.1800,73.6800,76.0200,75.8100,75.9900,76.6000,75.1100
20,76.3500,77.0500,75.7500,77.2300,75.9900,75.4000,75.7200
21,75.6300,76.0400,75.7700,75.8300,76.4700,76.7500,75.3300
22,75.9200,76.9500,75.6500,75.8100,76.3200,75.7600,75.2200
23,75.4800,76.1300,75.5400,75.7700,75.7300,76.0000,76.2900
24,75.7900,76.1400,75.5200,75.3000,76.2600,75.4500,76.1000
25,75.6000,75.8300,74.8900,75.1500,75.9500,75.4900,75.6700
26,75.9600,76.2700,75.0800,76.4200,76.5900,76.0500,75.7000
27,75.3200,76.6500,76.7200,76.9100,75.5800,75.9300,76.2500
28,76.1800,74.9600,74.9500,75.0600,76.0300,75.7200,74.5500
29,75.4500,76.2700,76.4200,75.8600,75.6600,75.8100,75.8700
30,76.0100,75.3500,75.5800,76.3500,75.4900,76.3200,75.2200
31,75.2200,75.7300,75.5500,75.4400,75.8900,75.1700,75.1900
32,76.5300,75.2200,74.8600,75.0100,75.9900,75.1600,76.0800
33,76.3700,75.7000,76.0500,76.1800,75.4600,75.3700,75.6900
34,75.2100,75.0300,75.7300,74.8100,73.6100,74.9100,75.7600
35,75.8800,75.5300,76.0600,75.4500,75.3700,75.6800,73.7700
36,76.2600,75.3400,75.9600,75.3900,75.3300,75.6200,75.8200
37,75.9400,76.3300,75.4200,75.1700,74.7800,76.8700,75.8600
38,75.9200,76.6300,75.9100,75.5000,75.5000,75.2100,74.5000
39,75.4400,76.7000,75.4000,75.0000,76.2200,75.7800,75.3000
40,74.2600,75.7400,75.1700,74.5100,75.0000,76.1300,74.5200
41,74.9600,75.4300,75.2700,76.2200,73.4400,75.5900,74.2500
42,74.6100,76.4600,76.0300,75.3800,75.8100,75.4400,74.8200
43,74.8300,75.5100,75.8700,75.8200,76.3000,75.4100,75.2600
44,74.9800,75.2100,75.1100,75.2800,75.5400,75.4300,74.9500
45,75.7800,75.4000,75.3500,74.0000,73.6700,76.7000,73.5700
46,76.2300,75.5400,74.7800,75.8500,76.0700,75.5800,74.8100
47,75.9300,75.8200,75.2400,76.0400,75.3700,74.9400,75.5400
48,75.3900,75.7600,75.2800,75.0000,76.3400,74.7900,75.2500
49,75.0400,75.0600,76.1700,75.7600,75.9400,74.7100,74.1300
50,76.2100,75.0800,75.4200,74.7800,75.3100,75.6700,75.3100
51,75.9000,75.3000,74.6600,76.0500,76.0600,76.2700,74.7400
52,75.8700,75.8300,76.5100,75.1600,74.8800,76.2300,76.4100
53,75.8300,76.4700,74.7600,75.2000,75.3900,76.1500,76.2500
54,75.9400,74.4700,75.4200,75.7000,75.3700,75.7500,75.2100
55,75.7000,75.5200,73.9500,74.0000,75.9300,76.2200,73.8200
56,75.7700,76.1700,76.7100,75.4100,75.6000,76.4100,75.6600
57,75.6900,74.3600,75.6100,75.4500,75.1500,75.1800,75.3900
58,74.2700,75.8200,75.9000,75.7400,75.5700,75.8600,75.5500
59,75.2500,75.7900,75.7300,74.9500,73.1400,75.9800,75.9200
60,73.9400,73.6000,75.2000,75.7000,76.3000,74.5000,73.5700
61,79.8700,79.5900,79.5800,79.9000,79.7300,79.6200,79.0000
62,80.4400,79.8300,79.8800,80.2700,79.8300,80.0100,79.3900
63,80.4600,80.3500,80.0100,80.1900,80.2100,80.1700,79.6700
64,80.4000,80.1900,80.0800,80.4000,80.3400,80.1700,79.8100
65,80.5800,80.3800,80.1700,80.5000,80.6100,80.2800,79.8600
66,80.5500,80.4900,80.1800,80.4200,80.5900,80.4700,79.8700
67,80.6200,80.4800,80.2800,80.6300,80.4900,80.5800,80.0900
68,80.7900,80.5500,80.3500,80.6700,80.4500,80.7300,80.0900
69,80.7000,80.5500,80.4800,80.6000,80.6600,80.6300,80.1500
70,80.7500,80.5400,80.5000,80.7300,80.6900,80.6700,80.2100
71,80.7100,80.8000,80.4100,80.8900,80.7300,80.5300,80.3200
72,80.7300,80.6600,80.3100,80.9300,80.7900,80.7300,80.4800
73,80.9400,80.7000,80.4900,80.8500,80.7500,80.7100,80.3800
74,80.9500,80.6200,80.6500,80.8300,80.9300,80.7600,80.2700
75,80.9400,80.9000,80.4700,80.8500,80.9300,80.8200,80.2600
76,80.9300,80.6900,80.6200,81.0800,80.9500,80.7200,80.5600
77,80.8800,80.8200,80.5800,80.9000,80.9400,80.5600,80.4200
78,80.7500,80.8400,80.7900,81.0600,80.8800,80.5000,80.7200
79,81.0600,80.7900,80.5200,80.9800,80.9600,80.8100,80.6000
80,81.1800,80.8700,80.7700,80.9700,81.0600,80.6000,80.7200
81,81.1800,80.9600,80.7700,80.9700,81.1000,80.7600,80.6600
82,81.2000,80.9300,80.7300,80.9600,80.9600,80.7400,80.6400
83,80.9700,80.7400,80.6000,80.9100,80.9300,80.7700,80.6500
84,81.0200,80.9600,80.5700,80.9300,81.0200,80.8000,80.6700
85,81.1100,80.9000,80.7500,81.0800,80.8700,80.6000,80.6900
86,81.1900,80.8500,80.8200,81.0400,80.9800,80.7300,80.7500
87,81.0700,81.0400,80.7500,81.2400,81.0000,80.7000,80.6800
88,81.3000,80.8700,80.7300,81.1300,81.0200,80.6800,80.7700
89,80.9600,80.9500,80.7100,81.0000,80.7800,80.8300,80.5500
90,81.2500,80.8000,80.9000,81.0200,81.0300,80.6900,80.7000
91,81.0200,80.7800,80.7100,81.2300,81.0100,80.6500,80.5300
92,81.1400,80.9300,80.6800,81.2300,81.1400,80.9200,80.6900
93,81.1800,81.0000,80.9400,81.1100,81.0100,80.7300,80.7500
94,81.2300,80.9600,80.8200,81.1700,81.0100,80.8100,80.5700
95,81.0900,80.9800,80.8100,81.2400,80.8100,80.9600,80.7800
96,81.1000,80.8400,80.7600,81.2500,80.9600,80.7200,80.6900
97,81.2700,81.0000,80.8200,81.2000,81.0500,80.8400,80.7100
98,81.1700,80.9600,80.7000,81.1600,80.9900,80.7800,80.6600
99,81.2400,81.0300,80.7900,81.0900,80.9500,80.7600,80.6000
100,81.1600,81.0200,80.6800,81.2500,81.0300,80.8300,80.6200
