epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,66.3900,65.7700,67.7200,66.5700,66.9900,65.1700
2,67.1900,66.4100,67.2400,66.9500,68.1400,67.6700
3,67.2600,65.5800,67.2400,66.3800,66.5100,66.5900
4,66.5600,67.1500,67.3800,67.9700,66.1100,65.8800
5,67.0400,67.1400,67.3400,66.9200,68.2000,66.9800
6,67.7400,66.4100,67.2200,66.4100,67.6200,65.5800
7,67.5200,67.0800,67.1500,67.5300,66.5200,66.4600
8,68.5500,66.5500,67.5100,66.4900,67.5900,67.0900
9,67.4300,67.1000,67.3000,66.7800,67.9400,66.7200
10,66.3600,67.2400,66.1400,66.9700,67.2500,65.9900
11,67.0500,66.2600,66.6900,65.6900,67.0300,65.1900
12,66.7900,67.6900,67.3200,67.7100,68.2800,68.4900
13,66.7800,67.5700,67.3700,67.6800,67.8400,68.1700
14,67.9500,67.4200,67.7800,67.6000,66.7100,68.3400
15,65.9900,66.8700,67.7400,67.2000,67.0600,67.2200
16,67.2500,65.7700,67.9900,67.0200,66.7800,68.1200
17,67.4100,66.2800,67.2700,66.2600,66.8600,66.0200
18,66.4000,66.2400,66.5900,67.5600,67.8900,67.4200
19,68.3500,66.2900,67.5000,67.5000,67.2100,67.6600
20,64.6400,66.4300,67.4400,66.5500,67.3300,66.6800
21,66.1100,67.7200,65.5300,67.5800,67.1500,67.1400
22,66.9600,66.7300,67.9400,67.3800,65.8900,66.6800
23,66.1500,66.1600,67.1400,67.7800,66.6700,66.4100
24,65.9800,65.5700,66.4900,65.2000,67.8000,65.1200
25,66.0200,66.7500,67.5800,67.6800,65.2900,67.0600
26,67.1300,67.8600,67.9300,67.7600,68.5100,67.0800
27,67.9600,66.4800,66.8200,65.6200,67.6100,66.3000
28,66.9600,66.9100,66.6500,68.1800,66.3800,66.4500
29,67.3700,67.3300,67.0800,67.8300,66.4200,67.1600
30,67.3800,66.3600,66.5900,67.7900,66.9400,67.2700
31,66.8300,65.6100,63.3300,65.6000,66.7500,65.3100
32,66.2200,67.2100,66.9200,66.7100,66.8200,67.3400
33,67.0300,67.6600,66.9600,66.0200,67.8300,66.7200
34,67.6300,66.9300,66.9300,68.4800,67.0700,67.2700
35,66.8600,65.6800,68.1700,67.8500,67.4300,67.2600
36,67.4800,66.9900,66.8000,67.4400,67.0600,66.9400
37,66.9500,68.2100,67.6300,68.4700,66.7200,67.5600
38,66.6600,68.3500,67.7700,67.1500,65.8900,67.5600
39,67.8500,67.1300,68.1600,68.0800,67.6900,67.9300
40,67.9800,67.6300,68.0500,66.9700,67.4700,67.4000
41,66.8700,65.7400,67.6400,68.0600,67.9100,67.6100
42,67.0200,67.2900,66.7300,67.2800,66.8900,67.6400
43,66.2200,67.8300,67.9600,67.3600,67.8200,67.4600
44,67.3600,67.7900,67.8700,65.9100,67.5100,68.4600
45,66.8600,67.3600,66.7900,67.1500,66.6100,67.5500
46,65.7500,67.6300,67.5100,66.0800,65.7300,67.5600
47,67.9200,67.5500,64.7500,67.8000,66.1900,66.6200
48,68.3900,67.2900,66.4300,66.0300,67.6100,67.5100
49,66.7200,67.5100,68.1800,67.0600,66.7500,66.6000
50,68.0600,68.1800,67.3300,66.3600,67.2600,67.0600
51,67.4500,66.6600,68.3300,67.3800,66.4300,67.6500
52,66.3500,66.8500,68.0000,66.9300,68.4300,66.7400
53,68.1700,65.3200,66.4100,66.5000,65.9500,66.1600
54,66.5800,66.5800,67.8300,66.6100,66.8400,67.3500
55,67.5600,67.0200,66.3400,68.2600,67.5000,67.5200
56,66.8400,66.8500,67.5200,67.8000,67.5700,67.5100
57,66.7000,67.3100,66.9100,67.5700,67.6100,67.9300
58,67.2500,66.5800,66.4700,68.0300,68.0500,66.6000
59,67.6400,67.4000,67.4600,67.3200,68.0600,67.6500
60,67.5200,67.0700,66.1600,66.1200,66.8800,67.0800
61,72.5700,72.6700,72.2800,72.7200,72.0500,72.4400
62,73.1100,73.0400,72.6400,72.7300,72.4200,72.9700
63,73.0300,73.4000,72.6800,72.9600,72.4900,73.1000
64,73.3400,73.3200,72.7200,73.3200,72.9800,73.0900
65,73.2700,73.6100,73.0500,73.1900,73.2100,73.6300
66,73.3500,73.3200,73.0800,73.2500,73.0800,73.4000
67,73.5200,73.4600,73.2300,73.4200,73.1200,73.3400
68,73.5100,73.5500,73.1600,73.3700,73.0900,73.5300
69,73.6100,73.5100,73.2600,73.2200,73.2300,73.5400
70,73.7900,73.5100,73.2800,73.4600,73.1700,73.6200
71,73.9600,73.8200,73.2600,73.7100,73.3200,73.7100
72,73.7500,73.7100,73.5200,73.5500,73.5600,73.8500
73,73.6000,73.7800,73.3900,73.6400,73.5500,73.5700
74,73.8900,73.4700,73.6100,73.7500,73.6200,73.5800
75,74.0000,73.7100,73.5800,73.8500,73.6300,73.7100
76,73.9300,73.4700,73.3800,73.6500,73.5700,73.8500
77,73.8300,73.6700,73.6700,73.7100,73.4500,73.5900
78,73.7400,73.5500,73.6700,73.7500,73.6000,73.9900
79,73.8000,73.4700,73.5500,73.7600,73.7100,73.8100
80,73.9200,73.6600,73.6300,73.9800,73.7300,73.8200
81,73.8900,73.7000,73.6100,73.7000,73.7200,73.9000
82,73.8800,73.7500,73.2700,73.6500,73.8400,73.8800
83,73.8600,73.7200,73.4500,73.6900,73.7700,73.8200
84,73.9100,73.6300,73.3800,73.9300,73.6600,73.9600
85,74.0000,73.7600,73.6300,73.6800,73.6600,73.9600
86,73.9800,73.6300,73.5200,73.7700,73.7400,73.9500
87,74.0300,73.6800,73.5400,73.7600,73.7900,73.8400
88,74.1300,73.6900,73.8600,73.8700,73.7600,73.8000
89,74.1300,73.8000,73.7400,73.6800,73.7300,73.8800
90,74.1800,73.7100,73.7000,73.9100,73.7900,73.8400
91,74.2500,73.7300,73.6000,73.8700,73.6500,73.9200
92,74.1300,73.8000,73.8000,73.8100,73.6300,73.8700
93,74.1600,73.8500,73.7100,73.9600,73.6400,73.7000
94,74.3800,73.6900,73.6700,73.8800,73.8400,74.0600
95,73.9900,73.6700,73.7100,74.0200,73.7900,73.9000
96,74.2100,73.6800,73.6200,73.6400,73.7500,73.9200
97,74.1200,73.6500,73.8700,73.7700,73.7400,73.8300
98,74.0500,73.7500,73.6400,73.8600,73.7600,73.8400
99,74.3800,73.8200,73.6100,73.5700,73.8000,73.9900
100,74.0300,73.8300,73.6800,74.0700,73.7100,74.0300
