epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,26.0100,23.6700,19.0800,13.6300,49.2800,42.3600,52.7600
2,42.8100,38.8500,25.4800,25.7200,54.2900,50.1800,59.2900
3,48.6300,46.7100,29.8300,24.2000,58.9900,50.8200,59.6400
4,50.4700,50.4600,37.0000,37.7000,59.7500,55.4800,61.9900
5,53.3100,53.3600,42.8300,40.8000,60.0600,58.5800,56.2400
6,56.3600,52.2900,43.5800,40.2800,60.7900,59.5800,61.1200
7,55.3200,55.1800,49.6100,49.2300,62.3300,57.9200,65.2800
8,57.6300,51.0200,48.7900,39.8600,61.8300,60.2000,63.5100
9,60.5400,56.6600,50.6700,49.7300,65.0900,58.0500,65.0500
10,59.4300,55.6100,52.2800,50.9800,63.0900,62.6900,64.4500
11,61.4400,60.2400,51.3900,49.8700,64.8900,63.2200,66.2100
12,61.9700,58.2700,55.2200,53.1600,65.9200,63.7300,67.0200
13,59.5900,58.3700,49.3800,47.6600,65.0400,60.8700,65.5600
14,62.0500,59.2500,53.2500,53.5600,65.6600,64.2900,63.6400
15,62.7200,60.3300,55.1600,50.9600,64.6200,64.3500,68.5900
16,60.6100,60.1700,57.7900,53.7200,65.4900,62.9600,66.3000
17,61.4400,60.5600,57.0100,55.6100,65.4800,61.1000,67.1200
18,62.6800,59.1100,54.2100,56.8200,67.0400,64.6500,66.0200
19,62.2800,57.5000,57.2200,56.0600,66.3200,62.5100,68.6400
20,59.9900,59.7400,56.2300,54.6600,65.2700,65.4800,68.4800
21,62.7700,61.4700,57.5600,55.3200,66.4200,64.8300,67.4000
22,62.8200,61.5000,58.6900,56.2800,65.9400,63.1700,68.3800
23,63.1000,63.9800,58.1600,57.2400,67.7200,65.1900,67.5500
24,61.5100,62.4400,56.6700,55.7600,67.6000,63.7100,69.3900
25,62.3200,59.4400,57.4600,55.2500,64.9500,65.5200,68.0800
26,61.6300,61.5700,58.7900,56.1100,67.1200,66.7500,67.4400
27,63.1800,62.3000,60.6700,54.0500,65.8900,66.8100,67.8600
28,62.7800,59.7700,57.5800,57.7700,67.5700,65.8200,68.4800
29,62.3200,63.4600,59.8000,58.8700,67.3100,66.1700,68.0600
30,63.9500,63.8900,58.5100,57.9900,66.7000,65.5500,67.9700
31,62.6600,61.3600,57.4000,55.1700,67.4700,64.4500,67.7300
32,63.0200,63.3700,59.4500,58.1200,66.9400,65.4500,68.5800
33,64.2300,62.9900,59.8900,55.3700,67.9600,66.5600,68.8300
34,64.3100,64.4400,60.9200,58.4200,66.0600,66.0900,68.8000
35,64.0200,61.5400,61.4600,58.2900,67.2600,66.5600,67.9300
36,64.0200,63.3800,58.9600,58.4200,64.3800,66.0900,69.1400
37,61.4400,63.0100,60.6000,58.2600,67.8800,66.3000,67.9000
38,63.1900,59.6700,59.5300,58.1000,65.8300,66.1800,67.9400
39,63.4800,62.3900,59.1800,56.6300,65.9700,66.2500,69.6200
40,63.5100,63.2800,60.2100,56.4300,68.1700,67.2000,68.7900
41,64.1200,61.8800,59.0400,57.1300,67.0000,66.2900,68.7200
42,63.2700,63.9800,61.1200,57.4700,68.2100,64.5600,69.5300
43,63.2500,63.2700,59.8700,57.7500,66.1700,67.2000,68.9900
44,64.7800,62.6900,60.1300,55.2200,68.3200,65.9800,67.7700
45,63.1000,62.4000,58.8700,58.9400,67.4700,64.4100,69.0400
46,63.6400,62.4700,59.9500,57.2900,68.2600,65.8400,69.1500
47,63.7900,62.5200,60.0500,57.7500,67.5600,65.8000,68.5500
48,64.3300,64.1800,59.8600,58.2600,68.8700,65.8000,68.4900
49,61.4500,62.4100,62.5400,59.4500,67.5800,67.5800,69.4500
50,64.2200,61.0600,61.5300,59.0700,68.0800,66.2900,67.6500
51,64.3200,63.9400,61.8200,60.2500,65.4100,66.8500,69.0700
52,62.6800,62.2200,61.1800,59.2300,67.4600,67.3000,67.0700
53,64.1000,60.0700,60.2500,58.9000,68.5000,66.2600,69.5800
54,64.4500,63.6600,59.8100,54.9700,67.6200,66.8800,68.8700
55,63.3400,62.2200,61.0500,58.2800,66.9700,66.6300,68.0700
56,64.6500,62.6300,58.2400,57.4700,66.7900,66.5600,69.0100
57,63.6400,62.3600,54.6500,58.5600,67.0900,67.3700,68.6400
58,64.6700,61.9400,62.0700,58.1500,67.1000,64.6500,67.9600
59,64.3500,64.0200,60.7300,59.7000,68.3700,66.5000,68.9200
60,63.5200,62.6400,61.4800,56.8400,67.9500,67.3100,68.5400
61,69.6900,68.8700,67.8300,64.9000,73.8500,73.1800,74.0400
62,69.8400,69.5200,68.0000,65.1200,73.8700,73.3700,74.8100
63,70.1100,69.5600,68.2400,65.3500,74.2500,73.6800,74.7000
64,70.2800,69.8000,68.0200,65.4800,74.4400,73.8400,74.6000
65,70.2200,69.9900,68.2800,65.4400,74.4500,73.3900,74.9300
66,70.3200,69.5000,68.3800,65.3900,74.4100,73.8000,74.9600
