epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,27.8700,26.8100,8.3900,28.3900,60.8500,57.8500,52.9400
2,40.1500,39.9300,31.4800,42.1200,61.6200,60.3000,60.6500
3,47.7800,48.0600,36.7900,44.4500,64.0700,64.0800,60.4500
4,51.9300,49.9700,47.6800,49.2400,66.1100,65.5700,62.0800
5,53.0500,49.8900,49.0900,53.5100,66.3900,65.5000,63.8200
6,55.3200,50.0800,53.0900,54.8700,64.9200,65.6600,64.6300
7,56.6900,57.0500,54.9400,57.6400,65.8300,65.6100,65.5400
8,56.5800,56.3100,55.9600,57.9000,67.6400,67.1600,65.8400
9,57.6500,56.8900,52.9300,58.8600,67.0800,65.7200,66.6800
10,58.5600,56.4200,58.2500,57.1800,68.9200,66.6200,66.4500
11,59.5900,58.5400,59.2300,59.4300,66.3500,66.3900,67.1100
12,59.2400,59.5300,60.0500,58.7500,68.0800,68.0900,67.0700
13,60.1400,57.3600,59.4100,55.8700,67.8500,68.8300,67.2500
14,59.0200,58.3800,60.4700,60.4100,67.0200,68.1200,66.8900
15,60.7700,60.1900,61.2100,58.5100,66.7400,69.0400,67.9400
16,61.1500,60.1800,61.8100,58.9100,68.8000,66.7600,67.2000
17,60.2100,58.4600,62.0400,61.1600,66.7800,68.6500,68.2800
18,60.0300,59.1300,61.2900,60.9400,70.2900,68.3400,66.8200
19,61.2100,59.9400,60.5600,60.7100,69.4400,67.3000,68.1300
20,60.3800,58.7600,59.5300,60.7500,68.8700,68.6000,67.5400
21,61.6400,61.0100,62.1300,60.8700,67.9200,69.3000,67.5100
22,59.9800,59.6100,61.2800,61.0000,69.1200,67.7600,67.7100
23,60.4900,58.0000,60.8800,61.1500,68.2300,68.5300,66.4600
24,59.4100,60.4400,58.1800,58.9200,69.0700,68.9300,67.4100
25,61.4400,60.9300,60.3100,59.7400,68.6200,68.7800,68.6300
26,57.8600,59.9100,59.6300,59.7000,69.1100,69.1300,68.2500
27,60.8700,61.6900,60.3500,61.7200,68.6400,68.1200,68.8400
28,61.1600,58.1600,59.4000,61.0200,68.5700,69.3700,67.8100
29,57.5500,60.9500,62.3600,60.3700,68.4900,68.3800,67.7700
30,61.3000,60.2000,61.1100,61.4200,69.0600,68.8700,67.4200
31,61.5700,59.6800,61.7900,61.0600,69.0600,69.8600,67.2600
32,59.6400,59.3800,60.0600,61.7400,68.5100,68.7400,67.3000
33,61.5900,61.3000,61.3500,60.1900,68.3600,68.6700,68.5400
34,62.1900,60.0700,61.9400,59.7500,68.5100,68.0000,68.1900
35,62.1400,60.8100,61.6900,61.2900,68.5300,68.2600,68.9500
36,60.3200,60.2300,61.9400,61.2400,68.2600,68.9500,68.7500
37,62.2200,61.2800,62.2700,59.9800,69.1900,68.1200,67.7700
38,61.8100,59.6900,63.2100,60.1600,68.9600,68.7100,68.0700
39,61.0100,59.8200,63.3500,60.0200,68.6100,68.4600,68.8600
40,61.6100,60.1900,62.9700,60.8800,68.7700,68.6800,69.0800
41,60.6800,61.3400,62.4700,61.4400,69.7000,67.7300,68.6700
42,60.8900,61.7400,62.3400,61.3800,69.5200,68.9300,69.0800
43,61.4900,61.5300,61.7700,61.5100,69.4300,69.3300,68.9900
44,60.1900,60.6000,63.2600,61.6700,68.7400,68.6900,68.6700
45,59.6500,56.7500,62.3600,59.3100,70.3100,69.6100,68.9500
46,60.9000,58.4500,63.5000,61.0700,69.7800,68.3700,67.8000
47,61.0800,61.1500,59.8800,62.4000,69.3800,68.7000,67.9200
48,61.5100,60.2100,61.0700,61.1200,69.2800,69.0700,67.9500
49,61.3900,59.5100,62.6900,60.3500,69.8100,68.1800,68.3700
50,60.9200,59.4800,60.3500,61.8900,68.4800,68.1300,68.7500
51,61.5800,61.1400,63.2000,60.3000,68.8700,68.6400,68.3900
52,59.5000,61.4400,61.6100,61.6500,68.5300,69.3000,67.7000
53,61.7600,61.2200,63.4000,59.6200,68.2700,68.9800,67.6600
54,61.0500,60.5800,62.9400,61.9200,68.9500,69.0400,68.8400
55,60.8200,60.9400,62.9600,60.7900,68.1400,69.3500,67.6800
56,62.2400,61.9300,63.8300,62.4400,69.0700,68.5800,68.2000
57,62.2700,60.8000,62.0700,61.3100,68.5200,68.2900,68.2700
58,62.1200,60.9700,63.3500,60.3900,68.5000,68.7100,68.5000
59,60.9700,60.8700,64.1400,62.0800,67.8300,69.4200,68.3200
60,59.6000,61.5000,62.7200,60.7800,69.4600,68.6900,67.9400
