epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,23.3900,24.0600,14.5600,17.6300,50.9100,49.2200,17.9300
2,28.4900,35.0000,25.8600,30.2500,54.3200,55.4000,28.0500
3,39.8400,41.6200,38.7700,35.8800,57.5200,55.0200,41.8400
4,39.9300,44.6500,40.8400,37.7100,59.7300,61.1800,46.0400
5,44.7000,47.3400,40.7000,40.7100,61.9500,61.4700,48.6100
6,45.6600,48.4700,45.8500,38.5700,60.9700,61.5300,52.7700
7,49.6800,51.7800,48.7600,43.1200,62.8300,63.1100,54.3600
8,49.0300,51.4400,49.3900,42.5600,63.5700,63.0800,53.4300
9,50.5400,52.4600,49.0600,48.3200,64.4400,62.0600,57.1100
10,52.5600,53.1800,52.0200,48.5300,62.4100,65.3200,55.0100
11,53.6200,53.4500,51.9100,51.8800,65.0200,63.2400,58.1700
12,49.0100,53.4400,54.0600,47.9900,64.6100,64.8800,58.7500
13,50.3700,55.4400,54.0700,51.1700,66.1000,65.3000,58.7700
14,50.7200,56.3100,56.1300,51.9600,64.7800,64.4700,58.8300
15,54.4900,54.9700,54.5300,48.4500,65.7100,65.5100,60.2300
16,53.1100,56.4800,54.1400,51.3500,66.0100,65.8300,61.5000
17,56.0700,57.6600,52.6500,53.2400,66.5600,65.6300,60.6300
18,53.3500,55.2900,52.3300,52.9600,66.9800,66.7100,58.9300
19,55.8500,58.4500,54.2400,55.5000,65.0200,66.6900,61.0800
20,53.7400,55.9700,53.4900,52.6600,66.5200,67.0700,61.6700
21,56.2500,57.8900,55.0100,52.9400,67.1900,66.6400,61.3200
22,56.2900,58.2500,55.0500,52.0900,67.0000,67.0500,61.0200
23,55.9000,57.6800,57.0600,52.5700,66.5100,66.4200,63.0500
24,55.6000,55.2100,55.8600,52.7700,66.3000,67.0600,61.9600
25,56.8000,57.2700,54.4700,56.2900,67.9300,66.6200,61.8600
26,54.2300,57.4100,55.5900,57.0400,66.9400,66.5000,62.5900
27,55.0400,58.7100,57.7200,55.9800,67.2900,66.0900,62.0300
28,57.2700,59.0200,57.7200,54.1800,68.1200,66.4600,62.6700
29,58.1000,58.8100,57.0200,55.2600,66.6800,66.7200,62.5400
30,57.9000,57.8300,58.5200,55.6300,67.5800,67.0800,62.9200
31,56.1600,56.4500,52.4500,55.4200,67.0500,67.7000,61.7000
32,53.1000,57.7100,57.9200,57.6000,67.3000,66.8700,62.4500
33,57.1600,57.3200,57.8600,55.4800,67.2500,66.1700,64.5000
34,56.9800,58.3600,54.7500,58.1100,65.0900,67.5700,63.9200
35,58.3400,58.7100,59.9700,50.1300,67.2600,67.7800,63.8900
36,56.2300,57.2600,58.9800,52.2900,67.4500,66.6700,63.4100
37,58.3200,58.1500,56.8800,54.9900,67.6500,67.5100,63.8700
38,56.5400,57.5400,58.0400,57.2100,67.7500,66.8500,60.7300
39,58.8900,59.0800,57.1400,56.8400,66.8400,67.9300,63.4200
40,58.6800,58.2200,57.9200,54.8400,66.6000,67.3400,62.6100
41,56.0700,58.5600,58.7600,52.0300,67.4900,67.1600,64.4400
42,56.1900,59.8600,58.0000,57.8400,67.6900,67.8100,64.2900
43,56.9300,59.5800,59.5000,55.3800,68.0700,67.2500,63.1700
44,57.7600,58.2900,57.6300,56.2200,67.2600,66.2000,64.7000
45,58.7200,58.4700,59.4400,56.9200,67.8500,68.8600,64.1300
46,57.9900,58.2300,59.6300,55.9300,66.5400,67.8400,63.8700
47,57.6400,60.1100,58.5500,55.2600,65.7800,66.8700,62.9600
48,57.6600,58.9500,59.5100,55.2400,66.7000,68.5000,64.4100
49,56.0000,59.4000,59.3300,58.0400,68.3000,66.9400,65.0200
50,55.0000,59.8600,58.7700,57.8900,65.5600,66.9200,64.3400
51,57.2200,59.7600,58.7900,58.4400,68.2100,66.8300,64.1600
52,56.9700,59.2400,55.8400,55.6700,67.6600,67.4200,63.5700
53,58.3500,57.2200,58.6000,58.8800,67.6700,67.0000,64.5400
54,57.1000,59.1700,58.6000,57.8400,68.2100,65.7600,64.5700
55,54.1000,59.3500,58.6600,55.3800,68.0100,66.8800,62.8200
56,55.5700,56.9200,58.3100,56.3000,68.2600,66.9000,63.3200
57,56.2400,59.0400,59.7200,55.4200,68.5700,67.4700,63.8500
58,57.1400,56.5100,59.7200,59.1300,66.8600,68.2400,64.3400
59,57.9100,58.2400,58.7700,56.4200,67.0900,66.4900,64.6600
60,57.5400,57.5100,57.1300,55.1900,67.8000,68.2000,64.7800
61,63.4900,64.1000,64.4800,62.8800,72.4300,71.8800,69.1400
62,63.6500,64.2600,64.5300,62.9600,72.6700,72.3200,69.0900
63,63.9100,64.5100,64.8500,63.1500,72.8300,72.2200,69.2600
64,63.8600,64.4400,64.7900,62.9300,73.1200,72.4500,68.9900
65,63.9800,64.2400,64.9200,63.0100,73.0100,72.6200,69.4100
66,63.7300,64.5200,64.9900,62.9100,73.1700,72.6800,69.5200
67,63.7400,64.3700,64.8100,63.0300,73.4200,72.6900,69.3200
68,63.8900,64.2500,65.1000,62.6700,72.7200,72.7900,69.3800
69,63.6600,64.3800,64.9700,62.9300,73.2600,72.7300,69.2900
70,63.8800,64.6200,64.8300,63.0500,73.1500,72.7000,69.2900
71,63.8300,64.4800,64.8300,63.1600,73.1900,72.8700,69.2800
72,63.4000,64.1700,64.7000,63.0000,73.2500,72.4100,69.2000
73,63.5500,64.5100,64.6900,62.7200,72.9700,72.7300,69.2200
74,63.6600,64.4700,64.8500,62.7800,73.1800,72.7500,69.2000
75,63.5100,64.7800,64.9500,62.8800,73.0400,72.6700,69.2700
76,63.4500,64.4000,64.5500,62.6600,73.0300,72.7700,69.0500
77,63.6300,64.6500,64.8500,63.0800,72.9900,72.4200,69.0500
78,63.2700,64.6000,64.8400,62.8500,72.9300,72.7000,68.8900
79,63.4900,64.5800,64.8200,62.8600,72.9200,72.7800,69.2300
80,63.2300,64.6500,64.7400,62.9200,73.0100,72.7200,68.9600
81,63.8000,64.7900,65.0000,63.1200,73.1600,72.7800,69.2000
82,63.7900,64.6300,65.0800,63.1600,73.0400,72.8600,69.1500
83,63.6400,64.5300,64.9700,62.9600,73.1900,72.9500,69.2300
84,63.7100,64.5500,65.0000,63.1300,73.1600,72.8400,69.0200
85,63.7100,64.7000,65.0700,62.9400,73.3800,72.7700,69.2600
86,63.6300,64.6300,65.0900,63.1200,73.2300,72.7100,69.2400
87,63.6100,64.7500,64.9900,62.9900,73.2600,72.8100,69.2400
88,63.8400,64.7000,65.0500,62.8800,73.1900,72.7700,69.2100
89,63.8600,64.8100,64.9500,62.9100,73.1400,72.6500,69.1700
90,63.7700,64.7700,64.9200,62.9900,73.0100,72.8600,69.3200
91,63.8600,64.5700,64.9500,63.0500,73.2400,72.9700,69.3500
92,64.0100,64.7900,65.0900,62.9600,73.0000,72.9700,69.2500
93,63.7300,64.7200,65.0800,62.9100,73.0200,73.2000,69.1800
94,63.8300,64.6100,65.0500,63.1500,73.1200,72.9600,69.3900
95,63.9000,64.7100,65.1500,62.9900,73.2400,72.8300,69.3700
96,63.8300,64.5100,64.9900,62.9300,73.2300,72.7900,69.0400
97,63.7300,64.6800,64.9700,62.9100,73.1400,72.7500,69.2000
98,63.6400,64.7800,64.8700,62.9600,73.2700,72.7800,69.1300
99,63.7800,64.3900,65.0500,62.8300,73.1600,73.1300,69.1000
100,63.6600,64.8400,65.0800,62.8700,73.1500,72.8900,69.2500
