epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
37,66.6400,67.0700,67.1500,67.3600,66.5400,65.5800
38,67.4300,66.3500,65.1300,67.6800,66.9300,65.3700
39,67.4600,66.7900,66.4400,67.1800,67.3100,64.1700
40,67.1700,66.6700,67.7700,66.2700,66.7400,64.5600
41,65.5700,64.9500,65.5500,65.7100,66.2300,65.2300
42,65.6200,66.2800,65.0900,66.4800,63.7900,65.7600
43,68.1800,66.7100,66.8900,66.7800,67.0800,65.9500
44,67.3500,66.8200,66.5400,66.7800,66.8200,64.0800
45,68.4400,66.1300,66.3200,67.0000,66.7100,65.2000
46,67.0800,67.2400,65.5800,67.2500,66.8400,65.1900
47,66.3600,66.4900,65.2800,67.0700,66.7100,64.8200
48,66.3900,64.8700,64.4700,66.2100,63.6800,65.6700
49,65.8600,66.0900,66.0800,66.9800,65.1400,65.7000
50,67.2100,67.0800,64.9400,68.0800,66.3200,65.9200
51,66.7000,66.9300,64.3800,66.9900,66.0000,66.6000
52,66.1400,67.6000,66.4700,67.9700,67.7900,63.4200
53,66.2500,66.5600,66.0000,67.6900,66.6700,65.2000
54,66.2200,66.3100,65.9200,67.2700,66.2300,63.7600
55,65.8900,67.2600,66.1700,66.1900,66.0200,65.0700
56,67.4300,66.8400,64.8700,65.9600,67.4900,64.8500
57,65.9300,65.3500,64.9600,66.0900,66.4300,65.6900
58,66.8000,64.4800,64.6900,66.5400,65.1600,64.1700
59,66.0300,65.0300,66.9500,66.6100,65.4900,65.8400
60,65.8700,67.5400,65.2500,66.2900,65.7800,64.7900
61,71.7200,71.7900,71.4400,72.2700,71.5500,70.3500
62,72.1200,72.4100,72.0000,72.3200,72.0000,70.6500
63,72.4500,72.5300,72.2300,72.8700,72.2500,70.5500
64,72.5200,72.5600,72.6500,72.8800,72.3800,71.1500
65,72.7900,72.9600,72.5900,72.9900,72.4400,70.7600
66,72.8900,72.9800,72.4600,73.0500,72.5600,70.9800
67,73.1300,72.7700,72.5200,72.9000,72.8500,70.8900
68,73.1300,73.0700,72.7400,72.6600,72.7700,71.1300
69,73.1400,73.0200,72.7200,72.8600,72.5400,71.0300
70,73.0900,72.9400,72.9100,72.9300,72.6200,71.4000
71,73.1400,72.9800,73.1800,72.8200,72.6700,71.1300
72,73.1300,72.9500,73.0900,72.8700,72.6000,70.8800
73,73.3700,72.8200,73.2400,72.9900,72.4200,71.2900
74,73.4300,73.0900,73.1700,73.1500,72.5600,71.2100
75,73.2200,73.2600,73.0700,72.9200,72.3800,71.2500
76,73.2900,73.2700,73.4500,73.1500,72.4400,71.1200
77,73.4300,73.2800,73.4000,73.0600,72.5900,71.2100
78,73.6400,73.2800,73.3900,73.1500,72.5200,71.2500
79,73.3600,73.2200,73.2400,72.9500,72.7100,71.3700
80,73.4300,73.3000,73.3800,73.0900,72.6900,71.2100
81,73.5000,73.3600,73.4600,73.1000,72.6800,71.3400
82,73.4600,73.4000,73.1700,73.1600,72.6600,71.3600
83,73.3700,73.4700,73.2500,73.0700,72.5600,71.2000
84,73.5700,73.5000,73.2300,73.0500,72.7700,71.5400
85,73.6500,73.6300,73.4500,73.0100,72.6200,71.5700
86,73.4700,73.3700,73.5000,73.1600,72.8100,71.4500
87,73.4800,73.4500,73.4100,73.1600,72.7900,71.4100
88,73.5700,73.4900,73.4300,73.2700,72.6300,71.5800
89,73.7500,73.5600,73.5400,73.1900,72.6700,71.3800
90,73.5600,73.4900,73.4700,73.0900,72.6100,71.5500
91,73.5000,73.4700,73.4400,73.0800,72.7100,71.4400
92,73.6700,73.4700,73.4600,73.0600,72.8000,71.6300
93,73.4800,73.5800,73.6100,72.9800,72.7600,71.4700
94,73.7200,73.6000,73.3900,73.3300,72.6600,71.6500
95,73.6300,73.5200,73.4100,73.1300,72.7500,71.6600
96,73.7200,73.7200,73.4600,73.2000,72.7700,71.5300
97,73.5800,73.5000,73.4700,73.2700,72.6900,71.5700
98,73.5300,73.6200,73.5300,73.0600,72.7400,71.5100
99,73.6200,73.4600,73.3500,73.3100,72.8000,71.5700
100,73.7200,73.5600,73.5100,73.2000,72.9100,71.4600
