epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,53.4600,63.7300,64.2300,64.6200,71.6400,70.2800,65.1300
2,60.0000,68.8500,68.1100,68.2000,73.0600,70.0300,69.3300
3,61.3600,70.0000,69.8000,69.9000,71.8900,70.2600,70.2600
4,61.9700,70.4800,72.9200,71.7100,72.2500,71.3900,70.1400
5,62.8400,71.6900,71.8400,71.1000,72.7500,72.8600,70.6500
6,64.2200,71.1900,72.4400,71.7000,73.7900,73.5400,72.4500
7,65.8200,72.8700,72.2500,71.9700,74.2900,74.4900,70.4500
8,63.8200,72.8100,72.8500,72.3700,72.3700,73.2100,71.0900
9,64.3400,73.2600,73.1400,72.5200,73.2300,72.6600,73.0400
10,67.1100,73.6600,73.5000,73.4600,74.6900,73.7000,74.0400
11,66.8900,73.3800,73.0800,72.7200,73.6600,73.9900,73.2700
12,65.8900,73.3500,73.1500,72.7800,74.4900,73.7400,73.1800
13,66.0100,73.8000,73.4500,72.1800,74.2000,74.8200,72.6900
14,66.8000,73.2700,74.3900,73.1700,73.4000,73.8200,74.0100
15,67.0200,73.5500,73.7600,72.5200,74.5400,74.1200,72.8800
16,67.2300,73.1200,73.6600,74.3000,74.3800,74.7000,73.5200
17,66.1600,73.0900,74.1700,73.6900,75.0500,74.5900,73.0200
18,66.7000,73.4600,74.7000,74.0400,74.4400,74.5100,73.6100
19,67.1800,73.7600,74.0300,74.3700,74.8900,74.5300,73.4900
20,67.4100,73.9000,74.4300,74.4000,74.8100,74.7900,74.0700
21,67.9700,73.9000,74.9900,74.4300,74.8100,75.0700,73.6700
22,67.2500,74.3100,73.5900,73.6200,74.5200,74.7000,74.0200
23,66.0400,72.7100,74.6000,72.5100,74.8000,74.9000,73.0000
24,68.3300,74.3100,74.0400,73.4000,74.2000,74.0300,73.7400
25,67.3800,74.2200,74.9000,74.0400,74.9600,75.1000,73.2700
26,67.8900,74.3100,74.5700,74.0900,75.0700,75.2300,74.1300
27,67.8200,73.9200,73.8300,73.2500,74.6400,75.9000,74.9500
28,67.0300,73.8300,74.0500,74.1900,75.5500,73.9800,75.0400
29,67.8300,74.3100,74.0300,74.4200,74.8300,74.5500,74.4600
30,67.2000,74.1600,74.6600,73.7500,74.4000,74.0900,73.6300
31,67.8100,73.7000,74.8400,74.5300,74.8400,75.7000,73.7100
32,67.6600,74.0800,74.2000,74.1100,75.4400,75.2200,75.0500
33,68.1400,73.6800,74.9900,74.2500,73.9200,75.3000,74.0000
34,67.1300,73.9000,75.3400,73.3900,75.2800,73.2200,73.3800
35,67.8900,74.5800,74.8500,73.0800,76.4100,74.3600,74.0800
36,68.1200,73.9300,75.0100,74.6000,74.7600,75.6600,74.8800
37,67.2100,74.0900,75.0800,74.8300,75.3100,75.0700,73.9300
38,67.7800,74.5700,75.5600,73.6700,75.2400,75.5900,74.2400
39,67.7500,74.4600,73.0600,73.9600,75.4800,75.4300,74.6000
40,67.8200,74.6000,74.7700,75.1600,74.8600,73.7800,73.9700
41,68.3000,74.4200,75.0400,74.5900,74.9400,74.7200,73.9700
42,68.5700,74.8800,75.0000,74.7400,74.2900,75.3000,74.3400
43,68.4900,74.6400,74.2800,73.5300,74.8200,75.4400,74.2900
44,67.4500,74.4500,74.4400,74.3900,75.1500,75.1500,74.4800
45,66.6200,74.2200,73.9300,73.3200,73.7800,75.6300,73.1000
46,67.6200,74.7600,74.0700,73.9600,75.3500,75.4900,74.0100
47,67.7200,74.1100,74.4400,73.8300,75.9700,74.6500,74.3200
48,67.2600,74.6800,74.5900,73.9000,76.4100,75.1300,74.5500
49,67.4400,74.8600,75.2600,74.4400,74.7900,74.7800,73.5900
50,68.3200,75.0700,73.6600,73.2700,74.8400,75.0000,74.7900
51,67.9200,75.0200,73.5900,74.7300,75.4200,75.5100,73.7500
52,67.4300,73.3000,75.1600,74.1800,74.7400,74.4700,73.6300
53,67.7600,73.5400,74.6100,72.5700,75.6200,75.2800,74.1400
54,67.3900,74.6100,72.5100,73.0100,75.4300,75.1200,73.2700
55,68.4600,73.4600,74.6900,73.4400,74.6300,74.0700,73.0100
56,68.0200,74.1700,74.0900,73.4200,74.9200,74.6200,74.1100
57,66.9200,74.1500,74.2600,73.9700,74.9100,75.1800,73.9600
58,68.1300,74.0000,74.9900,74.5600,75.0700,75.0500,74.7700
59,68.0800,74.1800,73.5900,73.9000,75.2000,75.3700,74.0900
60,67.6600,74.1000,73.9600,74.3600,75.0800,75.6000,74.2600
61,72.3500,78.1000,78.9600,78.6500,79.5100,78.8900,78.3200
62,72.4200,78.4600,79.2100,79.0300,79.5800,79.6000,78.5700
63,72.4800,78.3900,79.2700,79.2200,80.0000,79.4900,78.6400
64,72.7100,78.4000,79.4300,79.3000,80.1000,79.7000,79.0200
65,72.8200,78.5400,79.4100,79.1700,80.2900,79.6300,79.0300
66,72.8800,78.6800,79.7000,79.3400,79.9500,79.7000,79.1600
67,72.9000,78.7400,79.5600,79.2700,80.3800,79.6700,78.9800
68,72.9700,78.6900,79.5400,79.1700,80.1800,79.8000,79.1400
69,73.1400,78.5700,79.4500,79.2700,80.2500,79.8700,79.0500
70,73.0200,78.8500,79.4800,79.1200,80.2900,79.9700,79.1200
71,73.1100,78.8400,79.6700,79.2300,80.3900,79.8400,79.1100
72,73.2000,78.8600,79.7400,79.3800,80.3800,80.1400,79.3500
73,73.0800,79.1900,79.7900,79.3600,80.4000,80.0400,79.2800
74,73.1200,79.0300,79.9100,79.5900,80.3600,80.0400,79.2300
75,73.3100,78.9900,79.6400,79.3700,80.5700,80.0400,79.4300
76,73.0600,78.9500,79.9900,79.5600,80.4900,80.0300,79.3400
77,73.0800,79.0000,79.9200,79.5300,80.3300,80.2600,79.2100
78,73.2600,78.9400,79.9200,79.4700,80.7000,80.1600,79.1300
79,72.9800,79.1500,79.7800,79.4300,80.5200,80.4100,79.2800
80,73.2200,79.2600,80.1900,79.3900,80.6000,80.1000,79.2900
81,73.2500,79.1200,80.0100,79.4800,80.5500,80.2100,79.1500
82,73.0200,79.2300,80.1700,79.5500,80.6000,80.1600,79.3600
83,73.0400,79.1100,79.9400,79.6300,80.6300,80.2800,79.2300
84,73.0700,79.0000,79.9500,79.4400,80.6200,80.2200,79.3000
