n,par_fps,par_lat,pipe_fps,pipe_lat
1,13.1149,76.2163,13.1149,76.2163
2,26.1931,76.2773,30.0795,59.5772
3,39.3329,76.1363,57.0049,43.7145
4,52.3012,76.2970,100.8752,25.5067
5,65.3345,76.2778,186.9149,18.6994
6,78.2575,76.3530,200.1719,21.3784
7,91.1782,76.4134,221.7904,23.4027
8,104.0014,76.5183,232.6767,25.3663
