epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,57.8100,56.9300,57.5200,57.6000,58.0800,26.8900
2,58.3200,58.7400,58.6500,58.5300,58.8100,33.7000
3,59.7900,59.0400,59.2600,59.5000,58.4400,40.1200
4,58.6500,58.8600,58.0800,56.6300,57.9200,36.7800
5,58.8000,58.8300,58.3000,58.0900,57.5300,40.2700
6,58.0800,58.7700,58.5300,59.6300,58.7700,43.7300
7,59.2000,58.7800,58.5800,59.1800,54.9600,43.7000
8,59.2300,60.3700,58.9600,59.6600,59.1000,45.1000
9,58.5700,59.6000,59.5800,58.6500,59.3500,44.2900
10,56.8100,57.9100,58.2400,59.3600,59.1400,42.4300
11,60.1300,59.5400,59.7300,59.9100,59.1200,45.9900
12,59.5000,59.3500,59.4800,57.8400,59.3900,48.6900
13,58.0900,59.2500,58.3300,58.2000,59.4800,48.5700
14,60.0200,59.3600,59.3200,59.5400,59.7700,47.5700
15,60.1200,60.2600,57.3800,59.7000,57.6300,48.2100
16,59.3900,58.7600,59.4400,58.9600,59.3300,49.9400
17,57.9600,59.4400,59.1000,58.7700,59.2100,48.6200
18,60.0300,58.0000,57.2400,59.1300,59.9600,48.9300
19,59.7300,59.2500,59.1800,60.2200,58.2900,50.3700
20,59.0200,57.3500,59.7900,59.7300,59.7900,49.5400
21,59.7200,59.4000,58.6700,59.6000,59.5300,49.0900
22,59.6900,59.8500,59.2500,59.5800,58.3100,47.3400
23,59.1300,59.6700,59.1800,59.6500,59.5800,50.1800
24,59.2600,59.3100,59.7200,58.5800,59.3500,50.1600
25,60.8300,59.7000,60.3400,60.7600,59.1500,50.9700
26,59.1800,60.2300,59.8600,59.1800,59.0000,49.6800
27,59.0800,59.9500,57.3800,59.2000,59.3600,50.7100
28,58.7300,60.2200,59.5500,58.6400,59.5700,50.0800
29,59.6700,60.7300,59.1900,60.1500,59.3200,49.3600
30,58.8400,60.0000,58.8900,57.0800,59.2500,51.1600
31,59.0900,59.1600,59.7000,59.5700,60.1200,49.3300
32,59.2700,60.6100,59.7500,58.8800,59.1600,50.9200
33,59.7900,59.4200,60.3200,59.9500,58.7200,51.0900
34,59.4900,60.2900,60.8200,61.0000,58.3400,49.3300
35,59.4000,58.5400,58.9700,59.1400,59.6500,47.2100
36,60.1000,60.2200,60.0300,59.7100,58.5300,51.5700
37,58.4100,59.4100,58.5200,57.9800,59.1100,52.5100
38,59.8200,59.9900,60.3900,59.7200,59.2400,49.1900
39,61.1800,60.0900,59.8900,60.5700,61.3700,52.4400
40,59.1100,60.5300,59.0800,59.8300,58.6400,51.8100
41,60.1200,60.2000,59.4600,59.9400,60.1800,50.7300
42,60.7000,60.5000,59.5200,60.1200,60.4500,53.0200
43,60.2900,59.7800,60.0900,60.4200,60.1400,53.9600
44,57.4700,60.3100,58.9400,58.9000,59.5500,51.9700
45,58.9700,58.8000,59.8900,59.5500,59.4000,51.6300
46,60.0900,60.7800,59.9000,59.9700,60.4000,51.8600
47,59.8900,59.4200,59.9300,59.8700,59.6100,53.6000
48,60.2300,59.7900,61.1000,59.6700,59.2100,52.8000
49,59.9200,60.2500,59.4700,60.5000,60.1200,52.4900
50,59.8100,60.2800,59.7700,60.4100,59.6900,53.0700
51,59.8100,60.2900,60.3700,60.6700,59.7600,48.9000
52,59.8600,61.3200,58.7500,59.2200,60.9400,49.7500
53,59.0100,61.0500,60.5000,60.9300,61.0100,53.2900
54,59.9300,59.6200,59.2200,59.4000,60.4300,53.8800
55,59.8300,60.3000,58.8200,59.0500,59.3600,54.3800
56,60.6900,60.1700,59.4300,59.7500,60.0100,51.2800
57,61.0300,61.2800,59.9000,61.2400,60.1300,52.6000
58,60.3200,61.0600,61.0800,60.8600,60.2000,52.6300
59,60.3900,59.7400,60.7300,60.2800,58.2600,53.3300
60,60.3400,60.8900,61.3000,61.0500,60.6600,52.1000
61,65.1600,65.0300,65.3500,65.3200,65.3500,59.0800
62,65.7100,65.3000,65.7200,65.6800,65.6200,59.4100
63,65.6800,65.9600,65.6300,65.8600,66.0300,59.7200
64,65.7400,66.1100,65.9000,66.1300,65.8600,59.8900
65,65.8000,66.0900,66.0600,65.7000,66.1900,59.7000
66,65.8500,66.1100,66.0700,66.0400,66.0500,59.7700
67,66.3000,66.2800,66.0100,65.8300,66.4900,59.7000
68,65.8500,65.8700,65.9400,66.0400,66.5300,60.0700
69,65.7700,66.1600,65.8300,66.2200,66.1300,59.9700
70,66.2900,66.3800,66.2200,66.3300,66.4800,60.2100
71,65.8600,66.0600,65.7900,65.8500,66.1900,59.9500
72,66.2400,66.4300,66.0100,66.3100,66.1400,60.2000
73,66.1700,66.5700,66.0100,66.1100,66.0400,59.7900
74,66.0300,66.3500,66.0000,66.5000,66.4600,60.1300
75,66.4100,66.1800,66.3000,66.2400,66.4900,60.2700
76,66.3200,66.1700,66.0900,66.5600,66.4200,60.4600
77,66.4500,66.1800,66.2400,66.7600,66.0900,60.5100
78,66.1500,65.9600,66.0200,66.4100,66.2400,60.2900
79,66.0400,66.0900,65.9200,66.0600,66.1600,60.2900
80,66.2100,66.1200,66.2300,66.3300,66.1000,60.4700
81,66.2900,66.2100,66.4000,66.3400,66.4000,60.4900
82,66.3900,66.1400,66.4600,66.7700,66.5500,60.8200
83,66.1900,66.1300,66.2300,66.5000,66.8300,60.7600
84,66.4300,66.5100,66.3300,66.5000,66.6900,60.6500
85,66.5300,66.2900,66.4200,66.6200,66.6200,60.6500
86,66.5900,66.2300,66.3800,66.7700,66.5600,60.7000
87,66.3900,66.2900,66.1500,66.5900,66.5500,60.5800
88,66.8300,66.4200,66.4900,66.8200,66.6600,60.9000
89,66.3000,66.3100,66.3100,66.8000,66.7000,60.6700
90,66.5500,66.0800,66.4200,66.8000,66.6800,60.6900
91,66.3700,66.1900,66.2300,66.4900,66.5900,60.4500
92,66.6600,66.2900,66.4800,66.7400,66.6200,60.6900
93,66.4600,66.3700,66.4000,66.8800,66.5200,60.7000
94,66.4600,66.2500,66.5200,66.8700,66.6500,60.6800
95,66.5000,66.3200,66.5300,66.6800,66.5700,60.7000
96,66.2800,66.4500,66.5700,66.6800,66.7000,60.7700
97,66.4600,66.4400,66.3900,66.5800,66.7500,60.8200
98,66.6400,66.5800,66.5900,66.6900,66.5400,60.7300
99,66.5300,66.2900,66.2600,66.5300,66.8600,60.4900
100,66.2700,66.4900,66.4200,66.7000,66.5900,60.6800
