epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
66,72.0400,72.3400,72.3200,72.1600,71.6300,70.8100
67,72.3100,72.5900,72.3600,72.2500,71.4500,70.8100
68,72.4700,72.6900,72.3500,72.2900,71.6700,70.8300
69,72.3800,72.8000,72.2400,72.1500,71.7400,70.8100
70,72.5600,72.8100,72.4200,72.1300,71.6000,70.7000
71,72.6000,72.9100,72.5700,72.3900,71.9200,70.8400
72,72.5300,72.8200,72.3700,72.3500,71.6400,70.9600
73,72.6100,72.7400,72.6300,72.4100,71.8800,70.6600
74,72.6700,72.9900,72.6800,72.5900,71.7000,70.7400
75,72.7700,72.7700,72.6900,72.6300,72.0100,70.6100
76,72.5900,72.9400,72.7400,72.6800,71.7800,70.9400
77,72.7100,72.8400,72.5000,72.6800,71.8800,70.9500
78,72.5500,72.9700,72.7000,72.6000,71.8400,70.9700
79,72.6300,73.1700,72.6600,72.6500,71.7400,70.9700
80,72.7700,73.0100,72.7700,72.7000,71.9100,70.8000
81,72.9200,73.0200,72.7400,72.8200,72.1100,70.8200
82,72.7900,72.7900,72.7700,72.7700,71.9700,70.9700
83,72.8100,73.1100,72.7300,72.6900,72.0700,70.9900
84,72.9400,72.9800,72.6800,72.7600,72.0200,71.0400
85,72.9800,73.0900,72.6600,72.7500,72.1300,71.0100
86,72.8900,73.0300,72.9600,72.8100,72.2000,71.0100
87,72.8300,72.8800,72.6800,72.5500,72.1700,71.0200
88,72.9800,72.9500,72.7700,72.6000,72.0800,71.0100
89,72.9000,73.0000,72.6900,72.8800,72.2100,70.9900
90,72.9700,73.0300,72.8100,72.6100,72.2500,71.1100
91,72.7800,72.9300,72.6400,72.8100,72.3200,70.9600
92,72.9800,73.0800,72.8600,72.6500,72.1700,71.0400
93,72.8900,72.9100,72.6000,72.6200,72.1500,71.0200
94,72.8300,73.0500,72.7500,72.6900,72.1600,71.0500
95,72.8200,72.9400,72.8200,72.8500,72.2600,70.9400
96,72.9100,73.1100,72.7200,72.6500,72.1800,71.0500
97,72.7600,72.9400,72.7300,72.7600,72.1900,71.0300
98,72.9300,73.2000,72.8100,72.7900,72.1200,70.9500
99,72.9600,73.1100,72.6200,72.7500,72.1300,70.9900
100,73.0700,73.1100,72.8500,72.8300,72.2000,71.0000
