epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,71.9000,71.3500,73.1200,70.0300,69.4000,71.1600,68.4700
2,70.9800,71.1200,70.4300,70.8800,69.8400,71.1100,69.0300
3,70.4200,72.1300,70.1000,70.9700,68.9400,71.2600,70.4700
4,71.6500,68.3500,71.2400,70.7700,71.1100,69.7500,70.1600
5,69.9000,69.9400,69.4600,70.3100,71.4500,70.7700,69.8100
6,71.3100,71.7800,70.5500,71.0300,72.6500,70.5900,68.9800
7,70.7600,71.6900,70.8900,69.7500,70.3900,71.9800,70.3100
8,70.5300,70.9900,70.7800,71.2600,71.6100,72.2000,69.6900
9,71.2600,71.9200,71.7800,71.2800,71.2500,71.5700,71.6600
10,70.9900,70.6600,72.6200,70.6400,71.0400,70.8700,71.5200
11,71.6300,70.9700,70.7400,70.4000,71.2000,69.9500,70.5800
12,71.7800,71.7600,71.5000,72.0400,71.4700,70.5200,71.2700
13,71.6200,71.5300,70.7700,69.7600,70.2100,70.8000,70.5800
14,71.0200,72.0600,70.4700,70.2600,70.6700,70.0000,71.3600
15,70.9000,71.1400,70.7500,70.4800,70.5800,70.6700,71.6100
16,71.5000,69.9600,70.4500,71.4500,70.7700,70.7900,70.6000
17,69.6300,70.7100,71.8100,71.0600,70.7500,71.9200,71.2200
18,69.9400,70.8800,69.6800,70.4200,71.7500,68.6600,70.3000
19,70.0700,71.3900,71.7800,71.2600,71.5400,71.8800,70.4100
20,69.9000,69.8300,69.9800,71.1500,71.4700,71.4600,69.4800
21,71.4400,68.6300,71.3500,70.6400,71.8400,71.2000,68.8700
22,70.0900,70.3200,71.5300,72.0200,70.8000,72.2900,70.7100
23,70.6700,70.0100,70.0700,69.5900,70.5600,70.6400,69.5900
24,71.4100,70.0600,68.7200,70.5900,71.4100,71.4900,71.3600
25,71.0500,70.7100,71.2600,70.1500,71.1300,69.6200,70.9900
26,71.6700,71.5100,70.3800,69.7500,69.0200,69.7400,70.5000
27,70.2200,67.7500,70.5100,71.3500,70.4700,71.0000,69.6300
28,70.3100,70.8400,71.6100,69.9600,71.1100,69.8600,69.5500
29,68.4100,69.4000,71.7000,69.9400,71.5100,71.3200,70.3600
30,70.6000,70.4400,71.6100,71.7900,71.4500,70.7400,70.3500
31,70.2400,70.3600,69.8400,69.5700,71.2900,70.8000,69.4000
32,70.9800,69.4500,71.6200,69.8700,69.7200,70.6300,70.4600
33,70.7100,70.0100,69.7800,70.9300,68.6500,70.9200,70.8000
34,69.6100,71.0000,69.8500,69.8400,71.2800,70.5100,69.2200
35,70.9700,70.2100,69.5100,71.1800,71.7000,69.7000,71.9200
36,71.2700,69.8200,70.3400,71.4200,71.6700,71.1800,69.8400
37,70.9900,68.9300,71.1900,69.7000,71.5000,69.4400,71.8700
38,69.3800,71.4200,72.5100,70.0200,69.4200,71.0800,70.8400
39,69.5700,70.1200,71.4000,70.4100,70.6100,70.8000,69.8700
40,69.3600,69.9100,70.0500,69.6300,70.5300,71.3200,70.7300
41,71.0100,70.2000,71.2000,69.8100,70.4500,69.7500,72.2300
42,71.4400,71.6000,68.4100,69.6300,71.0900,72.1300,70.3700
43,69.9300,70.6900,69.9700,70.4500,69.5500,70.4400,69.0600
44,70.3300,68.2400,70.7700,71.3800,71.0800,72.4800,70.6900
45,71.4100,70.3600,69.8500,68.2500,71.1100,71.1700,69.2800
46,70.7200,71.6600,69.2500,70.0000,70.6200,70.0000,71.4200
47,68.8800,69.9900,71.3400,71.4500,70.0400,70.2300,69.6800
48,69.8000,69.8900,70.7200,70.2600,70.0400,69.6800,71.5800
49,69.0600,71.1800,68.7700,70.3000,71.2600,69.3500,70.1300
50,71.5200,69.6500,71.4800,70.7000,70.5700,71.4200,70.8300
51,71.5600,71.3800,71.5200,70.3600,70.8000,71.3200,71.5100
52,70.2700,68.7900,70.8600,70.1900,69.8100,71.0800,69.0800
53,70.2600,71.3800,70.8900,70.2100,70.1500,67.9700,70.1400
54,70.1500,70.4200,69.7300,69.2500,71.2500,70.5300,70.7100
55,70.0300,70.7900,70.5100,70.6300,70.5600,69.4900,70.2700
56,70.0900,71.6900,71.1100,70.2400,70.6400,71.4300,70.5500
57,70.4200,70.4600,71.9800,70.7500,69.1800,70.8400,70.2800
58,70.4900,71.2200,71.2600,70.0100,70.4600,71.3300,70.7600
59,68.9300,72.1800,69.7800,69.6000,70.5600,71.1300,71.7100
60,69.6700,71.5300,69.0600,68.7300,70.9800,70.5800,71.1000
61,75.7700,76.2000,76.3200,76.3300,75.9800,76.1900,76.0100
62,76.4400,76.6900,76.6600,76.9700,76.4100,76.5900,76.6300
63,76.7200,76.9500,77.0000,77.0300,76.4400,76.7200,76.5900
64,76.6100,77.0700,76.9400,76.9300,76.7400,77.0000,76.8800
65,77.0100,77.3300,77.1000,77.3500,76.9400,77.0500,77.1400
66,76.9100,77.2200,77.2100,77.3300,77.0000,77.2500,76.9900
67,76.8700,77.3700,77.3700,77.2000,77.0200,77.2500,77.1500
68,77.2400,77.2800,77.3500,77.1200,77.1000,77.2600,77.4200
69,77.4900,77.3300,77.4000,77.5100,77.0500,77.2100,77.4100
70,77.2900,77.0300,77.3300,77.3300,77.2500,77.5100,77.3100
71,77.2500,77.3700,77.4400,77.5100,77.3300,77.4400,77.5900
72,77.2100,77.3500,77.4600,77.3600,77.3400,77.5600,77.2500
73,77.2500,77.4000,77.6600,77.6400,77.3100,77.6400,77.3500
74,77.4700,77.6800,77.4500,77.7800,77.4600,77.4400,77.7300
75,77.4100,77.5600,77.6200,77.7500,77.4100,77.4700,77.4000
76,77.3600,77.6400,77.6300,77.7400,77.4400,77.6000,77.5900
77,77.4900,77.5400,77.7000,77.5800,77.6100,77.6600,77.6900
78,77.4700,77.5700,77.6600,77.6700,77.4000,77.5400,77.7100
79,77.4900,77.7600,77.7200,77.7200,77.4400,77.5400,77.6000
80,77.5100,77.7300,77.8000,77.7800,77.6800,77.3800,77.8100
81,77.5000,77.8300,77.7800,77.7300,77.4800,77.3700,77.9100
82,77.6800,77.8600,77.6900,77.6300,77.5800,77.3800,77.6700
83,77.4100,77.6100,77.8100,77.4900,77.5100,77.3100,77.7100
84,77.6000,77.5700,77.6000,77.6600,77.5700,77.5900,77.6800
85,77.4700,77.7800,77.6400,77.6900,77.5800,77.4600,77.6900
86,77.4600,77.7900,77.7200,77.8300,77.5500,77.4900,77.7500
87,77.4700,77.7900,77.6400,77.7600,77.6000,77.4100,77.7300
88,77.7200,77.6900,77.7800,77.7800,77.6600,77.5600,77.8200
89,77.5300,77.8500,77.5900,77.5600,77.5400,77.5000,77.5900
90,77.5300,77.6400,77.6600,77.6100,77.6100,77.5000,77.8000
91,77.5300,77.5700,77.6100,77.7000,77.6000,77.5400,77.6800
92,77.5200,77.7100,77.8300,77.7500,77.5200,77.6000,77.7500
93,77.6100,77.6900,77.5500,77.6300,77.5200,77.4600,77.6700
94,77.4400,77.6700,77.5700,77.6800,77.6200,77.6600,77.7900
95,77.3800,77.7300,77.7100,77.6900,77.6900,77.5800,77.8100
96,77.5900,77.5700,77.5900,77.7500,77.5900,77.5300,77.7600
97,77.6300,77.6400,77.7900,77.7600,77.6400,77.4000,77.6300
98,77.4700,77.6100,77.7500,77.6700,77.5100,77.4300,77.8200
99,77.5900,77.6100,77.6500,77.7200,77.6600,77.6200,77.7200
100,77.4900,77.6900,77.7400,77.7100,77.6500,77.5500,77.8900
