epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
49,59.5100,59.1500,60.7200,60.2300,59.5700,59.3700
50,60.0800,59.9500,60.1900,60.1200,60.0100,59.7000
51,60.2200,60.6200,59.5400,60.3100,59.7200,58.7200
52,58.7700,60.1800,60.9300,60.5400,58.4800,59.5800
53,60.2900,61.4500,59.8200,59.5100,60.6900,58.2300
54,60.0700,60.9200,60.2800,59.8400,60.0200,58.3300
55,60.6000,60.8600,60.5100,58.9200,59.5300,58.1600
56,60.6300,61.2000,59.9100,60.6800,59.6300,60.1000
57,61.1500,59.9500,60.6900,60.0600,60.3600,60.7700
58,60.6300,61.0100,61.5100,60.4800,60.0100,60.2000
59,60.1500,60.0200,60.8400,60.6300,59.8600,60.0500
60,60.1400,60.5600,61.0600,60.0400,59.5400,60.2700
61,65.6300,65.3100,65.4500,65.5600,64.9600,65.0400
62,66.0300,65.6400,65.8800,65.8000,65.2400,65.1800
63,65.8600,65.7700,65.8100,66.0000,65.6700,64.9700
64,66.3400,65.8300,66.2600,66.1800,65.8100,65.5300
65,66.4700,66.0900,66.3600,66.0500,65.7000,65.6100
66,66.5300,66.1400,66.5300,66.1400,66.1100,65.4900
67,66.4900,65.9300,65.9500,66.0200,66.1600,65.5900
68,66.6600,65.7700,66.1900,66.2100,65.6100,65.8800
69,66.9200,66.3500,66.2700,66.0100,65.7000,65.8700
70,66.7500,66.6400,66.5900,66.2600,65.7100,65.6800
71,66.5800,65.9900,66.3400,66.2400,65.7400,65.7100
72,66.6800,66.0000,66.4900,66.1500,65.8800,65.9200
73,66.6200,66.3300,66.4700,66.3500,65.8600,65.7200
74,66.7600,66.4100,66.6900,66.4700,65.9100,65.8200
75,66.7400,66.2600,66.4700,66.3500,66.1200,66.0200
76,66.5600,66.4500,66.6500,66.3900,65.8200,65.7600
77,66.9500,66.3300,66.2800,66.4900,65.6400,65.9200
78,66.7800,65.9500,66.3900,66.5400,65.7300,66.0300
79,66.6100,65.8800,66.7000,66.4500,66.1200,65.5600
80,66.5900,66.3500,66.2500,66.5100,65.9000,66.0700
81,66.8900,66.6000,66.7000,66.6200,66.0400,66.0800
82,66.9200,66.7200,66.7200,66.6100,65.9600,66.1200
83,66.8100,66.3800,66.7000,66.7100,65.8900,66.0300
84,66.8300,66.5300,66.8400,66.7100,65.9400,66.1000
85,66.9900,66.6700,66.6800,66.6800,65.9700,66.0000
86,66.9700,66.3200,66.8300,66.6600,66.0900,66.1400
87,66.9500,66.4600,66.6000,66.6000,66.2200,66.1200
88,67.2700,66.6200,66.7200,66.7600,66.1900,66.3000
89,66.9400,66.4100,66.6000,66.4800,65.9400,66.3500
90,67.1300,66.4600,66.6700,66.5900,65.7900,66.3200
91,67.0100,66.6500,66.7400,66.6500,66.0600,66.0500
92,67.0500,66.6700,66.9300,66.9200,66.0200,66.4200
93,66.9600,66.5400,66.8000,66.7400,66.0400,66.2500
94,67.0700,66.6400,66.9300,66.7400,66.0800,66.3500
95,67.0500,66.8500,66.7500,66.7700,65.9900,66.4400
96,66.9900,66.7500,66.7500,66.5200,66.1100,66.2900
97,66.9500,66.7400,66.7500,66.7500,65.8400,66.2700
98,66.9900,66.8300,66.7900,66.7900,66.1100,66.4400
99,67.0800,66.7400,66.7200,66.6900,66.1000,66.4100
100,67.0100,66.7800,66.9300,66.7200,66.0200,66.2600
