epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,58.1100,57.3700,57.2900,57.3100,57.9700,57.9900
2,57.9300,59.0700,59.1200,59.2700,58.6400,56.6000
3,59.6300,58.6600,59.2700,59.5500,58.0200,58.6900
4,58.5600,58.0100,59.4500,57.4800,58.5900,58.1600
5,58.5400,59.1500,57.8200,58.3400,59.1600,56.8300
6,58.5500,58.0300,59.0500,58.4600,59.6400,58.0800
7,58.2100,58.2900,59.3500,59.2600,59.4200,57.4400
8,59.3700,59.8100,60.4700,59.5700,59.5100,58.7800
9,59.1200,59.7600,59.8700,58.6600,58.8200,58.2700
10,58.7600,57.8500,58.7100,59.3800,59.5400,58.4600
11,60.0800,60.5800,60.2600,58.7200,59.0600,58.5000
12,60.4500,59.8600,59.9900,58.8000,59.5000,57.7100
13,59.2000,59.7000,59.7100,58.2200,59.3700,58.4700
14,60.1600,59.5700,60.4800,58.8500,58.8800,57.9300
15,59.8200,60.2200,59.3200,59.9000,59.7800,58.9800
16,60.0700,59.1100,59.8900,59.8900,59.3100,58.3700
17,59.2100,60.0700,59.1500,59.4800,59.8700,59.3100
18,59.5700,58.8400,59.6700,58.8400,59.3100,58.4700
19,60.0200,60.1300,59.7700,59.8000,57.7200,59.0000
20,59.2700,59.3700,59.6400,59.7400,59.4400,58.7900
21,59.3600,60.0400,58.7300,58.5100,59.6500,58.8600
22,58.7900,59.6900,60.5300,59.1900,59.4700,58.3800
23,60.0000,59.8500,59.1600,59.9500,58.6600,59.4400
24,59.3000,58.9700,59.3300,59.7500,60.5100,58.0500
25,60.6000,60.8800,60.1200,60.2900,59.0600,59.9200
26,59.4000,60.6300,59.0000,58.7200,59.8900,58.5100
27,59.6100,59.5500,59.8200,58.6800,58.8600,57.7000
28,59.2500,58.9600,58.7600,59.4100,59.0800,59.9600
29,60.9900,60.0500,60.5900,60.1200,59.8300,59.0400
30,58.7100,59.6500,58.0200,59.2400,58.7200,59.2800
31,59.7800,60.2800,60.5300,59.0900,59.4400,58.8800
32,60.0500,59.2200,59.8300,59.1000,59.6100,58.3400
33,59.8000,59.0000,59.9500,59.8000,59.5300,58.6000
34,59.7200,60.1800,61.2500,60.3700,58.7400,59.1000
35,59.3400,59.7300,58.9700,58.6600,59.6500,59.2600
36,60.5900,59.9800,59.8800,59.8200,60.2200,60.9200
37,59.9700,58.0000,59.3300,59.5800,60.0900,57.6500
38,60.9200,60.3200,59.7200,60.7600,60.2200,59.3500
39,60.3000,59.9200,59.9700,59.3000,60.1800,59.6400
40,59.9500,60.3000,60.6200,58.5500,60.4700,58.9900
41,59.8300,59.6100,59.6800,60.0700,58.9500,58.8300
42,59.7600,61.0800,59.4700,59.4500,59.2400,59.9300
43,59.5800,60.3400,60.2800,60.5500,59.2300,59.4800
44,60.1700,59.1900,59.1800,59.0800,58.8500,58.6100
45,58.3000,59.9500,59.4400,59.4900,60.0000,59.8000
46,60.6700,59.4000,60.9400,60.4200,58.9400,60.5300
47,59.7500,59.0400,59.9300,59.9800,60.4900,58.3900
48,59.4600,59.7900,60.6500,60.7900,60.7500,60.0800
