n,par_fps,par_lat,pipe_fps,pipe_lat
1,17.9826,55.5767,17.9826,55.5767
2,35.9139,55.6073,41.0040,40.4785
3,53.8172,55.6110,77.8259,27.7793
4,71.6556,55.6204,137.4564,21.4654
5,89.4221,55.6621,152.0884,23.5673
6,107.1157,55.7284,177.9596,25.6361
7,124.5976,55.8227,196.1811,27.8411
8,141.9955,55.9318,210.8067,29.3792
