epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,42.0100,41.1200,52.6000,48.8200,67.4100,66.7500,64.7200
2,48.5500,52.6700,60.6000,55.7600,69.1200,67.6200,67.2000
3,56.7800,55.5200,63.4400,59.5600,67.5800,67.7200,68.3600
4,55.9500,54.0800,62.7500,59.9500,69.0400,67.3900,67.4600
5,55.4700,56.3900,63.9900,58.2900,68.7600,68.1100,67.1400
6,58.4400,58.6500,63.7500,62.8300,69.4200,69.5000,69.6100
7,60.0400,59.8100,65.9700,61.1500,69.8100,67.5700,68.3300
8,60.0300,59.7400,64.2200,63.3900,69.5000,69.0400,68.3700
9,62.1400,60.8600,66.6100,64.7100,70.1700,69.4800,69.9800
10,62.5900,60.9600,65.7000,63.7900,70.3800,69.9300,69.1800
11,58.3500,61.4500,64.2700,63.5700,70.2000,70.5000,69.8700
12,61.3800,62.4200,66.3000,64.4500,70.5200,68.6800,69.3200
13,61.6700,62.6600,66.1100,65.4600,70.5300,69.3400,69.7900
14,62.3000,61.9700,66.1000,64.0100,71.3500,70.2200,69.5600
15,63.7300,60.4800,66.7500,64.3500,70.3000,70.5500,70.4100
16,64.1000,61.4400,66.3000,63.1800,70.2700,70.5700,69.4900
17,63.4000,63.7200,65.8100,64.5000,69.9200,70.2000,70.3700
18,63.7000,63.6100,66.9500,63.8100,71.0800,70.3700,70.3600
19,63.6100,64.2900,67.3100,65.8700,71.0200,70.5100,69.4300
20,63.4100,64.1400,67.8300,66.3700,70.5300,70.7200,69.4400
21,63.2100,62.9700,67.8400,66.5300,71.0200,68.9400,69.6500
22,63.4100,61.9700,67.3200,64.3100,71.3600,70.9300,68.0700
23,61.4900,63.1500,67.3400,64.5100,70.9600,70.5400,69.0400
24,63.7100,62.5700,66.0200,66.8100,70.5900,70.0000,69.9900
25,63.3600,62.9700,68.0400,65.1900,70.1000,69.7600,70.3200
26,63.1600,62.5100,67.6900,65.9900,70.9500,69.4900,70.6200
27,61.6100,63.3900,67.6900,65.8900,70.5300,71.2500,70.5200
28,63.3400,63.6200,67.3400,64.7800,71.0900,70.4500,70.3400
29,64.2000,63.6500,67.2900,66.3100,71.2900,70.6300,70.4300
30,61.2600,64.5700,67.9400,65.7300,69.3100,70.6500,68.9100
31,62.8400,62.8900,68.3000,63.0000,70.7300,70.9500,70.7400
32,63.3300,62.5500,67.9400,64.6100,71.1200,70.4300,69.7500
33,61.9600,63.1500,68.5000,66.3800,69.9600,69.5200,70.3200
34,63.3000,64.6100,67.6100,65.1900,71.3600,71.2300,69.3500
35,64.3300,64.1000,69.3500,64.8000,69.4300,70.5900,69.9000
36,64.5400,63.3400,67.6300,65.5400,69.8900,69.8500,69.7700
37,64.5500,64.1600,68.2500,64.2700,71.2700,70.3100,69.8800
38,62.3200,61.8900,67.9400,63.9700,71.2800,69.9400,70.1400
39,63.2700,61.6200,67.9700,64.8700,70.4000,70.5000,69.6800
40,64.2000,63.4300,66.1700,64.6300,69.6400,70.4400,69.6200
41,64.0200,64.7000,68.2600,66.2800,70.0000,70.5300,69.1500
42,64.2400,62.5400,68.7500,66.6200,70.4800,70.9400,69.4800
43,62.9400,62.4500,67.0500,64.2200,70.3400,71.1600,69.6100
44,64.6200,60.8700,67.8400,64.0200,70.4400,69.9300,69.5700
45,64.2300,62.9300,68.5500,64.7700,70.8300,70.9400,69.2900
46,64.0400,63.2500,67.9400,65.0000,70.6300,70.5000,69.7100
47,63.7900,64.0400,66.9500,65.4400,69.0100,70.4500,70.3900
48,61.9300,64.1300,66.9700,65.0600,70.4300,70.3800,70.2400
49,63.0400,64.6000,67.3500,65.5300,71.0300,70.7100,69.4500
50,63.3200,62.6100,68.4400,65.4300,71.2400,70.9300,69.8400
51,64.3900,63.8600,65.8100,64.9500,70.9700,70.8500,70.3600
52,62.2500,62.1700,68.4400,66.1700,70.4500,70.3200,69.2500
53,63.2600,64.4600,68.4600,64.0700,69.6500,69.9700,69.6200
54,64.2900,64.0200,67.4500,65.1800,70.5300,70.9800,69.0800
55,63.8400,62.8100,68.1200,66.1400,69.9700,68.8900,69.7100
56,64.2400,63.3100,67.2100,65.8400,69.6500,69.2400,70.3800
57,62.2000,64.6300,66.6600,64.7700,70.9900,71.4200,69.3700
58,63.4800,63.1400,67.3800,64.2500,70.2700,69.7100,69.8500
59,62.2800,63.4500,67.2000,64.6100,71.6000,70.8200,69.7200
60,62.0600,63.5100,66.4800,65.3100,70.3700,70.8300,70.3600
61,68.5500,68.5700,72.4500,70.3300,74.5500,74.4000,74.3700
62,68.9300,68.6400,73.0600,70.7800,74.9600,74.8200,74.7500
63,68.8800,69.2400,73.1400,70.8200,75.2800,75.2300,74.9800
64,69.2300,69.0400,73.0400,71.2000,75.2200,75.2500,75.1100
65,69.3000,69.2900,73.3500,71.0700,75.5100,75.4800,75.1200
66,69.4000,69.2600,73.2300,71.3800,75.6200,75.6800,75.1600
67,69.3900,69.4400,73.1900,71.1200,75.5800,75.6400,75.2100
68,69.6000,69.4800,73.4400,71.2800,75.5700,75.7500,75.4800
69,69.6300,69.4500,73.6200,71.3600,75.5600,75.7900,75.1600
70,69.5700,69.3400,73.5200,71.3700,75.6600,75.7000,75.4200
71,69.6600,69.3900,73.5700,71.5200,75.7200,75.6900,75.6400
72,69.5500,69.4500,73.6600,71.5400,75.8900,75.8100,75.3500
73,69.6300,69.5500,73.7600,71.5100,75.8500,75.7500,75.4200
74,69.6600,69.2800,73.8900,71.6700,75.9200,75.7800,75.6800
75,69.8800,69.4900,73.9100,71.5800,75.8700,75.6200,75.7700
76,69.8700,69.6400,73.9200,71.4900,75.9400,75.8200,75.5600
77,69.6600,69.7100,74.0400,71.5800,75.8800,75.7200,75.8400
78,69.5200,69.5400,73.9500,71.6500,75.9600,75.8300,75.8400
79,69.7200,69.5000,74.0300,71.6900,75.9100,76.0100,75.6000
80,70.1100,69.5000,73.8800,71.5100,76.1600,75.9700,75.5900
81,70.1100,69.8700,73.8100,71.5200,76.1300,76.0300,75.7500
82,70.0800,69.4800,73.9200,71.4600,76.1800,76.0600,75.6700
83,69.9000,69.4700,73.8800,71.4400,75.9900,76.0100,75.6500
84,69.9200,69.6200,74.0000,71.4500,76.0500,76.0400,75.5900
85,70.1500,69.7400,73.8200,71.6300,76.1500,76.0000,75.9100
86,70.1700,69.5500,73.9100,71.5200,76.0800,75.9300,75.8200
87,70.0900,69.5000,73.9500,71.6900,76.0800,76.1800,75.8400
88,70.1100,69.8000,74.1800,71.5400,76.1300,76.0600,75.8000
89,70.0900,69.5800,74.0600,71.5000,76.0600,76.0400,75.9000
90,70.2000,69.7800,73.9800,71.6600,75.8900,76.1600,75.9100
91,70.2000,69.5300,74.0200,71.5900,76.0300,76.0200,75.8100
92,70.1700,69.7100,74.2400,71.7000,76.1500,76.0100,75.9300
93,69.9500,69.5400,73.9600,71.6900,76.0900,75.9600,75.8900
94,70.0800,69.7000,73.9500,71.7800,76.0700,76.1000,75.7900
95,69.8300,69.7800,74.0000,71.7300,76.1400,76.1600,75.7400
96,69.9800,69.4100,74.0000,71.4700,75.9800,76.1900,75.7900
97,69.8500,69.6400,73.9300,71.5500,76.1700,76.0200,75.7600
98,69.9500,69.4300,74.0100,71.6000,76.1500,76.0700,75.5800
99,69.9500,69.6700,74.0100,71.5400,76.0700,76.0400,75.6000
100,70.1000,69.6800,73.8900,71.6400,75.9700,75.9100,75.9000
