n,par_fps,par_lat,pipe_fps,pipe_lat
1,17.2019,58.1002,17.2019,58.1002
2,34.3662,58.0973,35.2364,45.9372
3,51.2700,58.2760,60.8273,28.7324
4,68.1879,58.3842,99.5463,22.2018
5,85.2590,58.2543,132.6450,23.0546
6,101.9494,58.3802,133.5243,24.0867
7,118.7501,58.4958,138.8585,28.0644
8,135.2058,58.6875,144.3512,29.6524
