epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,54.7000,60.1800,60.3200,62.4100,69.2900,69.6500,68.1300
2,59.1300,61.3300,62.6400,65.8100,70.1000,69.3100,69.1800
3,63.1000,66.8800,65.5700,66.7800,71.0100,69.9100,68.8700
4,63.3400,66.4700,64.7400,64.3600,69.3700,69.8600,70.5800
5,65.4400,66.5900,64.9000,66.0500,71.0400,70.6500,70.0400
6,65.6400,66.9800,65.1700,68.5800,70.9900,70.3200,70.3100
7,65.6600,67.1900,68.1600,67.8300,71.4400,70.4800,70.4100
8,65.4400,68.1300,69.1900,68.7400,71.2600,70.0700,70.9800
9,66.5100,67.6000,67.6600,69.0200,69.9800,70.1100,71.7500
10,66.1300,66.9800,67.4100,69.4900,69.8000,70.7600,70.9800
11,67.8800,68.3200,68.1000,68.6300,71.6600,70.7200,71.4200
12,66.4900,68.0300,68.0500,67.8800,70.9300,70.0900,71.4400
13,67.2100,68.0600,69.1200,68.0000,70.5600,71.2300,70.8400
14,66.8800,68.3100,67.7800,68.6000,70.8200,71.3000,71.3300
15,68.4000,69.4700,69.9100,68.6500,71.1800,70.0000,71.7900
16,66.5300,69.0000,70.0100,69.1300,71.6600,70.6200,70.5800
17,67.3000,68.5700,69.5700,69.8500,71.3200,70.5800,70.1500
18,67.2200,67.6400,69.3900,68.8200,71.6100,70.7700,71.4000
19,68.2900,69.3100,70.2000,69.4800,71.9700,71.1000,71.6600
20,67.5900,68.6300,68.7000,69.5800,71.3200,71.2500,70.5800
21,67.4800,70.4000,68.3000,68.5100,71.1500,71.4800,71.2700
22,67.9400,68.0000,69.4000,69.0000,70.3300,71.4800,70.5600
23,67.5100,64.6700,68.9000,68.3700,71.1800,70.4100,69.4800
24,66.5100,67.6800,69.2700,69.3700,70.6600,70.9100,70.6500
25,69.0200,69.1900,69.6900,69.0800,71.5800,70.6800,71.2400
26,68.5800,67.7100,68.5200,69.0500,71.4900,71.0000,70.9300
27,68.1700,68.7700,68.3800,69.0400,70.6200,71.1900,71.8000
28,68.2100,68.6900,68.9200,69.7400,72.0500,71.7000,71.6800
29,66.5300,69.1700,70.5600,70.3100,71.1400,71.1000,71.3000
30,68.2100,68.6000,68.5700,68.4600,71.2900,70.0800,71.3000
31,67.3500,68.9400,68.6900,67.9900,69.8200,71.3800,70.9200
32,67.0600,69.2000,68.2200,69.4000,71.4400,71.5400,71.3000
33,67.9800,69.2500,69.4400,69.9000,71.4900,70.7500,70.1300
34,67.2300,70.4700,67.9600,69.1500,71.0100,69.7400,69.9400
35,68.2500,69.5200,70.0800,69.2100,70.8400,72.1100,71.5400
36,68.4100,68.2300,67.4600,68.8600,71.5800,70.7500,71.7300
37,67.9100,68.3900,68.9900,70.3500,70.7600,70.3300,70.7800
38,66.6700,69.3500,68.0000,69.3700,71.7100,70.8600,70.4300
39,68.1300,67.5700,68.1200,69.0600,71.5400,70.8000,70.0000
40,68.7800,68.7700,68.9300,68.5400,70.5000,70.7100,70.9100
41,67.9500,68.5500,69.0500,67.7700,72.3900,71.0000,71.8300
42,67.9500,68.8200,69.8600,68.8500,70.4000,70.6100,71.8200
43,67.3400,68.3000,70.4400,69.5000,70.4200,71.2200,71.9500
44,68.8500,68.4800,68.4500,69.6500,71.3500,71.0300,71.3900
45,68.0900,69.0900,68.7100,68.7400,70.2000,71.1900,71.3100
46,66.8700,68.6200,67.4000,69.4700,71.2500,70.8200,70.5200
47,67.6500,67.4800,70.1400,69.6200,70.7100,71.2600,70.3800
48,67.2700,68.2200,69.1700,69.9300,71.4200,71.0500,70.5700
49,68.2000,69.0800,69.7200,69.7600,70.8400,71.0100,70.5500
50,66.3700,69.1400,68.7200,68.9600,70.9500,70.2100,70.1500
51,67.6500,67.5400,69.1300,70.6800,72.0000,71.2400,71.0500
52,68.0900,68.4500,67.7200,69.6800,70.7400,71.3400,71.0200
53,65.8500,68.5600,69.5700,68.7300,71.2800,68.9500,70.6700
54,67.5300,68.5000,68.8800,69.4900,70.2500,70.8400,70.9700
55,66.5400,68.3900,68.1800,69.4500,70.9500,71.5000,69.7000
56,67.9500,69.3400,68.3400,70.5400,71.5700,72.1200,71.4400
57,67.8300,68.3700,68.6000,69.5500,71.3600,70.4900,70.6100
58,67.4700,68.2300,68.5100,69.4000,71.3600,71.3000,70.9300
59,67.3500,67.5100,68.2500,69.1300,70.1900,71.1700,71.1300
60,68.1100,68.6200,70.6200,68.9300,71.9300,71.6200,70.8200
61,71.8600,72.9100,74.1500,73.9300,75.3500,74.9300,75.0200
62,72.4200,73.0500,74.4800,74.2600,75.5800,75.2600,75.4700
63,72.4500,73.1100,74.6000,74.4800,75.5000,75.2900,75.4700
64,72.4100,73.3200,74.7000,74.5900,75.7800,75.5000,75.7700
65,72.6900,73.5300,74.7400,74.9400,76.0500,75.6900,75.6600
66,72.6500,73.4400,74.6800,74.6800,76.1700,75.7900,75.6200
67,72.7500,73.4300,74.8300,74.7800,76.2700,75.7700,75.8300
68,72.9300,73.5600,74.8600,74.8900,76.3300,75.6900,75.7000
69,72.8800,73.7600,74.7800,74.8500,76.1700,75.9600,75.7000
70,72.9000,73.8100,74.9000,74.9100,76.2300,76.1200,75.7800
