n,par_fps,par_lat,pipe_fps,pipe_lat
1,10.1470,98.5283,10.1470,98.5283
2,20.2900,98.4691,20.6080,86.5100
3,30.3823,98.5317,33.1336,68.7182
4,40.4379,98.6055,47.1148,56.0006
5,50.4786,98.6673,62.6671,40.4240
6,60.4367,98.7842,83.0479,38.4777
7,70.4903,98.8401,95.3654,38.2310
8,80.3834,99.0359,109.4488,42.0891
