epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,obdc,random
1,68.8100,68.5600,67.1100,68.4600,69.0700,69.8000,68.6500
2,69.7200,70.5200,68.8600,69.3800,69.7500,69.2700,69.2400
3,71.3600,71.2000,70.4500,70.3300,70.0200,69.8300,71.2700
4,69.7200,68.6400,68.2800,69.6500,70.1600,70.6800,68.1900
5,69.5700,69.7200,69.6000,70.1500,69.8200,70.6000,68.9100
6,71.2100,71.5700,70.4200,71.6100,70.4100,70.3600,70.6100
7,70.5200,70.5400,70.0300,70.8500,70.6400,71.0000,68.6300
8,68.2300,70.5200,69.8300,70.2300,69.7800,71.2300,69.9200
9,71.8000,69.9100,70.6900,71.4700,70.3900,71.9300,69.3600
10,71.5900,70.0800,70.4300,70.7400,71.2800,71.4800,71.0100
11,70.9900,70.8600,69.8000,71.5300,71.3400,69.9100,69.4500
12,71.2400,70.6500,71.5700,70.8500,70.3100,71.8000,70.4100
13,71.4500,69.7800,70.7700,70.3500,70.0300,72.3600,70.9800
14,71.3700,70.2500,70.4100,71.8600,71.1800,70.9800,70.8000
15,70.7000,69.4400,70.9400,70.0000,71.9200,70.7900,70.1300
16,71.0600,71.2800,71.8700,70.9000,70.1800,69.9800,71.3900
17,70.9200,69.3500,70.6200,71.7300,70.6600,69.9100,69.5800
18,71.1700,70.9200,70.4700,70.9600,71.4000,71.5000,70.7200
19,70.9700,71.4900,72.0100,71.1300,70.7400,70.7500,70.3400
20,70.0800,69.4500,69.7100,71.0000,70.0700,69.6000,70.4500
21,70.2400,71.0200,72.1500,69.7100,71.0500,71.4400,71.7800
22,70.9300,69.8300,69.5800,70.4400,70.3600,69.1700,70.4900
23,70.1100,69.6800,70.4300,70.0600,70.2700,69.5900,69.3300
24,70.0700,70.0900,71.3800,67.9100,71.0900,69.4500,71.5800
25,69.8100,69.5300,71.7700,71.7700,72.2700,70.8000,68.5600
26,71.4400,70.6800,70.5600,69.7700,68.9100,70.0100,69.7700
27,68.9100,70.2300,69.0200,68.9200,70.3400,70.0700,69.9100
28,70.5900,70.0300,70.6700,71.3700,71.5300,69.6500,72.0900
29,70.9500,70.8500,69.2200,70.4800,70.3100,70.2300,72.0400
30,70.6800,70.0100,70.6100,70.8500,70.4500,70.2300,69.6900
31,71.1600,69.9300,69.9500,69.9400,69.1500,69.6000,70.9500
32,70.5900,70.9300,69.3500,70.3000,70.6900,69.8600,70.6500
33,70.8900,70.2900,71.0800,70.5300,69.1100,71.9900,70.8800
34,70.7100,70.0100,70.6500,69.2000,69.9700,69.0600,70.9500
35,68.6800,68.3600,69.6500,71.6300,71.5600,69.7200,70.5900
36,70.8900,70.9000,70.7100,71.0100,70.4200,70.7600,70.5400
37,70.5300,70.9000,71.6300,70.0000,70.1600,69.7500,70.5700
38,71.2500,70.4300,69.8700,70.2000,69.3400,70.6700,70.7600
39,69.6600,70.0700,70.7700,68.4900,71.4200,70.3900,69.8100
40,71.1100,70.1400,69.7200,70.2300,70.1100,69.5300,69.9100
41,70.7600,69.7300,69.7500,71.2000,70.2000,69.1500,70.5600
42,71.5400,70.7700,71.4700,70.6900,71.6900,71.1200,71.2300
43,69.9700,69.0200,70.9100,69.2600,69.7700,70.9400,69.3300
44,70.1300,70.1800,70.2800,69.4900,69.7100,68.6800,70.3900
45,69.2000,67.3100,68.7500,70.3100,70.8200,70.8100,69.4600
46,70.7300,69.5400,69.4600,69.4800,66.9000,70.9500,68.7500
47,71.0900,70.0500,68.7400,69.4500,69.3300,70.9900,70.6200
48,69.9600,68.6100,71.8700,69.4900,71.3300,70.0000,70.1300
49,70.9600,70.4900,69.7700,71.1000,71.3800,69.3600,69.3100
50,69.7700,70.4800,70.6900,70.2200,70.9100,70.4600,70.1200
51,70.4400,71.1500,70.8500,70.6600,70.5000,70.7700,70.4300
52,71.1800,69.9200,69.9600,68.8100,70.4900,69.3600,69.4400
53,69.8300,70.7300,71.4800,69.8000,69.6700,70.5500,71.0400
54,70.0200,70.1900,67.4700,68.3300,69.1000,70.0700,68.5600
55,71.0400,69.2700,70.0200,70.0800,69.6300,70.7600,71.2300
56,71.3200,70.2800,70.9200,70.4500,70.1800,68.9800,70.8700
57,69.9600,69.8600,71.1900,71.2400,69.6900,68.4800,70.8900
58,68.9200,70.5400,70.1400,69.4700,69.7300,69.5700,70.5300
59,70.0300,71.3100,69.0800,68.7500,71.4500,68.3600,70.6900
60,67.7900,70.0700,70.0800,69.4700,68.1800,70.8400,69.2100
61,76.0700,75.5300,76.2800,76.1300,75.9400,75.6100,75.6400
62,76.6400,75.9900,76.3700,76.2600,76.2300,76.0100,76.2300
63,76.9400,76.3700,76.7900,76.5100,76.3700,76.3500,76.4400
64,76.9800,76.4600,77.0600,76.6600,76.5800,76.3500,76.3500
65,77.3300,76.6900,77.0400,76.8600,76.6300,76.5300,76.5600
66,77.4100,76.4300,76.9500,77.0200,76.8200,76.8300,76.7200
67,77.3200,76.6600,77.1500,76.9700,76.9700,76.8300,76.6800
68,77.3800,76.7400,77.1100,76.7500,76.8500,77.1200,76.7700
69,77.4300,76.8500,77.2400,77.0700,77.0200,77.0100,76.8800
70,77.2300,76.9300,77.1700,77.0400,77.1100,77.0500,76.9800
71,77.4300,77.0000,77.3100,76.9800,77.2300,76.9100,77.1000
72,77.5000,77.0100,77.2500,76.9200,77.4000,77.1300,76.9400
73,77.4800,77.1900,77.3600,77.1100,77.2800,77.2600,77.1800
74,77.6900,76.8700,77.3800,77.2200,77.1100,77.2000,76.9800
75,77.7000,77.1800,77.3500,77.1200,77.2100,77.1200,77.0200
76,77.6600,77.0400,77.4200,77.3800,76.9400,77.1300,77.0800
77,77.7800,77.0500,77.3100,77.2500,77.2700,77.1900,77.0300
78,77.7600,77.1400,77.1400,77.2700,77.2200,77.3600,77.1500
79,77.6200,77.1800,77.3600,77.1800,77.3300,77.3100,77.1500
80,77.7600,77.3100,77.3500,77.4700,77.2800,77.3600,77.2800
81,77.7100,77.0900,77.3700,77.2500,77.2900,77.3100,77.1100
82,77.7500,77.0700,77.4400,77.3800,77.3300,77.3400,77.1900
83,77.6100,77.1500,77.4100,77.2700,77.3400,77.2400,77.2800
84,77.6900,77.1500,77.3500,77.1600,77.3300,77.3100,77.1000
85,77.7900,77.0800,77.4700,77.3500,77.3600,77.2300,77.3200
86,77.6700,77.1200,77.4100,77.4800,77.2700,77.3000,77.2400
87,77.7600,77.2900,77.3800,77.4800,77.2200,77.2800,77.2700
88,77.7000,77.1500,77.5200,77.3500,77.2200,77.3900,77.3100
89,77.7000,77.1300,77.3900,77.3400,77.5000,77.1600,77.1400
90,77.7800,77.0400,77.4000,77.3400,77.3600,77.2400,77.1600
91,77.5600,77.3100,77.2700,77.3400,77.3000,77.3100,77.1100
92,77.7100,77.1800,77.5500,77.3200,77.3400,77.3800,77.2400
93,77.6500,77.2000,77.3300,77.2800,77.3800,77.3800,77.2700
94,77.8200,77.1700,77.3800,77.3700,77.4800,77.4500,77.2200
95,77.7100,77.1900,77.4500,77.3800,77.3500,77.5300,77.2400
96,77.8100,77.1100,77.4000,77.3600,77.4400,77.3700,77.0700
97,77.8200,77.1600,77.5700,77.2800,77.5000,77.2800,77.2500
98,77.7900,77.3200,77.5700,77.4000,77.3000,77.3600,77.3300
99,77.6900,77.1800,77.5400,77.3100,77.5200,77.5100,77.2500
100,77.7800,77.1800,77.6000,77.2800,77.3800,77.2100,77.3800
