n,par_fps,par_lat,pipe_fps,pipe_lat
1,10.2266,97.7509,10.2266,97.7509
2,20.4510,97.6933,19.8271,86.7131
3,30.6227,97.7736,29.5330,76.7187
4,40.7532,97.8455,44.5765,59.1921
5,50.8752,97.9002,58.6676,46.7553
6,60.9169,98.0534,79.1240,34.7389
7,71.0124,98.1232,92.6807,36.9770
8,80.9446,98.3459,119.7722,36.4162
