epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
35,63.6800,61.2800,62.6600,53.2900,57.4100,54.3600
36,64.1700,59.1200,62.4500,50.8100,56.7000,54.3700
37,63.8600,63.4300,62.5300,49.5600,58.8800,55.5600
38,64.0900,63.8200,60.4800,50.3400,59.3000,56.3700
39,65.0600,59.9800,61.8100,49.5200,59.2400,56.5700
40,62.2300,63.8100,62.5100,53.5600,57.7200,56.0100
41,63.5800,63.5500,62.3500,51.8200,58.2100,54.4300
42,64.9000,62.4400,60.8400,52.3400,58.5300,57.1400
43,64.5700,63.1200,62.1700,51.5500,58.3600,54.5100
44,63.8000,62.5300,61.2800,53.5700,58.0900,57.1000
45,63.9900,62.1400,60.6200,48.4000,58.2600,56.3500
46,64.4300,63.1700,61.8400,51.7600,58.9500,56.5500
47,64.5600,63.1700,61.5300,52.6400,57.6800,56.9700
48,64.9100,62.9700,60.7000,50.9600,57.5500,54.6800
49,64.0900,62.5100,61.3400,51.5300,58.9200,57.0900
50,64.1300,63.2000,61.6100,52.2400,59.1600,56.6000
51,64.8000,62.4100,62.0100,52.3400,59.4700,57.5400
52,63.4300,59.3000,61.6200,51.8600,58.7000,55.3300
53,64.2200,63.8400,60.9200,55.0300,58.2900,56.4100
54,63.6400,62.9900,60.7400,53.7200,57.7600,55.6500
55,65.2700,62.7800,62.8800,53.9900,58.8600,55.4200
56,64.1500,61.5600,61.6200,53.6100,59.0800,56.1000
57,63.8800,62.9800,62.3400,55.6500,59.6000,56.0200
58,62.2100,62.3400,60.2100,52.1600,59.0900,53.9800
59,64.3900,61.5900,63.3500,54.0900,59.6200,56.7700
60,61.9400,63.1500,61.4300,54.9300,58.5800,57.4500
61,70.3400,69.5300,68.1100,60.0900,65.4200,63.1600
62,70.3900,69.3000,68.4200,60.2900,65.6900,63.4900
63,70.4600,69.5900,68.2500,60.6000,65.6000,63.4900
64,70.8100,69.4800,68.3100,60.7600,65.7600,64.2000
65,70.6600,69.6000,68.4600,60.5200,65.9300,63.7100
66,70.5900,69.5800,68.4300,60.5200,65.8700,64.2300
67,71.0400,69.5800,68.5000,60.1400,66.2000,63.8500
68,70.8000,69.7200,68.1900,60.3400,66.0200,64.0500
69,70.8800,69.8700,68.4000,60.3700,66.0000,64.1700
70,70.7200,70.0000,68.2000,60.5000,65.9200,63.9700
71,70.5400,69.7700,68.2800,60.6500,65.9000,63.8100
72,70.7000,69.7900,68.1700,60.4400,66.1100,63.9600
73,70.9500,69.8100,68.1300,60.5300,66.3900,63.6300
74,71.0200,69.7200,68.2100,60.3200,66.2500,63.4800
75,70.7600,69.6400,68.1000,60.4800,66.3800,63.4700
76,70.9000,69.9700,68.6400,60.2100,66.4600,63.5300
77,71.0100,69.8900,68.4700,60.6200,65.9700,63.5200
78,70.8500,69.6800,68.5100,60.4800,66.1500,63.0300
79,70.7800,69.7200,68.6000,60.4400,66.1800,63.6900
80,70.8700,69.3400,68.4400,60.1000,65.9400,63.2800
81,70.6800,69.7700,68.4500,60.4500,66.4000,63.7600
82,70.9200,69.8100,68.3400,60.3400,66.0900,63.8300
83,70.8700,69.6800,68.2900,60.2900,66.5600,63.8200
84,71.0400,69.7700,68.5700,60.1600,66.6400,63.8500
85,71.0200,69.7500,68.6500,60.2400,66.2900,63.9600
86,71.1100,69.8800,68.5600,60.0900,66.5800,63.8600
87,71.1600,69.7400,68.6400,60.4300,66.4600,64.0200
88,71.1800,69.8000,68.5700,60.4000,66.5900,63.8100
89,71.3000,69.7300,68.5500,60.1300,66.5800,63.9600
90,71.2600,69.8400,68.4800,60.2300,66.5600,63.9800
91,71.0300,69.7700,68.4400,60.2600,66.6300,63.6800
92,71.1400,69.6700,68.6400,60.3000,66.7900,63.9100
93,71.2000,69.7800,68.5500,60.2500,66.6100,63.7400
94,71.0000,69.9900,68.6100,60.2600,66.5900,63.8500
95,71.0600,69.8300,68.4000,60.2800,66.4800,63.7900
96,71.1300,69.7300,68.6200,60.4100,66.6500,63.8900
97,71.1600,69.8300,68.5000,60.1700,66.8200,63.9900
98,70.9200,69.9700,68.4400,60.2100,66.6100,63.7100
99,71.1000,69.9700,68.5100,60.2600,66.6400,64.0200
100,71.0200,69.9500,68.7700,60.3000,66.4800,63.8900
