n,par_fps,par_lat,pipe_fps,pipe_lat
1,63.1704,15.8078,63.1704,15.8078
2,125.6703,15.8158,152.8616,8.5855
3,188.4780,15.7606,158.2489,10.6606
4,244.5086,16.0126,183.7417,12.0076
5,304.7055,16.0163,215.3077,12.8022
6,361.0884,16.1540,223.8955,16.7317
7,419.7564,16.2366,235.0720,17.4118
8,473.9929,16.4326,235.0393,18.8458
