epoch,magnitude_l1,magnitude_l2,bn_scale,fpgm,taylor,random
1,59.9900,61.3900,54.0900,56.8000,44.0000,38.0700
2,63.5700,59.8700,60.7800,61.2300,49.6000,50.6000
3,62.5000,61.8800,61.1500,60.2700,53.9600,53.3300
4,64.3200,63.5400,61.7400,62.5200,53.1900,54.2100
5,63.5300,63.6400,60.5700,63.7700,56.7100,55.1300
6,63.7700,62.1400,61.2600,63.4900,58.2200,54.8000
7,65.0200,64.2300,64.7200,63.5000,58.5200,58.3500
8,65.0900,65.2300,64.2500,63.6600,57.2500,58.7000
9,64.3400,62.8700,62.0500,65.4900,61.4100,58.7700
10,64.3200,62.9200,64.7600,62.6600,59.8800,58.6100
11,64.7100,63.2900,62.4600,63.1700,61.6400,60.3200
12,65.4900,64.4600,64.5700,64.8900,61.0500,61.2700
13,65.9000,63.0800,64.5100,65.6500,60.6600,59.6200
14,64.7800,65.1400,63.9600,64.2900,61.7500,59.5500
15,65.7800,65.3300,63.9200,66.4100,62.3700,61.1200
16,64.7300,65.3500,65.4100,66.4800,60.2000,62.8100
17,65.1000,65.0800,64.0400,64.3900,63.2700,60.7500
18,65.3900,64.8900,65.8500,65.2100,59.2600,61.2900
19,66.4100,65.2800,65.7800,64.7900,62.6200,61.5100
20,65.1000,63.6100,64.4900,64.2900,58.5800,62.2100
21,65.0900,65.2800,65.5300,64.9600,63.1000,62.0500
22,65.6700,65.6700,65.1200,64.4800,62.5900,62.0000
23,64.1700,64.0100,63.5100,63.6500,63.2300,62.2900
24,65.2700,63.9700,64.6700,65.9200,63.3600,60.5200
25,65.5200,65.3000,64.2700,65.8900,63.6600,62.0100
26,64.0700,65.0300,65.1300,65.8200,63.5000,60.7700
27,66.5800,64.8200,65.2400,65.4600,62.5200,62.7100
28,66.9500,66.0400,64.2200,65.5800,64.1000,62.6900
29,65.8000,63.9900,65.2600,65.0700,62.9100,63.1300
30,64.9100,65.2700,64.2100,65.0300,61.9500,63.0100
31,64.2300,64.5000,64.9700,64.9600,64.2500,60.9800
32,66.6600,65.9300,64.4300,65.1900,63.9600,62.4800
33,64.5800,65.7700,64.9200,65.9600,63.7200,63.2800
34,66.5200,65.0300,65.8400,65.3600,63.4500,63.7900
35,66.3200,62.6700,66.2000,65.2000,63.2900,62.1300
36,65.7500,65.9800,65.1300,65.8900,64.4700,61.1000
37,65.5400,65.8400,65.7100,66.0300,63.7900,62.7300
38,66.9900,66.2100,65.8100,65.9600,64.0700,63.1400
39,64.9500,65.8700,62.9900,65.0900,64.7900,64.1800
40,64.7000,66.4100,65.3700,65.4200,63.6200,60.7200
41,64.1900,66.0600,66.5500,65.5600,63.8700,61.4100
42,66.2300,66.5900,63.4800,66.6000,63.3400,64.2000
43,66.7500,64.9900,64.7300,65.3700,63.2600,63.6300
44,65.5300,65.8600,65.0900,64.5900,64.8900,62.0700
45,64.9000,66.2600,62.8500,64.7400,62.5800,62.1300
46,65.3300,65.7300,64.7400,65.5900,62.9600,62.9500
47,66.0700,65.8700,64.2500,64.9100,61.7200,62.3400
48,65.6700,66.5300,64.6100,66.1600,64.6800,63.4600
49,64.2100,65.0000,64.8600,66.6100,64.7000,62.9700
50,64.8400,66.6100,65.6100,65.8500,63.5800,64.8400
51,66.6800,66.5500,64.8200,64.8900,63.8400,61.8000
52,66.3200,66.3100,64.2400,64.9800,64.5400,62.4700
53,66.0600,64.4400,64.1800,64.3200,64.4400,63.1100
54,64.7900,63.9900,63.9100,64.3400,64.7100,63.1900
55,66.1100,65.0200,65.3100,64.6500,61.7400,62.5300
56,65.4600,65.6900,66.0400,65.4700,64.3600,63.7300
57,64.2100,65.8200,65.7000,64.2300,63.2800,62.9900
58,65.3200,66.1400,64.3200,65.0200,63.9900,63.8800
59,65.7400,65.9100,64.2100,64.3400,64.3700,62.8900
60,65.8600,64.1000,59.9400,66.6400,64.4000,63.8500
61,71.3800,71.0300,71.4800,71.3600,69.4500,69.2100
62,71.8600,71.3300,71.7600,71.6400,69.7600,69.3600
63,71.6800,71.6400,72.0300,71.8800,69.7300,69.2500
64,72.0300,71.5500,72.1300,71.9900,69.7000,69.6700
65,71.9500,71.8600,72.0900,72.0400,69.9100,69.5400
66,72.0900,72.0300,72.1000,71.9300,70.1700,69.7400
67,71.8800,71.8200,72.3500,71.9900,70.2800,69.6100
68,71.8500,72.0400,72.4700,72.2000,70.3900,69.8100
69,72.2300,72.2400,72.3600,72.0200,70.4300,69.6700
70,72.1500,71.9100,72.3700,72.1600,70.2700,69.7000
71,72.4900,72.1100,72.4500,72.3000,70.2600,69.7300
72,72.4500,72.1300,72.6100,72.2900,70.2400,69.4600
73,72.2700,71.9300,72.3900,72.4700,70.3800,69.6900
74,72.5800,72.2600,72.4800,72.2500,70.0100,69.6100
75,72.4700,72.4100,72.5200,72.2800,70.2300,69.8500
76,72.3500,72.3100,72.2300,72.3900,70.0500,69.7500
77,72.2900,72.2700,72.7100,72.5600,70.2500,70.1100
78,72.3600,72.4000,72.6000,72.3200,70.1600,69.6300
79,72.4800,72.2300,72.4300,72.5200,70.0000,69.9500
80,72.6200,72.4200,72.4200,72.5600,69.8700,69.7700
81,72.8800,72.3600,72.5400,72.4800,70.1400,70.0000
82,72.5700,72.2900,72.3900,72.5200,70.3000,69.9000
83,72.5700,72.2800,72.4700,72.4200,70.3800,69.7900
84,72.7200,72.3300,72.3900,72.6000,70.3000,69.8700
85,72.7700,72.3500,72.7200,72.6300,70.4100,69.9300
86,72.6600,72.6700,72.7500,72.7100,70.2100,70.0600
87,72.4500,72.4900,72.5700,72.7300,70.2700,70.1600
88,72.7000,72.3700,72.7400,72.7300,70.4200,69.9800
89,72.6300,72.3000,72.6200,72.6000,70.3000,70.0800
90,72.5500,72.4300,72.6800,72.3700,70.4900,70.1300
91,72.5300,72.3900,72.4300,72.5200,70.3700,69.8800
92,72.5600,72.4500,72.6800,72.6400,70.4200,70.0300
93,72.5200,72.5000,72.4900,72.6000,70.3900,69.8900
94,72.6700,72.5400,72.5100,72.6700,70.2400,70.0000
95,72.5300,72.5800,72.5000,72.6700,70.4100,70.1700
96,72.6800,72.4400,72.4200,72.6100,70.4600,70.0000
97,72.5500,72.3300,72.6800,72.5500,70.3800,70.0400
98,72.6100,72.3700,72.5400,72.7800,70.4800,69.9600
99,72.5800,72.4700,72.4900,72.6700,70.3100,69.9600
100,72.6200,72.4400,72.5400,72.6500,70.4500,70.1600
