n,par_fps,par_lat,pipe_fps,pipe_lat
1,23.8054,41.9849,23.8054,41.9849
2,47.5211,42.0044,68.7705,24.9029
3,71.1884,42.0100,176.5301,12.6379
4,94.6540,42.0618,191.3784,15.3276
5,118.0391,42.0983,212.5518,16.6113
6,141.2724,42.1491,230.2826,18.1429
7,164.3878,42.2277,235.2599,20.0145
8,187.1725,42.3227,261.3719,22.2191
