magl1_x,magl1_y,magl2_x,magl2_y,bnscale_x,bnscale_y,fpgm_x,fpgm_y,taylor_x,taylor_y,obdc_x,obdc_y,random_x,random_y
10,76.6800,10,76.8800,10,75.7600,10,77.0000,10,76.7900,10,76.4900,10,58.3100
20,69.9600,20,70.9900,20,58.5400,20,70.6600,20,71.1900,20,66.0900,20,12.3400
30,43.8100,30,47.8700,30,21.9400,30,37.7100,30,60.5900,30,39.9400,30,1.4000
40,13.7500,40,17.5000,40,2.6400,40,8.5800,40,45.8300,40,22.4600,40,2.1300
50,3.2400,50,3.7300,50,0.9700,50,1.6800,50,26.6900,50,12.0600,50,1.0100
60,1.0500,60,1.1700,60,1.0400,60,1.0000,60,13.1400,60,6.7100,60,1.0300
70,1.0000,70,1.0000,70,1.0000,70,1.0000,70,5.1700,70,3.7300,70,1.0000
80,1.0000,80,1.0000,80,0.9800,80,1.0000,80,2.4500,80,3.1200,80,1.0000
90,1.0000,90,1.0000,90,1.0000,90,1.0000,90,1.0300,90,2.0400,90,1.0000
