magl1_x,magl1_y,magl2_x,magl2_y,bnscale_x,bnscale_y,fpgm_x,fpgm_y,taylor_x,taylor_y,obdc_x,obdc_y,random_x,random_y
10,81.1000,10,81.1000,10,80.4500,10,81.1000,10,81.1000,10,81.1000,10,75.0800
20,81.1000,20,81.1000,20,80.4500,20,79.0600,20,81.1000,20,81.1000,20,54.7700
30,79.3700,30,80.0600,30,79.8300,30,73.2900,30,80.5200,30,78.9300,30,20.8500
40,23.6700,40,63.3700,40,68.0200,40,60.1000,40,59.5500,40,41.1300,40,1.7900
50,5.8900,50,41.4300,50,42.7800,50,33.9200,50,50.9900,50,26.8700,50,4.1400
60,1.9200,60,6.9900,60,13.8700,60,18.2000,60,26.7600,60,18.4000,60,1.2700
70,1.0000,70,2.1000,70,3.6700,70,1.6500,70,16.1600,70,9.9000,70,1.3900
80,1.0000,80,1.4600,80,1.0000,80,1.5000,80,3.7100,80,5.1900,80,1.1300
90,1.0000,90,1.0000,90,1.0000,90,0.9700,90,1.0000,90,2.2600,90,1.0000
