magl1_x,magl1_y,magl2_x,magl2_y,bnscale_x,bnscale_y,fpgm_x,fpgm_y,taylor_x,taylor_y,obdc_x,obdc_y,random_x,random_y
10,69.8100,10,64.9400,10,66.1200,10,60.1800,10,71.8700,,,10,64.0500
20,62.5500,20,62.6800,20,63.0100,20,57.6700,20,59.5100,,,20,23.2500
30,60.5200,30,61.8300,30,62.8300,30,49.5800,30,45.9100,,,30,11.5000
40,57.6000,40,53.0500,40,30.5100,40,32.6500,40,31.4700,,,40,2.0900
50,49.8100,50,21.4600,50,15.9500,50,14.0600,50,11.3100,,,50,1.6800
60,11.0500,60,7.0600,60,8.3800,60,4.5900,60,2.1500,,,60,1.0000
70,1.0000,70,1.0000,70,1.3300,70,1.0000,70,1.0000,,,70,1.0000
80,1.0000,80,1.0000,80,1.0000,80,1.0000,80,1.0000,,,80,1.0000
90,1.0000,90,1.0000,90,1.0000,90,1.0000,90,1.0000,,,90,1.0000
